block_key	block_id	chrom	start	end	length_bp	n_positions	n_variant_alleles	n_scored	n_missing_avi	avi_max	avi_top10_mean	avi_top1_count	avi_top1_fraction	avi_top1_per_kb	avi_top1_mean	avi_mean	chr	block	block_length	n_haplotypes	n_clusters	max_cluster_size	singleton_count	dominance	shannon_entropy
chr12:28874603-28927956	chr12_28874603_28927956	chr12	28874603.0	28927956.0	53353.0	53353.0	160059.0	160059.0	0.0	24.66098	23.091384	291.0	0.0018180796	5.4542387	21.012233	4.1080955	chr12	chr12_28874603-28927956	53353	5096	8	2134	1	0.41876	1.95223
chr12:2889726-2962544	chr12_2889726_2962544	chr12	2889726.0	2962544.0	72818.0	72818.0	218454.0	218454.0	0.0	51.12388	48.523365	3108.0	0.014227252	42.681755	25.262934	4.7210746	chr12	chr12_2889726-2962544	72818	5096	2	2615	0	0.513148	0.999501
chr12:28927956-28959581	chr12_28927956_28959581	chr12	28927956.0	28959581.0	31625.0	31625.0	94875.0	94875.0	0.0	24.09514	23.701382	322.0	0.0033939394	10.181818	21.159905	4.2764273	chr12	chr12_28927956-28959581	31625	5096	11	4451	4	0.87343	0.594534
chr12:28959581-29145784	chr12_28959581_29145784	chr12	28959581.0	29145784.0	186203.0	186203.0	558609.0	558609.0	0.0	25.09716	24.854345	1102.0	0.0019727573	5.918272	21.305223	3.8532055	chr12	chr12_28959581-29145784	186203	5096	700	3016	595	0.591837	3.16227
chr12:29145784-29235637	chr12_29145784_29235637	chr12	29145784.0	29235637.0	89853.0	89853.0	269559.0	269559.0	0.0	34.90185	33.847034	755.0	0.0028008711	8.4026132	21.735921	4.5589305	chr12	chr12_29145784-29235637	89853	5096	147	3121	104	0.612441	1.65388
chr12:29235637-29393398	chr12_29235637_29393398	chr12	29235637.0	29393398.0	157761.0	157761.0	473283.0	473283.0	0.0	58.30843	53.270101	6229.0	0.013161259	39.483776	25.362278	4.939201	chr12	chr12_29235637-29393398	157761	5096	184	2412	125	0.473312	2.2827
chr12:29393398-29477148	chr12_29393398_29477148	chr12	29393398.0	29477148.0	83750.0	83750.0	251250.0	251250.0	0.0	47.40119	40.535186	1573.0	0.0062606965	18.78209	23.829124	4.3401471	chr12	chr12_29393398-29477148	83750	5096	483	1450	297	0.284537	4.26353
chr12:29477148-29497937	chr12_29477148_29497937	chr12	29477148.0	29497937.0	20789.0	20789.0	62367.0	62367.0	0.0	38.14359	35.819872	692.0	0.011095611	33.286834	24.512921	4.359992	chr12	chr12_29477148-29497937	20789	5096	51	2680	31	0.525903	1.75144
chr12:29497937-29514092	chr12_29497937_29514092	chr12	29497937.0	29514092.0	16155.0	16155.0	48465.0	48465.0	0.0	45.17002	41.301385	478.0	0.0098627876	29.588363	25.495588	4.6907884	chr12	chr12_29497937-29514092	16155	5096	156	2211	94	0.43387	3.14379
chr12:29514092-29523037	chr12_29514092_29523037	chr12	29514092.0	29523037.0	8945.0	8945.0	26835.0	26835.0	0.0	52.40412	46.493797	1193.0	0.044456866	133.3706	25.661947	5.498755	chr12	chr12_29514092-29523037	8945	5096	37	3201	17	0.62814	1.81563
chr12:29523037-29624403	chr12_29523037_29624403	chr12	29523037.0	29624403.0	101366.0	101366.0	304098.0	304098.0	0.0	53.65451	47.069309	1913.0	0.0062907352	18.872206	25.180786	4.7559241	chr12	chr12_29523037-29624403	101366	5096	12	2515	8	0.493524	1.27271
chr12:29624403-29664281	chr12_29624403_29664281	chr12	29624403.0	29664281.0	39878.0	39878.0	119634.0	119634.0	0.0	50.96008	46.085382	856.0	0.0071551566	21.46547	25.602638	4.3396462	chr12	chr12_29624403-29664281	39878	5096	433	2378	259	0.466641	4.134
chr12:2962544-2986049	chr12_2962544_2986049	chr12	2962544.0	2986049.0	23505.0	23505.0	70515.0	70515.0	0.0	29.58406	27.172417	652.0	0.0092462597	27.738779	21.908614	4.6254764	chr12	chr12_2962544-2986049	23505	5096	109	3016	70	0.591837	1.9734
chr12:29664281-29707255	chr12_29664281_29707255	chr12	29664281.0	29707255.0	42974.0	42974.0	128922.0	128922.0	0.0	25.02419	23.713168	168.0	0.0013031135	3.9093405	21.37752	4.4293822	chr12	chr12_29664281-29707255	42974	5096	10	2287	2	0.448783	1.89623
chr12:29707255-29733295	chr12_29707255_29733295	chr12	29707255.0	29733295.0	26040.0	26040.0	78120.0	78120.0	0.0	28.37482	24.324614	172.0	0.0022017409	6.6052227	21.253662	4.886263	chr12	chr12_29707255-29733295	26040	5096	6	2101	2	0.412284	1.79652
chr12:29733295-29749906	chr12_29733295_29749906	chr12	29733295.0	29749906.0	16611.0	16611.0	49833.0	49833.0	0.0	26.39108	24.759516	209.0	0.004194008	12.582024	21.656248	5.2767308	chr12	chr12_29733295-29749906	16611	5096	4	3003	0	0.589286	1.50475
chr12:29749906-29796982	chr12_29749906_29796982	chr12	29749906.0	29796982.0	47076.0	47076.0	141228.0	141228.0	0.0	54.79737	44.519282	1681.0	0.011902739	35.708217	24.88534	4.4649671	chr12	chr12_29749906-29796982	47076	5096	239	1950	141	0.382653	3.88681
chr12:29796982-29950973	chr12_29796982_29950973	chr12	29796982.0	29950973.0	153991.0	153991.0	461973.0	461973.0	0.0	23.14987	22.215113	203.0	0.00043941962	1.3182589	20.767506	3.6515609	chr12	chr12_29796982-29950973	153991	5096	166	2156	105	0.423077	3.13836
chr12:2986049-3014920	chr12_2986049_3014920	chr12	2986049.0	3014920.0	28871.0	28871.0	86613.0	86613.0	0.0	56.85526	47.565377	1255.0	0.014489742	43.469225	25.166506	4.6255761	chr12	chr12_2986049-3014920	28871	5096	12	3555	6	0.697606	1.39946
chr12:29950973-29992429	chr12_29950973_29992429	chr12	29950973.0	29992429.0	41456.0	41456.0	124368.0	124368.0	0.0	22.64725	21.208591	15.0	0.0001206098	0.36182941	20.945989	3.5900703	chr12	chr12_29950973-29992429	41456	5096	280	1594	188	0.312794	3.99293
chr12:29992429-30008721	chr12_29992429_30008721	chr12	29992429.0	30008721.0	16292.0	16292.0	48876.0	48876.0	0.0	21.8011	20.194624	7.0	0.00014321958	0.42965873	20.49433	3.4544069	chr12	chr12_29992429-30008721	16292	5096	9	4850	2	0.951727	0.329222
chr12:30008721-30044410	chr12_30008721_30044410	chr12	30008721.0	30044410.0	35689.0	35689.0	107067.0	107067.0	0.0	22.72238	22.540211	83.0	0.00077521552	2.3256466	21.016023	3.8314347	chr12	chr12_30008721-30044410	35689	5096	33	1898	14	0.372449	2.45578
chr12:30044410-30060473	chr12_30044410_30060473	chr12	30044410.0	30060473.0	16063.0	16063.0	48189.0	48189.0	0.0	23.17251	22.23478	64.0	0.0013281039	3.9843118	20.861504	3.8944779	chr12	chr12_30044410-30060473	16063	5096	81	2689	45	0.527669	2.44347
chr12:30060473-30094684	chr12_30060473_30094684	chr12	30060473.0	30094684.0	34211.0	34211.0	102633.0	102633.0	0.0	21.28234	20.941786	23.0	0.00022409946	0.67229838	20.65749	3.7886596	chr12	chr12_30060473-30094684	34211	5096	3	4020	0	0.788854	0.76603
chr12:30094684-30129937	chr12_30094684_30129937	chr12	30094684.0	30129937.0	35253.0	35253.0	105759.0	105759.0	0.0	23.31715	22.700785	51.0	0.00048222846	1.4466854	21.253736	3.5236487	chr12	chr12_30094684-30129937	35253	5096	121	1571	74	0.308281	3.07598
chr12:30129937-30202632	chr12_30129937_30202632	chr12	30129937.0	30202632.0	72695.0	72695.0	218085.0	218085.0	0.0	24.35209	22.717602	112.0	0.00051356123	1.5406837	20.877415	3.7593216	chr12	chr12_30129937-30202632	72695	5096	177	2080	120	0.408163	2.33461
chr12:3014920-3035546	chr12_3014920_3035546	chr12	3014920.0	3035546.0	20626.0	20626.0	61878.0	61878.0	0.0	49.40927	45.399969	1252.0	0.020233362	60.700087	24.496817	4.528296	chr12	chr12_3014920-3035546	20626	5096	28	4919	17	0.965267	0.325162
chr12:30202632-30223546	chr12_30202632_30223546	chr12	30202632.0	30223546.0	20914.0	20914.0	62742.0	62742.0	0.0	22.2145	21.122935	12.0	0.00019125944	0.57377833	20.960543	3.4596776	chr12	chr12_30202632-30223546	20914	5096	3	2865	0	0.562206	1.39932
chr12:30223546-30259514	chr12_30223546_30259514	chr12	30223546.0	30259514.0	35968.0	35968.0	107904.0	107904.0	0.0	21.95096	20.979724	19.0	0.00017608244	0.52824733	20.705519	3.2351696	chr12	chr12_30223546-30259514	35968	5096	4	2377	0	0.466444	1.57107
chr12:30259514-30402192	chr12_30259514_30402192	chr12	30259514.0	30402192.0	142678.0	142678.0	428034.0	428034.0	0.0	25.60629	22.948728	94.0	0.00021960872	0.65882617	21.106494	3.5972523	chr12	chr12_30259514-30402192	142678	5096	170	1506	132	0.295526	2.93203
chr12:3035546-3066915	chr12_3035546_3066915	chr12	3035546.0	3066915.0	31369.0	31369.0	94107.0	94107.0	0.0	56.64655	45.938712	1202.0	0.012772695	38.318085	25.264749	4.3806532	chr12	chr12_3035546-3066915	31369	5096	1055	578	706	0.113422	6.91488
chr12:30402192-30467263	chr12_30402192_30467263	chr12	30402192.0	30467263.0	65071.0	65071.0	195213.0	195213.0	0.0	22.73163	22.035455	116.0	0.00059422272	1.7826682	20.795914	3.7159345	chr12	chr12_30402192-30467263	65071	5096	310	2681	191	0.526099	3.28952
chr12:30467263-30546582	chr12_30467263_30546582	chr12	30467263.0	30546582.0	79319.0	79319.0	237957.0	237957.0	0.0	24.05279	23.995037	168.0	0.00070600991	2.1180297	21.2074	3.6366852	chr12	chr12_30467263-30546582	79319	5096	394	944	256	0.185243	4.66853
chr12:30546582-30569641	chr12_30546582_30569641	chr12	30546582.0	30569641.0	23059.0	23059.0	69177.0	69177.0	0.0	21.11983	20.646543	17.0	0.00024574642	0.73723926	20.417944	3.5450028	chr12	chr12_30546582-30569641	23059	5096	42	1704	20	0.33438	2.46515
chr12:30569641-30794438	chr12_30569641_30794438	chr12	30569641.0	30794438.0	224797.0	224797.0	674391.0	674391.0	0.0	66.64086	58.642003	13911.0	0.020627499	61.882498	25.625941	5.142906	chr12	chr12_30569641-30794438	224797	5096	270	2087	234	0.409537	2.83226
chr12:3066915-3089454	chr12_3066915_3089454	chr12	3066915.0	3089454.0	22539.0	22539.0	67617.0	67617.0	0.0	35.59347	34.661633	519.0	0.0076755845	23.026754	22.551786	5.4975657	chr12	chr12_3066915-3089454	22539	5096	73	2308	40	0.452904	1.97835
chr12:30794438-30823123	chr12_30794438_30823123	chr12	30794438.0	30823123.0	28685.0	28685.0	86055.0	86055.0	0.0	26.34049	25.056438	511.0	0.0059380629	17.814189	21.483334	4.9204286	chr12	chr12_30794438-30823123	28685	5096	9	2084	2	0.408948	1.94368
chr12:30823123-30848441	chr12_30823123_30848441	chr12	30823123.0	30848441.0	25318.0	25318.0	75954.0	75954.0	0.0	25.67947	24.633009	458.0	0.0060299655	18.089897	21.273527	3.8902303	chr12	chr12_30823123-30848441	25318	5096	97	2374	55	0.465856	1.74451
chr12:30848441-30860193	chr12_30848441_30860193	chr12	30848441.0	30860193.0	11752.0	11752.0	35256.0	35256.0	0.0	22.203	22.131433	39.0	0.0011061947	3.3185841	21.124111	3.4683623	chr12	chr12_30848441-30860193	11752	5096	5	2914	1	0.571821	1.16724
chr12:30860193-30876808	chr12_30860193_30876808	chr12	30860193.0	30876808.0	16615.0	16615.0	49845.0	49845.0	0.0	22.18346	20.803831	14.0	0.0002808707	0.8426121	20.596957	3.6133056	chr12	chr12_30860193-30876808	16615	5096	8	2880	1	0.565149	1.3548
chr12:30876808-30916283	chr12_30876808_30916283	chr12	30876808.0	30916283.0	39475.0	39475.0	118425.0	118425.0	0.0	25.14004	24.272314	216.0	0.0018239392	5.4718176	21.52225	3.6478279	chr12	chr12_30876808-30916283	39475	5096	11	4782	3	0.938383	0.415056
chr12:3089454-3108734	chr12_3089454_3108734	chr12	3089454.0	3108734.0	19280.0	19280.0	57840.0	57840.0	0.0	34.17594	25.234656	309.0	0.0053423237	16.026971	21.261921	5.3604841	chr12	chr12_3089454-3108734	19280	5096	276	1078	151	0.211538	4.53304
chr12:30916283-30949431	chr12_30916283_30949431	chr12	30916283.0	30949431.0	33148.0	33148.0	99444.0	99444.0	0.0	33.67081	29.305911	204.0	0.0020514058	6.1542174	22.082225	4.0557017	chr12	chr12_30916283-30949431	33148	5096	324	2298	199	0.450942	4.04636
chr12:30949431-30973745	chr12_30949431_30973745	chr12	30949431.0	30973745.0	24314.0	24314.0	72942.0	72942.0	0.0	55.94	43.086283	634.0	0.0086918374	26.075512	24.497638	4.2289047	chr12	chr12_30949431-30973745	24314	5096	271	1035	171	0.2031	4.19602
chr12:30973745-30994500	chr12_30973745_30994500	chr12	30973745.0	30994500.0	20755.0	20755.0	62265.0	62265.0	0.0	43.3511	40.873864	1092.0	0.017537943	52.613828	25.35043	4.3498553	chr12	chr12_30973745-30994500	20755	5096	54	3867	31	0.75883	1.42421
chr12:30994500-31005334	chr12_30994500_31005334	chr12	30994500.0	31005334.0	10834.0	10834.0	32502.0	32502.0	0.0	25.44474	24.624103	105.0	0.0032305704	9.6917113	21.404814	4.0365149	chr12	chr12_30994500-31005334	10834	5096	9	2037	3	0.399725	1.77819
chr12:31005334-31038827	chr12_31005334_31038827	chr12	31005334.0	31038827.0	33493.0	33493.0	100479.0	100479.0	0.0	26.14866	25.244402	505.0	0.0050259258	15.077777	21.380658	4.7226828	chr12	chr12_31005334-31038827	33493	5096	60	3380	39	0.663265	1.7076
chr12:31038827-31117879	chr12_31038827_31117879	chr12	31038827.0	31117879.0	79052.0	79052.0	237156.0	237156.0	0.0	57.46051	49.57678	5348.0	0.022550557	67.651672	24.955158	4.640159	chr12	chr12_31038827-31117879	79052	5096	4	3215	1	0.630887	0.962213
chr12:3108734-3139891	chr12_3108734_3139891	chr12	3108734.0	3139891.0	31157.0	31157.0	93471.0	93471.0	0.0	26.51337	26.260007	677.0	0.0072428882	21.728665	21.612131	5.1158822	chr12	chr12_3108734-3139891	31157	5096	31	2953	17	0.579474	1.5453
chr12:31117879-31226505	chr12_31117879_31226505	chr12	31117879.0	31226505.0	108626.0	108626.0	325878.0	325878.0	0.0	28.63505	24.659846	1084.0	0.0033263982	9.9791947	20.942517	4.1117799	chr12	chr12_31117879-31226505	108626	5096	590	1116	410	0.218995	4.91695
chr12:31226505-31258165	chr12_31226505_31258165	chr12	31226505.0	31258165.0	31660.0	31660.0	94980.0	94980.0	0.0	25.64613	25.496161	215.0	0.0022636344	6.7909033	21.405655	4.3305085	chr12	chr12_31226505-31258165	31660	5096	385	2178	252	0.427394	3.80213
chr12:31258165-31362513	chr12_31258165_31362513	chr12	31258165.0	31362513.0	104348.0	104348.0	313044.0	313044.0	0.0	56.49663	50.852287	3178.0	0.010151928	30.455783	24.616121	5.1004537	chr12	chr12_31258165-31362513	104348	5096	731	1944	525	0.381476	4.99193
chr12:31362513-31606167	chr12_31362513_31606167	chr12	31362513.0	31606167.0	243654.0	243654.0	730962.0	730962.0	0.0	63.48524	56.519555	10047.0	0.013744901	41.234702	25.614281	5.2728474	chr12	chr12_31362513-31606167	243654	5096	4	3246	1	0.63697	1.22736
chr12:3139891-3189969	chr12_3139891_3189969	chr12	3139891.0	3189969.0	50078.0	50078.0	150234.0	150234.0	0.0	26.45098	25.647876	2058.0	0.01369863	41.09589	21.659578	5.6517297	chr12	chr12_3139891-3189969	50078	5096	22	4364	12	0.856358	0.767557
chr12:31606167-31644876	chr12_31606167_31644876	chr12	31606167.0	31644876.0	38709.0	38709.0	116127.0	116127.0	0.0	44.8883	37.100241	230.0	0.0019805902	5.9417706	24.930751	4.2439689	chr12	chr12_31606167-31644876	38709	5096	8	3209	3	0.62971	1.00458
chr12:31644876-31771205	chr12_31644876_31771205	chr12	31644876.0	31771205.0	126329.0	126329.0	378987.0	378987.0	0.0	68.41316	55.926102	3839.0	0.010129635	30.388905	24.419978	5.2182373	chr12	chr12_31644876-31771205	126329	5096	257	1752	200	0.343799	3.12401
chr12:31771205-31798949	chr12_31771205_31798949	chr12	31771205.0	31798949.0	27744.0	27744.0	83232.0	83232.0	0.0	34.49272	33.691328	645.0	0.0077494233	23.24827	23.35259	4.9597718	chr12	chr12_31771205-31798949	27744	5096	354	2782	209	0.545918	3.63753
chr12:31798949-31872734	chr12_31798949_31872734	chr12	31798949.0	31872734.0	73785.0	73785.0	221355.0	221355.0	0.0	23.6854	22.746529	191.0	0.00086286734	2.588602	20.917457	4.0675385	chr12	chr12_31798949-31872734	73785	5096	205	2210	126	0.433673	2.68432
chr12:31872734-31929761	chr12_31872734_31929761	chr12	31872734.0	31929761.0	57027.0	57027.0	171081.0	171081.0	0.0	23.83234	23.034614	204.0	0.0011924176	3.5772529	21.03932	4.2367881	chr12	chr12_31872734-31929761	57027	5096	234	1564	160	0.306907	3.13398
chr12:3189969-3218158	chr12_3189969_3218158	chr12	3189969.0	3218158.0	28189.0	28189.0	84567.0	84567.0	0.0	49.90178	45.133192	1687.0	0.01994868	59.846039	22.897008	5.7302415	chr12	chr12_3189969-3218158	28189	5096	45	4067	21	0.798077	0.950251
chr12:31929761-31955743	chr12_31929761_31955743	chr12	31929761.0	31955743.0	25982.0	25982.0	77946.0	77946.0	0.0	23.1883	21.953789	83.0	0.0010648398	3.1945193	20.875291	4.669187	chr12	chr12_31929761-31955743	25982	5096	76	1804	39	0.354003	2.57455
chr12:31955743-31992722	chr12_31955743_31992722	chr12	31955743.0	31992722.0	36979.0	36979.0	110937.0	110937.0	0.0	56.87802	49.358125	2879.0	0.025951666	77.854999	25.87182	5.526281	chr12	chr12_31955743-31992722	36979	5096	112	1612	65	0.316327	3.1991
chr12:31992722-32041441	chr12_31992722_32041441	chr12	31992722.0	32041441.0	48719.0	48719.0	146157.0	146157.0	0.0	23.21246	22.330633	105.0	0.00071840555	2.1552167	20.799871	3.9184247	chr12	chr12_31992722-32041441	48719	5096	334	2804	254	0.550235	2.39824
chr12:32041441-32065184	chr12_32041441_32065184	chr12	32041441.0	32065184.0	23743.0	23743.0	71229.0	71229.0	0.0	24.904	23.822721	86.0	0.0012073734	3.6221202	21.18987	3.8583047	chr12	chr12_32041441-32065184	23743	5096	258	2450	181	0.480769	2.81019
chr12:32065184-32088981	chr12_32065184_32088981	chr12	32065184.0	32088981.0	23797.0	23797.0	71391.0	71391.0	0.0	24.317	23.736078	164.0	0.0022972083	6.891625	21.198344	3.9072234	chr12	chr12_32065184-32088981	23797	5096	45	3539	23	0.694466	1.66374
chr12:32088981-32144592	chr12_32088981_32144592	chr12	32088981.0	32144592.0	55611.0	55611.0	166833.0	166833.0	0.0	44.60956	39.394755	930.0	0.0055744367	16.72331	23.248209	4.9554078	chr12	chr12_32088981-32144592	55611	5096	179	2676	115	0.525118	2.13188
chr12:32144592-32213076	chr12_32144592_32213076	chr12	32144592.0	32213076.0	68484.0	68484.0	205452.0	205452.0	0.0	25.09716	23.595384	276.0	0.0013433795	4.0301384	21.224097	4.8842669	chr12	chr12_32144592-32213076	68484	5096	317	3927	213	0.770604	2.18433
chr12:3218158-3243748	chr12_3218158_3243748	chr12	3218158.0	3243748.0	25590.0	25590.0	76770.0	76770.0	0.0	28.14319	25.91399	606.0	0.0078937085	23.681125	21.465224	5.0617099	chr12	chr12_3218158-3243748	25590	5096	325	3644	210	0.715071	2.40234
chr12:32213076-32229926	chr12_32213076_32229926	chr12	32213076.0	32229926.0	16850.0	16850.0	50550.0	50550.0	0.0	52.57056	41.121384	475.0	0.009396637	28.189911	25.615097	4.9515746	chr12	chr12_32213076-32229926	16850	5096	60	1990	28	0.390502	2.25891
chr12:32229926-32296987	chr12_32229926_32296987	chr12	32229926.0	32296987.0	67061.0	67061.0	201183.0	201183.0	0.0	40.29554	38.815999	899.0	0.0044685684	13.405705	23.359915	4.7970293	chr12	chr12_32229926-32296987	67061	5096	280	1571	195	0.308281	3.44055
chr12:32296987-32331469	chr12_32296987_32331469	chr12	32296987.0	32331469.0	34482.0	34482.0	103446.0	103446.0	0.0	58.33186	45.188752	2825.0	0.027308934	81.926802	25.343463	5.2264717	chr12	chr12_32296987-32331469	34482	5096	347	1338	223	0.262559	4.14146
chr12:32331469-32392550	chr12_32331469_32392550	chr12	32331469.0	32392550.0	61081.0	61081.0	183243.0	183243.0	0.0	54.28915	51.127577	2579.0	0.014074207	42.222622	24.668558	5.1445971	chr12	chr12_32331469-32392550	61081	5096	309	2270	200	0.445447	3.28002
chr12:32392550-32480588	chr12_32392550_32480588	chr12	32392550.0	32480588.0	88038.0	88038.0	264114.0	264114.0	0.0	38.53764	35.410074	691.0	0.0026162945	7.8488834	22.232041	4.7500615	chr12	chr12_32392550-32480588	88038	5096	262	1776	185	0.348509	3.00639
chr12:3243748-3286294	chr12_3243748_3286294	chr12	3243748.0	3286294.0	42546.0	42546.0	127638.0	127638.0	0.0	50.64678	45.038309	2358.0	0.018474122	55.422366	24.219082	5.2538621	chr12	chr12_3243748-3286294	42546	5096	247	2958	165	0.580455	2.2961
chr12:32480588-32494236	chr12_32480588_32494236	chr12	32480588.0	32494236.0	13648.0	13648.0	40944.0	40944.0	0.0	28.86146	28.246823	338.0	0.0082551778	24.765533	22.709044	5.0224044	chr12	chr12_32480588-32494236	13648	5096	23	2220	7	0.435636	2.02123
chr12:32494236-32560201	chr12_32494236_32560201	chr12	32494236.0	32560201.0	65965.0	65965.0	197895.0	197895.0	0.0	35.24639	33.506455	1063.0	0.0053715354	16.114606	21.852638	5.1331073	chr12	chr12_32494236-32560201	65965	5096	365	1106	233	0.217033	4.55551
chr12:32560201-32609308	chr12_32560201_32609308	chr12	32560201.0	32609308.0	49107.0	49107.0	147321.0	147321.0	0.0	56.6671	50.524312	2214.0	0.015028407	45.085222	25.434424	5.1897931	chr12	chr12_32560201-32609308	49107	5096	250	2652	140	0.520408	3.04608
chr12:32609308-32650603	chr12_32609308_32650603	chr12	32609308.0	32650603.0	41295.0	41295.0	123885.0	123885.0	0.0	60.00885	50.033115	2583.0	0.020849982	62.549946	25.978188	5.1750998	chr12	chr12_32609308-32650603	41295	5096	116	2753	45	0.540228	2.78809
chr12:32650603-32774660	chr12_32650603_32774660	chr12	32650603.0	32774660.0	124057.0	124057.0	372171.0	372171.0	0.0	62.22901	53.447245	9006.0	0.024198554	72.595662	25.887644	5.2841147	chr12	chr12_32650603-32774660	124057	5096	90	3491	63	0.685047	1.78595
chr12:32774660-32843104	chr12_32774660_32843104	chr12	32774660.0	32843104.0	68444.0	68444.0	205332.0	205332.0	0.0	61.36234	49.326857	2559.0	0.012462743	37.38823	25.693346	4.8580351	chr12	chr12_32774660-32843104	68444	5096	599	1234	428	0.242151	4.94899
chr12:32843104-32922361	chr12_32843104_32922361	chr12	32843104.0	32922361.0	79257.0	79257.0	237771.0	237771.0	0.0	50.3083	45.893348	2763.0	0.011620425	34.861274	23.925493	5.2476255	chr12	chr12_32843104-32922361	79257	5096	1137	1053	746	0.206633	7.26031
chr12:3286294-3327277	chr12_3286294_3327277	chr12	3286294.0	3327277.0	40983.0	40983.0	122949.0	122949.0	0.0	25.25108	24.759844	578.0	0.0047011362	14.103409	21.370668	3.6555953	chr12	chr12_3286294-3327277	40983	5096	773	2337	531	0.458595	4.95667
chr12:32922361-32984290	chr12_32922361_32984290	chr12	32922361.0	32984290.0	61929.0	61929.0	185787.0	185787.0	0.0	25.15229	25.101649	110.0	0.00059207587	1.7762276	22.027269	3.7311834	chr12	chr12_32922361-32984290	61929	5096	22	1937	10	0.380102	2.01939
chr12:32984290-33285674	chr12_32984290_33285674	chr12	32984290.0	33285674.0	301384.0	301384.0	904152.0	904152.0	0.0	24.83258	24.186536	359.0	0.00039705713	1.1911714	21.026988	3.4556026	chr12	chr12_32984290-33285674	301384	5096	1491	1376	1400	0.270016	5.94371
chr12:3327277-3342107	chr12_3327277_3342107	chr12	3327277.0	3342107.0	14830.0	14830.0	44490.0	44490.0	0.0	24.01395	23.053992	137.0	0.0030793437	9.238031	21.076026	3.7766937	chr12	chr12_3327277-3342107	14830	5096	38	2703	23	0.530416	1.69966
chr12:33285674-33432737	chr12_33285674_33432737	chr12	33285674.0	33432737.0	147063.0	147063.0	441189.0	441189.0	0.0	54.99204	47.496678	2842.0	0.0064416837	19.325051	25.594469	3.9060317	chr12	chr12_33285674-33432737	147063	5096	521	1468	358	0.288069	4.51722
chr12:3342107-3365180	chr12_3342107_3365180	chr12	3342107.0	3365180.0	23073.0	23073.0	69219.0	69219.0	0.0	22.84578	22.407221	38.0	0.00054898222	1.6469466	21.168273	3.6266381	chr12	chr12_3342107-3365180	23073	5096	108	3860	57	0.757457	1.7481
chr12:33432737-33676166	chr12_33432737_33676166	chr12	33432737.0	33676166.0	243429.0	243429.0	730287.0	730287.0	0.0	41.35611	38.085567	502.0	0.00068740098	2.0622029	22.699468	3.5358851	chr12	chr12_33432737-33676166	243429	5096	694	2584	554	0.507064	3.71035
chr12:3365180-3414071	chr12_3365180_3414071	chr12	3365180.0	3414071.0	48891.0	48891.0	146673.0	146673.0	0.0	33.20071	28.231423	151.0	0.001029501	3.088503	22.198861	3.9366083	chr12	chr12_3365180-3414071	48891	5096	186	3841	114	0.753728	1.96589
chr12:33676166-33947628	chr12_33676166_33947628	chr12	33676166.0	33947628.0	271462.0	271462.0	814386.0	814386.0	0.0	23.01219	22.604247	136.0	0.00016699698	0.50099093	20.92459	3.2437091	chr12	chr12_33676166-33947628	271462	5096	72	2280	60	0.44741	2.16026
chr12:33947628-34176657	chr12_33947628_34176657	chr12	33947628.0	34176657.0	229029.0	229029.0	687087.0	687087.0	0.0	50.94321	46.746735	2878.0	0.0041886981	12.566094	24.761574	3.4701521	chr12	chr12_33947628-34176657	229029	5096	379	2627	266	0.515502	3.55425
chr12:3414071-3448769	chr12_3414071_3448769	chr12	3414071.0	3448769.0	34698.0	34698.0	104094.0	104094.0	0.0	24.50935	23.084829	159.0	0.0015274656	4.5823967	21.202706	3.8787121	chr12	chr12_3414071-3448769	34698	5096	187	3823	113	0.750196	2.07478
chr12:34176657-37997665	chr12_34176657_37997665	chr12	34176657.0	37997665.0	3821008.0	3705820.0	11117460.0	11117460.0	0.0	24.62579	24.060504	136.0	1.223301e-05	0.035592702	21.592384	1.4547865	chr12	chr12_34176657-37997665	3821008	5096	1643	3344	1627	0.656201	4.53895
chr12:3448769-3487600	chr12_3448769_3487600	chr12	3448769.0	3487600.0	38831.0	38831.0	116493.0	116493.0	0.0	30.95898	28.990866	291.0	0.0024980042	7.4940125	22.074639	3.8879343	chr12	chr12_3448769-3487600	38831	5096	969	3174	784	0.622841	3.95627
chr12:3487600-3540160	chr12_3487600_3540160	chr12	3487600.0	3540160.0	52560.0	52560.0	157680.0	157680.0	0.0	43.26654	38.688332	1651.0	0.010470573	31.41172	22.401412	4.9539755	chr12	chr12_3487600-3540160	52560	5096	2	4323	0	0.848312	0.614047
chr12:3540160-3567871	chr12_3540160_3567871	chr12	3540160.0	3567871.0	27711.0	27711.0	83133.0	83133.0	0.0	50.94321	45.728011	1032.0	0.012413843	37.241529	25.956147	4.2199365	chr12	chr12_3540160-3567871	27711	5096	3	3148	0	0.617739	1.25529
chr12:3567871-3602716	chr12_3567871_3602716	chr12	3567871.0	3602716.0	34845.0	34845.0	104535.0	104535.0	0.0	60.29193	50.6899	2205.0	0.021093414	63.280241	25.788829	4.5704949	chr12	chr12_3567871-3602716	34845	5096	343	3180	226	0.624019	2.97863
chr12:3602716-3637829	chr12_3602716_3637829	chr12	3602716.0	3637829.0	35113.0	35113.0	105339.0	105339.0	0.0	61.5766	46.440459	1465.0	0.01390748	41.722439	24.502385	4.8600901	chr12	chr12_3602716-3637829	35113	5096	123	2662	78	0.52237	2.18408
