block_id	chrom	start	end	recomb_rate_cm_per_mb
chr2_208178385_208210735	chr2	208178385	208210735	2.87291
chr2_208210735_208224480	chr2	208210735	208224480	0.725412
chr2_208224480_208468470	chr2	208224480	208468470	0.389266
chr2_208468470_208607968	chr2	208468470	208607968	0.924634
chr2_208607968_208652009	chr2	208607968	208652009	1.22998
chr2_208652009_208723183	chr2	208652009	208723183	0.816091
chr2_208723183_208828595	chr2	208723183	208828595	0.544575
chr2_208828595_208886182	chr2	208828595	208886182	0.616853
chr2_208886182_209076805	chr2	208886182	209076805	0.439947
chr2_209076805_209147238	chr2	209076805	209147238	0.560147
chr2_209147238_209282383	chr2	209147238	209282383	0.372838
chr2_209282383_209377200	chr2	209282383	209377200	0.18735
chr2_209377200_209521175	chr2	209377200	209521175	0.298061
chr2_209521175_209656028	chr2	209521175	209656028	0.346549
chr2_209656028_209796455	chr2	209656028	209796455	0.120307
chr2_209796455_209863173	chr2	209796455	209863173	1.05683
chr2_209863173_209978938	chr2	209863173	209978938	0.859203
chr2_209978938_210274085	chr2	209978938	210274085	0.10799
chr2_210274085_210314623	chr2	210274085	210314623	0.50276
chr2_210314623_210378696	chr2	210314623	210378696	0.545063
chr2_210378696_210482197	chr2	210378696	210482197	0.513645
chr2_210482197_210566314	chr2	210482197	210566314	0.190262
chr2_210566314_210605472	chr2	210566314	210605472	0.631968
chr2_210605472_210647445	chr2	210605472	210647445	1.93171
chr2_210647445_210674426	chr2	210647445	210674426	3.69928
chr2_210674426_210809492	chr2	210674426	210809492	1.26418
chr2_210809492_210860234	chr2	210809492	210860234	1.1486
chr2_210860234_211008016	chr2	210860234	211008016	0.609339
chr2_211008016_211040480	chr2	211008016	211040480	1.74515
chr2_211040480_211173602	chr2	211040480	211173602	1.33731
chr2_211173602_211247765	chr2	211173602	211247765	0.283985
chr2_211247765_211330457	chr2	211247765	211330457	0.96115
chr2_211330457_211379678	chr2	211330457	211379678	0.60496
chr2_211379678_211429700	chr2	211379678	211429700	0.502067
chr2_211429700_211488415	chr2	211429700	211488415	1.89674
chr2_211488415_211514266	chr2	211488415	211514266	5.42242
chr2_211514266_211550321	chr2	211514266	211550321	6.25964
chr2_211550321_211574331	chr2	211550321	211574331	1.75033
chr2_211574331_211654075	chr2	211574331	211654075	2.08771
chr2_211654075_211690360	chr2	211654075	211690360	0.989531
chr2_211690360_211712886	chr2	211690360	211712886	5.28648
chr2_211712886_211723160	chr2	211712886	211723160	2.713
chr2_211723160_211802912	chr2	211723160	211802912	0.603887
chr2_211802912_211872419	chr2	211802912	211872419	1.16347
chr2_211872419_211917189	chr2	211872419	211917189	2.94441
chr2_211917189_211981269	chr2	211917189	211981269	1.28212
chr2_211981269_212005055	chr2	211981269	212005055	2.08024
chr2_212005055_212098570	chr2	212005055	212098570	0.269144
chr2_212098570_212163317	chr2	212098570	212163317	1.34162
chr2_212163317_212177764	chr2	212163317	212177764	6.15701
chr2_212177764_212288014	chr2	212177764	212288014	0.977211
chr2_212288014_212357722	chr2	212288014	212357722	1.18071
chr2_212357722_212402522	chr2	212357722	212402522	0.590399
chr2_212402522_212434983	chr2	212402522	212434983	0.736219
chr2_212434983_212550777	chr2	212434983	212550777	0.645963
chr2_212550777_212689702	chr2	212550777	212689702	1.03321
chr2_212689702_212714053	chr2	212689702	212714053	4.66041
chr2_212714053_212801667	chr2	212714053	212801667	0.87233
chr2_212801667_212830978	chr2	212801667	212830978	1.61454
chr2_212830978_212899902	chr2	212830978	212899902	1.21003
chr2_212899902_212939582	chr2	212899902	212939582	1.25203
chr2_212939582_212972582	chr2	212939582	212972582	0.72237
chr2_212972582_213064362	chr2	212972582	213064362	0.534792
chr2_213064362_213148882	chr2	213064362	213148882	0.495199
chr2_213148882_213176581	chr2	213148882	213176581	1.64128
chr2_213176581_213248037	chr2	213176581	213248037	1.03551
chr2_213248037_213712841	chr2	213248037	213712841	0.120685
chr2_213712841_213763147	chr2	213712841	213763147	0.653161
chr2_213763147_214022298	chr2	213763147	214022298	0.411526
chr2_214022298_214088924	chr2	214022298	214088924	0.752278
chr2_214088924_214139156	chr2	214088924	214139156	0.788599
chr2_214139156_214211934	chr2	214139156	214211934	1.89394
chr2_214211934_214316716	chr2	214211934	214316716	0.566738
chr2_214316716_214379091	chr2	214316716	214379091	0.768631
chr2_214379091_214541638	chr2	214379091	214541638	0.468281
chr2_214541638_214582114	chr2	214541638	214582114	1.35802
chr2_214582114_214710099	chr2	214582114	214710099	1.6292
chr2_214710099_214755197	chr2	214710099	214755197	1.22064
chr2_214755197_214795219	chr2	214755197	214795219	0.736745
chr2_214795219_214837686	chr2	214795219	214837686	0.33409
chr2_214837686_214931189	chr2	214837686	214931189	0.437158
chr2_214931189_214974846	chr2	214931189	214974846	0.941327
chr2_214974846_215032435	chr2	214974846	215032435	0.744569
chr2_215032435_215100160	chr2	215032435	215100160	1.21467
chr2_215100160_215274650	chr2	215100160	215274650	1.24722
chr2_215274650_215370815	chr2	215274650	215370815	1.30689
chr2_215370815_215392258	chr2	215370815	215392258	1.66938
chr2_215392258_215458410	chr2	215392258	215458410	0.900328
chr2_215458410_215499518	chr2	215458410	215499518	0.704668
chr2_215499518_215585133	chr2	215499518	215585133	1.28282
chr2_215585133_215619741	chr2	215585133	215619741	4.38769
chr2_215619741_215645490	chr2	215619741	215645490	1.15161
chr2_215645490_215691213	chr2	215645490	215691213	2.37271
chr2_215691213_215761071	chr2	215691213	215761071	0.91279
chr2_215761071_215790302	chr2	215761071	215790302	2.36728
chr2_215790302_215893659	chr2	215790302	215893659	0.722548
chr2_215893659_215934354	chr2	215893659	215934354	2.45668
chr2_215934354_215953899	chr2	215934354	215953899	2.88532
chr2_215953899_215994391	chr2	215953899	215994391	5.59965
chr2_215994391_216006721	chr2	215994391	216006721	16.379
chr2_216006721_216040978	chr2	216006721	216040978	0.301247
chr2_216040978_216069734	chr2	216040978	216069734	1.28565
chr2_216069734_216153533	chr2	216069734	216153533	0.567236
chr2_216153533_216321529	chr2	216153533	216321529	0.74913
chr2_216321529_216353925	chr2	216321529	216353925	0.765689
chr2_216353925_216380221	chr2	216353925	216380221	4.1496
chr2_216380221_216431900	chr2	216380221	216431900	1.10498
chr2_216431900_216556942	chr2	216431900	216556942	0.736342
chr2_216556942_216613838	chr2	216556942	216613838	2.99938
chr2_216613838_216651284	chr2	216613838	216651284	6.14367
chr2_216651284_216696744	chr2	216651284	216696744	7.62018
chr2_216696744_216745926	chr2	216696744	216745926	1.35268
chr2_216745926_216850113	chr2	216745926	216850113	0.841903
chr2_216850113_216882263	chr2	216850113	216882263	1.34677
chr2_216882263_216936339	chr2	216882263	216936339	0.779774
chr2_216936339_216991419	chr2	216936339	216991419	1.97523
chr2_216991419_217064297	chr2	216991419	217064297	0.950257
chr2_217064297_217078482	chr2	217064297	217078482	5.8798
chr2_217078482_217115782	chr2	217078482	217115782	4.65075
chr2_217115782_217153071	chr2	217115782	217153071	2.58494
chr2_217153071_217223665	chr2	217153071	217223665	2.89196
chr2_217223665_217289573	chr2	217223665	217289573	1.37895
chr2_217289573_217372063	chr2	217289573	217372063	2.70928
chr2_217372063_217439383	chr2	217372063	217439383	0.688971
chr2_217439383_217449744	chr2	217439383	217449744	0.877094
chr2_217449744_217529807	chr2	217449744	217529807	0.465817
chr2_217529807_217595898	chr2	217529807	217595898	0.603034
chr2_217595898_217671726	chr2	217595898	217671726	0.441577
chr2_217671726_217750911	chr2	217671726	217750911	0.168538
chr2_217750911_217800539	chr2	217750911	217800539	2.64719
chr2_217800539_217826651	chr2	217800539	217826651	5.24426
chr2_217826651_217849773	chr2	217826651	217849773	2.22758
chr2_217849773_217880411	chr2	217849773	217880411	1.58681
chr2_217880411_217917855	chr2	217880411	217917855	4.72713
chr2_217917855_217936230	chr2	217917855	217936230	5.84337
chr2_217936230_217963912	chr2	217936230	217963912	2.57451
chr2_217963912_217993344	chr2	217963912	217993344	3.74784
chr2_217993344_218016229	chr2	217993344	218016229	3.3379
chr2_218016229_218075548	chr2	218016229	218075548	0.901438
chr2_218075548_218184248	chr2	218075548	218184248	0.499855
chr2_218184248_218331621	chr2	218184248	218331621	0.440175
chr2_218331621_218395121	chr2	218331621	218395121	1.31148
chr2_218395121_218404080	chr2	218395121	218404080	6.23833
chr2_218404080_218644265	chr2	218404080	218644265	0.170213
chr2_218644265_218787563	chr2	218644265	218787563	0.137477
chr2_218787563_218816370	chr2	218787563	218816370	6.20378
chr2_218816370_218867739	chr2	218816370	218867739	1.91842
chr2_218867739_218997492	chr2	218867739	218997492	1.12481
chr2_218997492_219045730	chr2	218997492	219045730	0.938843
chr2_219045730_219199061	chr2	219045730	219199061	0.425263
chr2_219199061_219292696	chr2	219199061	219292696	0.527881
chr2_219292696_219346036	chr2	219292696	219346036	0.68754
chr2_219346036_219435649	chr2	219346036	219435649	1.24122
chr2_219435649_219470339	chr2	219435649	219470339	2.50646
chr2_219470339_219516884	chr2	219470339	219516884	0.586891
chr2_219516884_219562958	chr2	219516884	219562958	1.27704
chr2_219562958_219589342	chr2	219562958	219589342	4.29056
chr2_219589342_219633628	chr2	219589342	219633628	1.9339
chr2_219633628_219673099	chr2	219633628	219673099	1.93898
chr2_219673099_219735321	chr2	219673099	219735321	2.45744
chr2_219735321_219792194	chr2	219735321	219792194	1.65893
chr2_219792194_219830749	chr2	219792194	219830749	2.52691
chr2_219830749_219849781	chr2	219830749	219849781	13.7355
chr2_219849781_219913186	chr2	219849781	219913186	3.21561
chr2_219913186_219927599	chr2	219913186	219927599	8.97745
chr2_219927599_219996990	chr2	219927599	219996990	1.98727
chr2_219996990_220052458	chr2	219996990	220052458	2.05813
chr2_220052458_220104976	chr2	220052458	220104976	1.17039
chr2_220104976_220154737	chr2	220104976	220154737	1.6164
chr2_220154737_220265777	chr2	220154737	220265777	0.909556
chr2_220265777_220366765	chr2	220265777	220366765	0.696871
chr2_220366765_220390705	chr2	220366765	220390705	1.83633
chr2_220390705_220451384	chr2	220390705	220451384	1.42785
chr2_220451384_220500500	chr2	220451384	220500500	1.3595
chr2_220500500_220582336	chr2	220500500	220582336	1.80119
chr2_220582336_220676490	chr2	220582336	220676490	0.990065
chr2_220676490_220779302	chr2	220676490	220779302	0.624482
chr2_220779302_220824371	chr2	220779302	220824371	6.4367
chr2_220824371_220864747	chr2	220824371	220864747	4.39451
chr2_220864747_220945379	chr2	220864747	220945379	2.70701
chr2_220945379_220987575	chr2	220945379	220987575	0.71068
chr2_220987575_221085187	chr2	220987575	221085187	0.660872
chr2_221085187_221103069	chr2	221085187	221103069	1.43498
chr2_221103069_221152674	chr2	221103069	221152674	2.39635
chr2_221152674_221166069	chr2	221152674	221166069	5.84169
chr2_221166069_221206535	chr2	221166069	221206535	2.2423
chr2_221206535_221298832	chr2	221206535	221298832	1.52009
chr2_221298832_221329281	chr2	221298832	221329281	1.42502
chr2_221329281_221355685	chr2	221329281	221355685	2.47091
chr2_221355685_221425307	chr2	221355685	221425307	1.13277
chr2_221425307_221435257	chr2	221425307	221435257	9.40687
chr2_221435257_221459221	chr2	221435257	221459221	1.34481
chr2_221459221_221606550	chr2	221459221	221606550	0.749285
chr2_221606550_221657150	chr2	221606550	221657150	3.39309
chr2_221657150_221686660	chr2	221657150	221686660	4.02224
chr2_221686660_221816808	chr2	221686660	221816808	1.76925
chr2_221816808_221951066	chr2	221816808	221951066	0.667828
chr2_221951066_221996509	chr2	221951066	221996509	2.14837
chr2_221996509_222062510	chr2	221996509	222062510	1.64063
chr2_222062510_222121496	chr2	222062510	222121496	1.50234
chr2_222121496_222180728	chr2	222121496	222180728	0.935257
chr2_222180728_222244110	chr2	222180728	222244110	1.27056
chr2_222244110_222269963	chr2	222244110	222269963	1.02107
chr2_222269963_222302900	chr2	222269963	222302900	2.20142
chr2_222302900_222414939	chr2	222302900	222414939	0.100648
chr2_222414939_222472975	chr2	222414939	222472975	1.64121
chr2_222472975_222487947	chr2	222472975	222487947	18.4742
chr2_222487947_222693956	chr2	222487947	222693956	1.13284
chr2_222693956_222733022	chr2	222693956	222733022	2.481
chr2_222733022_222799769	chr2	222733022	222799769	1.6107
chr2_222799769_222865562	chr2	222799769	222865562	0.564596
chr2_222865562_222948829	chr2	222865562	222948829	0.861611
chr2_222948829_223008936	chr2	222948829	223008936	1.72434
chr2_223008936_223051570	chr2	223008936	223051570	0.873908
chr2_223051570_223140545	chr2	223051570	223140545	1.54294
chr2_223140545_223165037	chr2	223140545	223165037	1.91382
chr2_223165037_223234709	chr2	223165037	223234709	0.360369
chr2_223234709_223311113	chr2	223234709	223311113	0.999511
chr2_223311113_223379367	chr2	223311113	223379367	0.623066
chr2_223379367_223398310	chr2	223379367	223398310	0.417652
chr2_223398310_223499549	chr2	223398310	223499549	0.910493
chr2_223499549_223548675	chr2	223499549	223548675	2.14808
chr2_223548675_223609049	chr2	223548675	223609049	2.41862
chr2_223609049_223716927	chr2	223609049	223716927	1.85878
chr2_223716927_223755750	chr2	223716927	223755750	0.888854
chr2_223755750_223783848	chr2	223755750	223783848	2.45621
chr2_223783848_223973033	chr2	223783848	223973033	1.13223
chr2_223973033_223989351	chr2	223973033	223989351	2.14875
chr2_223989351_224024666	chr2	223989351	224024666	3.38255
chr2_224024666_224067522	chr2	224024666	224067522	2.43237
chr2_224067522_224111579	chr2	224067522	224111579	3.0595
chr2_224111579_224162852	chr2	224111579	224162852	0.935406
chr2_224162852_224274214	chr2	224162852	224274214	0.348944
chr2_224274214_224302377	chr2	224274214	224302377	1.06623
chr2_224302377_224390741	chr2	224302377	224390741	0.748475
chr2_224390741_224440649	chr2	224390741	224440649	0.597548
chr2_224440649_224462422	chr2	224440649	224462422	0.467594
chr2_224462422_224605129	chr2	224462422	224605129	0.116206
chr2_224605129_224655198	chr2	224605129	224655198	0.438709
chr2_224655198_224974539	chr2	224655198	224974539	1.10854
chr2_224974539_224991474	chr2	224974539	224991474	2.86972
chr2_224991474_225079869	chr2	224991474	225079869	0.701419
chr2_225079869_225122747	chr2	225079869	225122747	2.22941
chr2_225122747_225200351	chr2	225122747	225200351	0.452903
chr2_225200351_225249123	chr2	225200351	225249123	0.888351
chr2_225249123_225381654	chr2	225249123	225381654	0.76307
chr2_225381654_225488082	chr2	225381654	225488082	0.629318
chr2_225488082_225521874	chr2	225488082	225521874	0.440202
chr2_225521874_225752349	chr2	225521874	225752349	0.21043
chr2_225752349_225807614	chr2	225752349	225807614	3.17407
chr2_225807614_225947668	chr2	225807614	225947668	1.63592
chr2_225947668_226154861	chr2	225947668	226154861	1.13742
chr2_226154861_226334547	chr2	226154861	226334547	0.624891
chr2_226334547_226384596	chr2	226334547	226384596	0.811321
chr2_226384596_226515643	chr2	226384596	226515643	0.36814
chr2_226515643_226600345	chr2	226515643	226600345	0.474284
chr2_226600345_226669051	chr2	226600345	226669051	1.62158
chr2_226669051_226699658	chr2	226669051	226699658	7.82581
chr2_226699658_226721890	chr2	226699658	226721890	11.0049
chr2_226721890_226801941	chr2	226721890	226801941	2.59887
chr2_226801941_227024122	chr2	226801941	227024122	0.245189
chr2_227024122_227093789	chr2	227024122	227093789	0.802121
chr2_227093789_227152676	chr2	227093789	227152676	2.56466
chr2_227152676_227191543	chr2	227152676	227191543	5.53353
chr2_227191543_227208153	chr2	227191543	227208153	11.2097
chr2_227208153_227253687	chr2	227208153	227253687	2.37751
chr2_227253687_227375634	chr2	227253687	227375634	0.740441
chr2_227375634_227404115	chr2	227375634	227404115	2.17231
chr2_227404115_227594201	chr2	227404115	227594201	1.34273
chr2_227594201_227647512	chr2	227594201	227647512	1.92273
chr2_227647512_227658869	chr2	227647512	227658869	7.12073
chr2_227658869_227703734	chr2	227658869	227703734	7.40436
chr2_227703734_227723352	chr2	227703734	227723352	3.20087
chr2_227723352_227747609	chr2	227723352	227747609	7.19557
chr2_227747609_227781946	chr2	227747609	227781946	2.27679
chr2_227781946_227826889	chr2	227781946	227826889	4.69489
chr2_227826889_227946574	chr2	227826889	227946574	1.57271
chr2_227946574_228105762	chr2	227946574	228105762	1.05607
chr2_228105762_228157003	chr2	228105762	228157003	0.908436
chr2_228157003_228301929	chr2	228157003	228301929	0.23769
chr2_228301929_228367729	chr2	228301929	228367729	0.771966
chr2_228367729_228380735	chr2	228367729	228380735	1.75553
chr2_228380735_228465274	chr2	228380735	228465274	0.512284
chr2_228465274_228505642	chr2	228465274	228505642	4.12268
chr2_228505642_228637029	chr2	228505642	228637029	0.876561
chr2_228637029_228729350	chr2	228637029	228729350	0.613811
chr2_228729350_228777706	chr2	228729350	228777706	0.232891
chr2_228777706_228849419	chr2	228777706	228849419	0.244654
chr2_228849419_228902117	chr2	228849419	228902117	0.317574
chr2_228902117_229007549	chr2	228902117	229007549	0.80724
chr2_229007549_229041536	chr2	229007549	229041536	4.5239
chr2_229041536_229056439	chr2	229041536	229056439	4.884
chr2_229056439_229098688	chr2	229056439	229098688	3.29505
chr2_229098688_229110903	chr2	229098688	229110903	4.36395
chr2_229110903_229151238	chr2	229110903	229151238	0.757262
chr2_229151238_229170298	chr2	229151238	229170298	0.559737
chr2_229170298_229204812	chr2	229170298	229204812	1.80182
chr2_229204812_229236642	chr2	229204812	229236642	1.38903
chr2_229236642_229338526	chr2	229236642	229338526	0.580624
chr2_229338526_229406230	chr2	229338526	229406230	0.921389
chr2_229406230_229417908	chr2	229406230	229417908	4.36627
chr2_229417908_229444190	chr2	229417908	229444190	3.77319
chr2_229444190_229471261	chr2	229444190	229471261	2.23666
chr2_229471261_229520345	chr2	229471261	229520345	3.49676
chr2_229520345_229580377	chr2	229520345	229580377	1.00352
chr2_229580377_229615076	chr2	229580377	229615076	4.92348
chr2_229615076_229630025	chr2	229615076	229630025	5.19247
chr2_229630025_229653517	chr2	229630025	229653517	1.67624
chr2_229653517_229673267	chr2	229653517	229673267	9.19767
chr2_229673267_229731418	chr2	229673267	229731418	1.29066
chr2_229731418_230039353	chr2	229731418	230039353	0.415483
chr2_230039353_230078735	chr2	230039353	230078735	1.8889
chr2_230078735_230161358	chr2	230078735	230161358	0.659412
chr2_230161358_230179337	chr2	230161358	230179337	4.9079
chr2_230179337_230213530	chr2	230179337	230213530	1.2922
chr2_230213530_230307824	chr2	230213530	230307824	1.21788
chr2_230307824_230369931	chr2	230307824	230369931	0.788711
chr2_230369931_230413762	chr2	230369931	230413762	0.589363
chr2_230413762_230461486	chr2	230413762	230461486	1.7385
chr2_230461486_230480994	chr2	230461486	230480994	2.37413
chr2_230480994_230548407	chr2	230480994	230548407	0.805758
chr2_230548407_230576356	chr2	230548407	230576356	3.4108
chr2_230576356_230592915	chr2	230576356	230592915	4.16841
chr2_230592915_230634071	chr2	230592915	230634071	2.4053
chr2_230634071_230671322	chr2	230634071	230671322	4.20968
chr2_230671322_230679548	chr2	230671322	230679548	2.15449
chr2_230679548_230842444	chr2	230679548	230842444	1.25821
chr2_230842444_230876701	chr2	230842444	230876701	3.12753
chr2_230876701_230900807	chr2	230876701	230900807	1.30864
chr2_230900807_230928300	chr2	230900807	230928300	1.79448
chr2_230928300_230945740	chr2	230928300	230945740	1.47407
chr2_230945740_230977623	chr2	230945740	230977623	3.90837
chr2_230977623_231018830	chr2	230977623	231018830	4.6012
chr2_231018830_231032760	chr2	231018830	231032760	4.04681
chr2_231032760_231193779	chr2	231032760	231193779	0.27876
chr2_231193779_231326213	chr2	231193779	231326213	1.02913
chr2_231326213_231385687	chr2	231326213	231385687	1.0788
chr2_231385687_231433237	chr2	231385687	231433237	1.55139
chr2_231433237_231479077	chr2	231433237	231479077	2.40744
chr2_231479077_231556448	chr2	231479077	231556448	0.270464
chr2_231556448_231621870	chr2	231556448	231621870	1.70861
chr2_231621870_231672740	chr2	231621870	231672740	1.53518
chr2_231672740_231683437	chr2	231672740	231683437	6.93027
chr2_231683437_231719943	chr2	231683437	231719943	1.82591
chr2_231719943_231862453	chr2	231719943	231862453	0.309426
chr2_231862453_231905006	chr2	231862453	231905006	2.21411
chr2_231905006_231930544	chr2	231905006	231930544	6.26346
chr2_231930544_232229655	chr2	231930544	232229655	0.236129
chr2_232229655_232346557	chr2	232229655	232346557	0.295044
chr2_232346557_232370199	chr2	232346557	232370199	1.78484
chr2_232370199_232447219	chr2	232370199	232447219	0.92775
chr2_232447219_232481317	chr2	232447219	232481317	2.28142
chr2_232481317_232503632	chr2	232481317	232503632	5.21276
chr2_232503632_232549631	chr2	232503632	232549631	2.05531
chr2_232549631_232598058	chr2	232549631	232598058	1.48078
chr2_232598058_232661686	chr2	232598058	232661686	2.33975
chr2_232661686_232685520	chr2	232661686	232685520	5.95148
chr2_232685520_232943531	chr2	232685520	232943531	0.343189
chr2_232943531_232979116	chr2	232943531	232979116	2.18614
chr2_232979116_233031788	chr2	232979116	233031788	1.63175
chr2_233031788_233061564	chr2	233031788	233061564	1.40737
chr2_233061564_233083850	chr2	233061564	233083850	2.32475
chr2_233083850_233100749	chr2	233083850	233100749	3.10448
chr2_233100749_233114036	chr2	233100749	233114036	8.76595
chr2_233114036_233183383	chr2	233114036	233183383	1.74495
chr2_233183383_233214364	chr2	233183383	233214364	5.50084
chr2_233214364_233232472	chr2	233214364	233232472	8.71512
chr2_233232472_233333701	chr2	233232472	233333701	0.692065
chr2_233333701_233423697	chr2	233333701	233423697	0.300219
chr2_233423697_233472342	chr2	233423697	233472342	0.376104
chr2_233472342_233593475	chr2	233472342	233593475	0.427501
chr2_233593475_233660491	chr2	233593475	233660491	0.826333
chr2_233660491_233718658	chr2	233660491	233718658	0.633466
chr2_233718658_233771328	chr2	233718658	233771328	1.12824
chr2_233771328_233796044	chr2	233771328	233796044	6.29309
chr2_233796044_233812798	chr2	233796044	233812798	7.4731
chr2_233812798_233828399	chr2	233812798	233828399	2.15978
chr2_233828399_233894209	chr2	233828399	233894209	1.31415
chr2_233894209_233974736	chr2	233894209	233974736	2.08409
chr2_233974736_233997882	chr2	233974736	233997882	4.74945
chr2_233997882_234034079	chr2	233997882	234034079	6.84119
chr2_234034079_234091464	chr2	234034079	234091464	3.18354
chr2_234091464_234131490	chr2	234091464	234131490	4.01009
chr2_234131490_234170979	chr2	234131490	234170979	6.53895
chr2_234170979_234199179	chr2	234170979	234199179	2.26837
chr2_234199179_234221332	chr2	234199179	234221332	0.920241
chr2_234221332_234257308	chr2	234221332	234257308	1.92612
chr2_234257308_234290660	chr2	234257308	234290660	1.31067
chr2_234290660_234309603	chr2	234290660	234309603	1.79663
chr2_234309603_234326831	chr2	234309603	234326831	2.50424
chr2_234326831_234355622	chr2	234326831	234355622	5.7864
chr2_234355622_234424210	chr2	234355622	234424210	1.05697
chr2_234424210_234438798	chr2	234424210	234438798	2.24969
chr2_234438798_234491389	chr2	234438798	234491389	6.19986
chr2_234491389_234512918	chr2	234491389	234512918	5.82357
chr2_234512918_234555307	chr2	234512918	234555307	3.91974
chr2_234555307_234570921	chr2	234555307	234570921	2.97935
chr2_234570921_234596967	chr2	234570921	234596967	7.04284
chr2_234596967_234605975	chr2	234596967	234605975	8.88927
chr2_234605975_234624369	chr2	234605975	234624369	2.2986
chr2_234624369_234683303	chr2	234624369	234683303	0.884218
chr2_234683303_234718443	chr2	234683303	234718443	2.73958
chr2_234718443_234758982	chr2	234718443	234758982	2.27215
chr2_234758982_234800098	chr2	234758982	234800098	2.84862
chr2_234800098_234835471	chr2	234800098	234835471	1.20156
chr2_234835471_234867029	chr2	234835471	234867029	0.759591
chr2_234867029_234886298	chr2	234867029	234886298	8.4337
chr2_234886298_234896929	chr2	234886298	234896929	45.9485
chr2_234896929_234985592	chr2	234896929	234985592	2.68919
chr2_234985592_235034523	chr2	234985592	235034523	2.3185
chr2_235034523_235045195	chr2	235034523	235045195	2.43174
chr2_235045195_235063327	chr2	235045195	235063327	16.8408
chr2_235063327_235081676	chr2	235063327	235081676	5.28699
chr2_235081676_235105154	chr2	235081676	235105154	2.67836
chr2_235105154_235132481	chr2	235105154	235132481	2.7037
chr2_235132481_235159855	chr2	235132481	235159855	9.71691
chr2_235159855_235198495	chr2	235159855	235198495	2.09219
chr2_235198495_235265947	chr2	235198495	235265947	0.847219
chr2_235265947_235298750	chr2	235265947	235298750	4.83606
chr2_235298750_235321640	chr2	235298750	235321640	3.69522
chr2_235321640_235370531	chr2	235321640	235370531	3.33238
chr2_235370531_235444994	chr2	235370531	235444994	1.6195
chr2_235444994_235467733	chr2	235444994	235467733	2.36321
chr2_235467733_235498175	chr2	235467733	235498175	1.96229
chr2_235498175_235562593	chr2	235498175	235562593	0.98595
chr2_235562593_235612612	chr2	235562593	235612612	1.83908
chr2_235612612_235651586	chr2	235612612	235651586	1.92824
chr2_235651586_235710197	chr2	235651586	235710197	1.10097
chr2_235710197_235859457	chr2	235710197	235859457	1.09104
chr2_235859457_235927834	chr2	235859457	235927834	2.25176
chr2_235927834_235995625	chr2	235927834	235995625	0.985887
chr2_235995625_236043338	chr2	235995625	236043338	3.535
chr2_236043338_236049896	chr2	236043338	236049896	9.099
chr2_236049896_236103646	chr2	236049896	236103646	1.2031
chr2_236103646_236129815	chr2	236103646	236129815	2.56326
chr2_236129815_236196412	chr2	236129815	236196412	1.7748
chr2_236196412_236239957	chr2	236196412	236239957	0.819793
chr2_236239957_236297900	chr2	236239957	236297900	3.73514
chr2_236297900_236346355	chr2	236297900	236346355	1.54946
chr2_236346355_236493153	chr2	236346355	236493153	1.32548
chr2_236493153_236543159	chr2	236493153	236543159	1.09149
chr2_236543159_236573624	chr2	236543159	236573624	1.44387
chr2_236573624_236603036	chr2	236573624	236603036	1.73343
chr2_236603036_236633243	chr2	236603036	236633243	1.08556
chr2_236633243_236665628	chr2	236633243	236665628	2.18759
chr2_236665628_236688934	chr2	236665628	236688934	3.47069
chr2_236688934_236705687	chr2	236688934	236705687	1.87288
chr2_236705687_236744320	chr2	236705687	236744320	0.596626
chr2_236744320_236784127	chr2	236744320	236784127	2.62185
chr2_236784127_236819759	chr2	236784127	236819759	3.43389
chr2_236819759_236850028	chr2	236819759	236850028	1.09465
chr2_236850028_236888448	chr2	236850028	236888448	1.32147
chr2_236888448_236908695	chr2	236888448	236908695	0.674412
chr2_236908695_236965614	chr2	236908695	236965614	1.21929
chr2_236965614_237006316	chr2	236965614	237006316	0.689389
chr2_237006316_237040730	chr2	237006316	237040730	2.04467
chr2_237040730_237204908	chr2	237040730	237204908	0.686416
chr2_237204908_237271309	chr2	237204908	237271309	1.14944
chr2_237271309_237300729	chr2	237271309	237300729	5.35748
chr2_237300729_237328278	chr2	237300729	237328278	4.63226
chr2_237328278_237351805	chr2	237328278	237351805	0.892379
chr2_237351805_237407071	chr2	237351805	237407071	1.98808
chr2_237407071_237442704	chr2	237407071	237442704	4.53118
chr2_237442704_237512706	chr2	237442704	237512706	1.47592
chr2_237512706_237545563	chr2	237512706	237545563	3.64666
chr2_237545563_237574688	chr2	237545563	237574688	4.08828
chr2_237574688_237584019	chr2	237574688	237584019	1.51366
chr2_237584019_237593772	chr2	237584019	237593772	10.3297
chr2_237593772_237601126	chr2	237593772	237601126	7.70221
chr2_237601126_237614910	chr2	237601126	237614910	1.71561
chr2_237614910_237633149	chr2	237614910	237633149	1.16153
chr2_237633149_237661589	chr2	237633149	237661589	1.36047
chr2_237661589_237723264	chr2	237661589	237723264	1.68357
chr2_237723264_237775170	chr2	237723264	237775170	1.96089
chr2_237775170_237851767	chr2	237775170	237851767	2.82262
chr2_237851767_237902463	chr2	237851767	237902463	5.08368
chr2_237902463_237924380	chr2	237902463	237924380	5.8921
chr2_237924380_237941592	chr2	237924380	237941592	2.34066
chr2_237941592_238098994	chr2	237941592	238098994	0.358671
chr2_238098994_238129254	chr2	238098994	238129254	4.62903
chr2_238129254_238144795	chr2	238129254	238144795	4.20533
chr2_238144795_238216860	chr2	238144795	238216860	2.20137
