block_id	recomb_rate_cm_per_mb	avi_top1_fraction	eqtl_variants_per_kb	shannon_entropy
chr3_76598997_76676184	1.7883	0.0018526436	0.1166	5.60569
chr3_76676184_76726446	1.1705	0.001724298	0.0199	4.49534
chr3_76726446_76808772	1.70043	0.0017046053	0.0	0.00539936
chr3_76808772_76872481	1.82207	0.0028148823	0.0	2.17497
chr3_76872481_76900144	2.69056	0.003554688	0.5061	4.09796
chr3_76900144_76983681	2.17739	0.0027492808	0.0	3.52873
chr3_76983681_77040548	0.566208	0.003710412	0.0	2.92113
chr3_77040548_77102636	3.81459	0.012192372	0.0	5.7869
chr3_77102636_77124136	2.01255	0.0076744186	0.0	3.51198
chr3_77124136_77250111	0.467717	0.0068135212	0.0	2.9975
chr3_77250111_77297812	0.918058	0.0056253188	0.0	1.70138
chr3_77297812_77336819	0.6165	0.0058536502	0.0513	3.0952
chr3_77336819_77394581	1.08035	0.0033355262	0.7791	1.76161
chr3_77394581_77459840	1.98285	0.0036521144	0.046	3.006
chr3_77459840_77509234	0.785487	0.013301211	0.0	2.89451
chr3_77509234_77606667	0.484153	0.027475291	0.0	1.1027
chr3_77606667_77657694	0.627899	0.027508313	0.0	2.63366
chr3_77657694_77701245	1.41808	0.003099814	0.023	1.05793
chr3_77701245_77715092	9.22411	0.0020702439	0.0	2.01058
chr3_77715092_78052426	0.301663	0.0013695625	0.0059	1.25511
chr3_78052426_78230832	0.735856	0.0010799338	0.0168	5.78892
chr3_78230832_78282701	0.466937	0.0021849917	0.4049	3.42358
chr3_78282701_78363830	0.811354	0.0020789935	0.0123	3.65351
chr3_78363830_78423988	0.583414	0.0014738965	0.0	1.4419
chr3_78423988_78482792	0.304548	0.00069723148	0.0	1.80647
chr3_78482792_78557732	0.668704	0.0036829464	0.0	1.89728
chr3_78557732_78608381	0.716375	0.010404944	0.0	2.34897
chr3_78608381_78630905	1.72849	0.027792577	0.0	0.342069
chr3_78630905_78759184	0.628639	0.027640274	0.0	3.49771
chr3_78759184_78853805	0.165625	0.0072077023	0.9512	1.62312
chr3_78853805_78975391	0.955564	0.0085865149	0.8307	2.6155
chr3_78975391_79223166	0.640396	0.0071785558	0.3148	3.11028
chr3_79223166_79357369	0.43563	0.0028911425	0.1043	1.37824
chr3_79357369_79545685	0.183722	0.0019966439	0.1009	1.74972
chr3_79545685_79603566	0.930935	0.0019177278	0.0346	4.83604
chr3_79603566_79733123	0.217791	0.00096225342	0.0077	1.23066
chr3_79733123_79811862	0.347111	0.0022691	0.0	0.703316
chr3_79811862_80039892	0.140451	0.00083907088	0.0	1.68544
chr3_80039892_80232437	0.287916	0.00048992876	0.0	2.57952
chr3_80232437_80338410	0.412061	0.0006542547	0.1038	3.62476
chr3_80338410_80452844	0.120228	0.00040780421	0.9438	2.5225
chr3_80452844_80671952	0.072447	0.00046856649	1.6795	1.0641
chr3_80671952_81031696	0.130429	0.00058096869	1.8263	3.27248
chr3_81031696_81140854	0.767265	0.00099549888	0.3481	4.77667
chr3_81140854_81186085	0.958114	0.00036110927	1.2823	0.65801
chr3_81186085_81211485	0.362839	0.001351706	0.7087	1.68915
chr3_81211485_81378667	1.12911	0.0042987084	0.1256	3.68849
chr3_81378667_81448475	1.14803	0.0030178012	0.1003	1.45703
chr3_81448475_81601337	0.101267	0.007627795	0.0262	2.62441
chr3_81601337_81972927	0.20809	0.0057904321	1.0872	2.9888
chr3_81972927_82161879	0.117911	0.0024291884	0.0212	3.13126
chr3_82161879_82398150	0.241686	0.00047262113	0.0042	1.81136
chr3_82398150_82453251	3.07913	0.00056260322	0.0181	2.23758
chr3_82453251_82575602	0.675877	0.00062933691	0.0572	1.99915
chr3_82575602_82703451	0.306282	0.00048494709	0.0	1.94516
chr3_82703451_82939048	0.291847	0.00032682929	0.0212	1.04836
chr3_82939048_83166872	0.196486	0.00025019313	0.0	0.0819692
chr3_83166872_83483003	0.0733421	0.00041333076	0.0	2.83667
chr3_83483003_83601773	0.183024	0.00049675844	0.0	4.16691
chr3_83601773_83742069	0.12617	0.00024947254	0.0	2.4727
chr3_83742069_83872053	0.194625	0.00018463811	0.0	2.08019
chr3_83872053_83905630	1.19134	0.00036731493	0.2085	2.25765
chr3_83905630_83992417	0.196507	0.0011599279	0.023	2.41001
chr3_83992417_84136628	0.153939	0.00024269993	0.5201	1.32783
chr3_84136628_84445472	0.256924	0.00026334762	0.9746	2.5237
chr3_84445472_84654744	0.171353	0.00038227761	0.2389	0.915591
chr3_84654744_84716539	0.315067	0.00070124336	0.1133	2.18168
chr3_84716539_84786800	0.455741	0.00067367862	0.3558	2.1086
chr3_84786800_84913530	0.241536	0.00020779084	2.6276	3.79236
chr3_84913530_85092413	0.265475	0.0045821384	1.8056	2.41895
chr3_85092413_85347899	0.165024	0.0012720854	0.8689	2.10522
chr3_85347899_85603464	0.227161	0.0023881726	3.3455	1.02517
chr3_85603464_85743719	0.218428	0.0037978444	1.9678	3.56484
chr3_85743719_85908633	0.164913	0.0036746425	1.1461	3.16241
chr3_85908633_86170959	0.222046	0.0053584725	1.2618	3.42419
chr3_86170959_86233144	0.466444	0.0019350862	1.5277	2.66594
chr3_86233144_86452987	0.25025	0.00051855188	0.8279	3.62916
chr3_86452987_86569677	0.208189	0.00049418688	3.2136	1.42894
chr3_86569677_86690748	0.297146	0.0011976444	2.0401	1.64816
chr3_86690748_86987759	0.2811	0.0047933129	0.1818	1.39992
chr3_86987759_87039964	1.05052	0.0071193692	1.9347	2.33289
chr3_87039964_87076232	0.374342	0.0033454652	2.7848	0.913109
chr3_87076232_87183303	0.310625	0.0028330111	3.1101	2.9879
chr3_87183303_87322443	0.18089	0.01289828	3.6079	1.85691
chr3_87322443_87360072	1.61204	0.00079725743	6.2186	1.6528
chr3_87360072_87491339	0.227658	0.00043930818	0.4114	3.53753
chr3_87491339_87541888	0.992856	0.00055391798	0.3363	2.43575
chr3_87541888_87782984	0.278877	0.00017973477	1.7462	4.1154
chr3_87782984_87969763	0.321635	0.00091373584	2.4628	3.51948
chr3_87969763_88048345	0.183724	0.0088442646	2.3288	0.963336
chr3_88048345_88225480	0.243874	0.020347946	2.3316	0.752892
chr3_88225480_88325791	0.84758	0.0023759441	1.8742	3.24527
chr3_88325791_88422675	0.531371	0.0016411379	0.7328	1.36124
chr3_88422675_88453017	0.603291	0.0015050645	1.0217	2.00843
chr3_88453017_88675997	0.326493	0.0024531348	1.2557	1.56114
chr3_88675997_88746233	0.934845	0.001290886	0.2848	0.959351
chr3_88746233_88914205	0.158339	0.0023833337	0.5001	4.51414
chr3_88914205_88984633	0.425738	0.0049838133	0.5396	2.6034
chr3_88984633_89042166	0.374677	0.0038354799	1.6165	2.62036
chr3_89042166_89249909	0.166573	0.0067037959	1.1553	1.99587
chr3_89249909_89401948	0.313493	0.0064391373	1.105	2.39887
chr3_89401948_89967398	0.292428	0.0038335249	0.6084	5.53028
chr3_89967398_93872232	0.0108531	0.00027305792	0.0791	3.70002
chr3_93872232_94227445	0.0536621	0.010717513	0.8417	1.8858
chr3_94227445_94403060	0.248531	0.0012736194	2.2151	2.18721
chr3_94403060_94488096	1.24019	0.0015679634	1.3053	2.55268
chr3_94488096_94537264	3.92182	0.0016813103	3.3152	1.04286
chr3_94537264_94627540	0.366105	0.00038769994	1.4179	0.101003
chr3_94627540_94771578	0.18294	0.00019439315	1.1941	0.393914
chr3_94771578_94906778	0.182428	0.00012327416	2.1524	0.9801
chr3_94906778_95121599	0.682651	0.0011885865	1.7875	2.17549
chr3_95121599_95340971	0.229603	0.00020057254	2.8764	4.00696
chr3_95340971_95368148	1.81274	0.00067459003	0.0	1.88081
chr3_95368148_95638632	0.180177	0.0001047505	0.0111	3.05419
chr3_95638632_96059255	0.141866	0.00038989784	1.5073	2.27989
chr3_96059255_96131250	0.264254	2.3149756e-05	1.6807	2.30805
chr3_96131250_96216809	0.437739	0.001032426	2.5012	1.25846
chr3_96216809_96337415	0.275722	0.00014648249	2.504	2.24512
chr3_96337415_96425393	0.69917	0.00053422447	0.1819	4.86353
chr3_96425393_96611358	0.297109	0.00038896208	0.2796	1.5459
chr3_96611358_96701484	0.253636	7.3970515e-06	0.4327	0.00922863
chr3_96701484_97058916	0.265148	0.0030196886	0.6435	2.75212
chr3_97058916_97359127	0.191369	0.0015622346	0.3264	5.28471
chr3_97359127_97640546	0.427094	0.0041267055	0.4548	1.93457
chr3_97640546_97697220	0.423541	0.0015762666	0.4588	1.02516
chr3_97697220_97740722	1.15964	0.0084210688	0.3678	0.057252
chr3_97740722_98003498	0.476124	0.018293147	1.2216	3.0808
chr3_98003498_98065597	0.954148	0.0086850567	2.3994	3.60353
chr3_98065597_98088155	3.40058	0.009841298	6.6939	2.94896
chr3_98088155_98185413	0.131411	0.008883588	5.4803	0.946461
chr3_98185413_98344726	0.461859	0.0046344826	4.9651	1.88769
chr3_98344726_98422434	0.442349	0.0061898389	1.5056	2.16999
chr3_98422434_98451606	0.518134	0.0024338407	1.0627	1.83995
chr3_98451606_98496291	2.37925	0.0073477304	0.5819	1.46137
chr3_98496291_98532142	1.56701	0.032542096	2.1199	2.18946
chr3_98532142_98558690	0.809803	0.02622922	1.5444	2.66593
chr3_98558690_98579756	1.2697	0.0052533308	2.7058	2.72584
chr3_98579756_98717344	0.774524	0.0071033327	2.4493	3.79453
chr3_98717344_98767796	0.513099	0.0058471418	2.2001	1.88469
chr3_98767796_98998540	0.176544	0.012845404	2.83	1.47765
chr3_98998540_99072724	1.13449	0.00047629318	6.4165	0.91681
chr3_99072724_99253274	0.644806	0.0014308133	1.9219	1.80072
chr3_99253274_99326374	1.00484	0.0013041496	1.5185	1.16126
chr3_99326374_99433522	0.653549	0.0022958898	3.4998	2.44758
chr3_99433522_99471505	0.794549	0.0011408613	3.7385	1.84435
chr3_99471505_99550906	0.366665	0.0059361133	2.4181	1.77461
chr3_99550906_99584983	0.267374	0.0014183565	1.9955	1.31796
chr3_99584983_99656225	1.33479	0.0058486099	3.1161	1.70897
chr3_99656225_99691817	0.337521	0.0076421668	2.1353	1.95428
chr3_99691817_100195058	0.150894	0.014244335	1.4426	1.48135
chr3_100195058_100330759	0.196302	0.015003574	1.6949	1.66925
chr3_100330759_100484907	0.340501	0.016291702	1.9267	4.0271
chr3_100484907_100551960	0.79976	0.0046530357	2.6844	2.98679
chr3_100551960_100780477	0.30092	0.016478716	2.8444	4.57715
chr3_100780477_100834227	0.896692	0.017854264	3.107	2.41818
chr3_100834227_100847398	1.44716	0.025713056	1.4426	2.23572
chr3_100847398_100874010	3.65679	0.017748885	2.4049	2.5716
chr3_100874010_100895054	4.85518	0.018104923	1.4256	2.9777
chr3_100895054_101049854	0.395556	0.0052971576	2.7003	3.2705
chr3_101049854_101095036	1.01928	0.0012172989	3.9618	1.61133
chr3_101095036_101124867	2.23061	0.0002681774	5.33	4.99657
chr3_101124867_101151766	0.846379	0.0017596689	2.528	2.75624
chr3_101151766_101546116	0.117645	0.0094433879	2.6753	5.15386
chr3_101546116_101619019	0.148292	0.018211413	2.5513	1.83645
chr3_101619019_101836623	0.175581	0.024801934	1.5717	1.30786
chr3_101836623_101884282	0.605031	0.030109738	1.2589	2.27808
chr3_101884282_101952690	1.72071	0.0044146883	2.9383	5.99144
chr3_101952690_101993212	1.5697	0.0023855354	1.0118	2.16688
chr3_101993212_102050431	0.678664	0.0028137507	4.0022	1.08706
chr3_102050431_102091735	3.57503	0.0026873911	0.8474	1.87335
chr3_102091735_102183048	1.77658	0.0031649382	0.1752	2.18463
chr3_102183048_102255727	1.63446	0.0025775442	0.2201	3.06742
chr3_102255727_102478772	0.442503	0.0060615571	0.8518	3.88927
chr3_102478772_102523880	0.293014	0.00090154001	0.2217	1.15458
chr3_102523880_102651426	0.900102	0.00097742514	0.5175	2.09708
chr3_102651426_102752071	0.206256	0.0020070545	0.7353	0.77266
chr3_102752071_103087760	0.160949	0.00029193688	1.135	5.86678
chr3_103087760_103121116	0.614288	6.9952432e-05	0.0	1.02158
chr3_103121116_103244563	0.603358	0.00034022698	0.0	0.0
chr3_103244563_103307790	1.1107	0.00022142439	0.0	2.15818
chr3_103307790_103365548	1.75318	0.00057134942	0.0	6.08524
chr3_103365548_103446708	1.00384	0.00078035157	0.0	2.76213
chr3_103446708_103730686	0.881966	0.00023945517	0.0	3.16503
chr3_103730686_103773743	1.08352	0.00043353384	0.0	2.04992
chr3_103773743_103982912	0.841989	0.00017051603	0.0	3.66727
chr3_103982912_104027999	7.35187	0.00014046917	0.0	3.13987
chr3_104027999_104091166	0.988498	7.3878238e-05	0.0	3.12641
chr3_104091166_104168897	0.645107	0.00027016248	0.0	1.37772
chr3_104168897_104322861	0.42351	0.0004200116	0.0	4.64034
chr3_104322861_104376375	0.386795	0.00056682986	0.1682	1.49625
chr3_104376375_104396215	3.3897	6.7204301e-05	0.9577	1.84738
chr3_104396215_104510981	0.456808	0.00052861184	1.002	2.59189
chr3_104510981_104568663	0.169637	0.0013464628	0.7455	0.977936
chr3_104568663_104635030	0.541764	0.0015117955	0.3466	2.38328
chr3_104635030_104790649	0.237078	0.0007925339	0.4048	1.14398
chr3_104790649_104861803	1.36807	0.00060432302	0.2389	2.72355
chr3_104861803_104882170	3.10008	0.00018002979	2.3077	1.86353
chr3_104882170_104926164	0.885759	0.0020002728	1.773	1.27395
chr3_104926164_105036637	0.647743	0.00050691119	0.1177	1.5736
chr3_105036637_105109512	0.519206	0.00043910806	0.1372	0.9038
chr3_105109512_105162015	3.33861	0.00032379102	1.8475	2.28555
chr3_105162015_105197405	1.997	0.0014222473	0.0565	1.23144
chr3_105197405_105255839	1.5092	0.0017740813	0.1198	1.50098
chr3_105255839_105280636	1.53205	0.00024196475	0.0403	2.29086
chr3_105280636_105461863	0.516554	0.0029649739	1.3519	3.53914
chr3_105461863_105597925	0.911557	0.012445307	1.198	2.35639
chr3_105597925_105619663	6.11614	0.0024381268	0.69	2.27927
chr3_105619663_105654505	6.48745	0.00038267991	0.0287	4.35673
chr3_105654505_105952539	0.582599	0.010561435	1.9696	1.19279
chr3_105952539_105976698	7.63518	0.002814686	0.1242	1.26727
chr3_105976698_106126736	0.63565	0.0013041141	0.0067	4.13727
chr3_106126736_106197613	0.305123	0.0016319351	0.0282	1.65797
chr3_106197613_106314683	0.367086	0.00097947097	0.0342	0.935243
chr3_106314683_106374192	0.680369	0.0013835442	0.0	2.26115
chr3_106374192_106441656	1.0803	0.0013587494	0.1038	3.20162
chr3_106441656_106470253	1.1139	0.00012821858	0.1748	1.66566
chr3_106470253_106493651	1.12508	0.00041314072	0.0427	1.94701
chr3_106493651_106537645	0.937632	0.0012577473	0.0	3.71177
chr3_106537645_106616641	2.57285	0.00063716306	0.1266	2.94818
chr3_106616641_106682454	1.88959	0.00031908589	2.6439	1.24882
chr3_106682454_106702770	5.89187	0.0026580035	0.0492	1.69588
chr3_106702770_106809797	0.702629	0.001040236	0.0187	2.90155
chr3_106809797_106930895	0.470377	0.0016130187	0.0908	0.0
chr3_106930895_107053449	0.232815	0.00028558839	0.0163	3.96166
chr3_107053449_107116324	1.32754	0.0046282306	0.0318	1.79404
chr3_107116324_107204028	1.34079	0.0012694214	0.8666	1.36304
chr3_107204028_107252480	1.95004	0.0052010237	0.9081	5.33844
chr3_107252480_107263688	7.52911	0.00050559124	0.803	2.71609
chr3_107263688_107307093	0.858834	0.0013132128	1.0598	2.06463
chr3_107307093_107355933	0.982603	0.00098962599	2.6413	1.65087
chr3_107355933_107443802	0.641325	0.0047267334	1.0584	1.31337
chr3_107443802_107516767	0.865835	0.0010461637	1.5076	1.05032
chr3_107516767_107666719	0.251058	0.0091896073	1.0937	1.61566
chr3_107666719_107763648	0.28797	0.0092920247	0.5984	0.928587
chr3_107763648_107835008	0.490721	0.026452728	1.1071	0.364391
chr3_107835008_107878151	1.59172	0.0023333256	1.043	2.01788
chr3_107878151_107926927	1.03408	0.0019340113	1.7837	3.8238
chr3_107926927_108003167	1.74477	0.006029206	2.1905	5.39855
chr3_108003167_108013047	8.30775	0.0052968961	0.8097	2.0639
chr3_108013047_108032460	3.08206	0.0052542111	2.1635	1.8452
chr3_108032460_108100194	0.446074	0.014871901	1.2106	4.5485
chr3_108100194_108139596	0.527576	0.0068609038	2.0557	1.90771
chr3_108139596_108229720	0.256553	0.013610877	4.7157	1.23493
chr3_108229720_108323489	0.394651	0.0015356888	2.5488	0.814681
chr3_108323489_108385318	1.20562	0.0074344833	2.8466	1.33954
chr3_108385318_108404550	1.49456	0.012444537	3.2238	1.42757
chr3_108404550_108497879	0.59847	0.01523285	2.368	3.82596
chr3_108497879_108770781	0.216752	0.017416508	1.572	3.29321
chr3_108770781_108827823	0.443433	0.0017414069	3.2783	3.28188
chr3_108827823_108869548	2.61658	0.0064309966	0.8388	1.42132
chr3_108869548_108918583	3.2956	0.0021005404	0.9993	1.42423
chr3_108918583_109149278	0.211585	0.0083443508	3.4114	1.74316
chr3_109149278_109261797	0.544094	0.0015315932	1.6797	1.39339
chr3_109261797_109299435	0.711032	0.00055794676	0.1594	2.86648
chr3_109299435_109382936	0.731565	0.0087464022	2.467	3.10825
chr3_109382936_109479520	0.288983	0.001094039	0.6626	1.76614
chr3_109479520_109588719	0.175246	0.00015873161	0.522	3.05775
chr3_109588719_109730936	0.308947	0.0002015699	0.5203	1.49902
chr3_109730936_109802225	4.54021	0.00037406425	0.1683	3.05947
chr3_109802225_109992219	0.673136	0.00052984129	0.0211	3.73383
chr3_109992219_110137340	0.264882	0.00065232921	0.4341	2.30536
chr3_110137340_110246606	1.11656	0.00016778626	0.4759	4.2069
chr3_110246606_110277185	3.37976	0.00034882327	0.0	1.27752
chr3_110277185_110374720	0.44373	0.00093299841	0.0205	1.36821
chr3_110374720_110427793	0.62458	0.0011305183	0.8856	0.0
chr3_110427793_110586705	0.341342	0.00077820848	2.1521	2.1214
chr3_110586705_110769685	0.187618	0.00093088498	1.4482	0.469804
chr3_110769685_110794029	6.23161	0.0031766897	0.7805	0.218671
chr3_110794029_111049492	0.490134	0.0011978251	0.822	1.23594
chr3_111049492_111210398	1.37131	0.010592106	0.5096	2.51988
chr3_111210398_111306311	0.55982	0.0013032644	1.0218	1.62887
chr3_111306311_111360410	0.767594	0.0019039169	2.2551	1.78146
chr3_111360410_111520292	0.392796	0.0010403506	1.0633	0.0
chr3_111520292_111594610	0.728641	0.010979843	1.3052	4.03063
chr3_111594610_111700154	0.958492	0.0081387857	1.1843	1.66694
chr3_111700154_111794873	0.923026	0.011479569	3.4523	0.322942
chr3_111794873_111859077	0.911737	0.0029956597	2.2273	2.7256
chr3_111859077_111972327	0.79139	0.027387785	2.2163	3.30642
chr3_111972327_111999059	0.62185	0.027931568	3.7408	0.967356
chr3_111999059_112006545	3.92819	0.057084335	5.3433	3.05014
chr3_112006545_112080430	2.11182	0.027263089	4.7236	2.71951
chr3_112080430_112285669	0.281639	0.012236141	4.1659	4.29347
chr3_112285669_112358262	0.871942	0.0096841293	2.9479	2.14755
chr3_112358262_112382377	3.91765	0.003690649	2.4466	2.41077
chr3_112382377_112425671	1.34131	0.0022558938	1.7554	3.9029
chr3_112425671_112464008	2.2783	0.00053907887	1.7998	2.58792
chr3_112464008_112617044	1.10024	0.018291992	2.372	2.25621
chr3_112617044_112653784	1.11144	0.035093449	1.9053	0.816585
chr3_112653784_112690255	1.27324	0.0031806093	1.8919	2.37111
chr3_112690255_112735524	1.98996	0.012458857	1.4359	0.195493
chr3_112735524_112763275	0.685052	0.0022701885	1.1531	1.9961
chr3_112763275_112792565	0.97606	0.0020826221	3.7555	0.971858
chr3_112792565_112974906	0.42799	0.0046597675	3.6854	3.36453
chr3_112974906_113061545	0.386554	0.017347846	2.2969	1.72022
chr3_113061545_113104519	2.93679	0.0073998231	3.4207	2.99362
chr3_113104519_113128873	0.807483	0.0077057841	7.432	2.2363
chr3_113128873_113160864	0.386778	0.0079814114	4.595	1.6278
chr3_113160864_113193574	1.52737	0.0073677774	2.4152	1.56083
chr3_113193574_113216291	2.35664	0.011973412	4.0939	2.5145
chr3_113216291_113229386	6.81881	0.0094183531	1.9855	4.06216
chr3_113229386_113290342	0.98183	0.044715314	2.6577	2.67278
chr3_113290342_113552393	0.286568	0.017268903	4.2549	3.71119
chr3_113552393_113597028	1.70769	0.014846346	3.271	2.26701
chr3_113597028_113606457	17.2596	0.032170255	2.3332	1.46942
chr3_113606457_113833850	0.357884	0.030484668	1.0906	1.58515
chr3_113833850_113876537	0.365058	0.0082773053	2.2958	1.57962
chr3_113876537_113932884	2.45456	0.01448761	1.6682	1.28056
chr3_113932884_113961243	1.35682	0.049202487	1.0931	2.79751
chr3_113961243_114090503	0.121108	0.018366084	1.0676	2.62226
chr3_114090503_114158963	0.803529	0.012527997	1.2562	0.0
chr3_114158963_114229016	1.60157	0.010520606	1.713	2.18647
chr3_114229016_114297763	1.06813	0.0094501093	1.1491	2.92709
chr3_114297763_114345906	0.98465	0.037180899	1.2463	1.08457
chr3_114345906_114389408	0.738258	0.058150583	1.4942	1.11106
chr3_114389408_114414692	6.03366	0.022385698	1.3052	1.49654
chr3_114414692_114451425	2.7365	0.038339731	0.1089	1.22285
chr3_114451425_114475088	4.15892	0.050162701	0.0	1.51057
chr3_114475088_114545439	1.1655	0.013991746	0.1279	3.20369
chr3_114545439_114564245	2.22177	0.0058669219	0.2127	2.15372
chr3_114564245_114625410	0.486967	0.029761029	0.4087	1.97948
chr3_114625410_114706118	1.01871	0.014628868	0.2106	1.32769
chr3_114706118_114784565	1.53101	0.019796805	0.0892	4.27683
chr3_114784565_114929079	0.303309	0.012845353	0.0138	0.725156
chr3_114929079_115337174	0.117135	0.0054586963	0.2254	2.13131
chr3_115337174_115427598	0.614	0.0029232652	0.1327	2.74939
chr3_115427598_115520800	1.45109	0.0022424411	0.0751	4.74029
chr3_115520800_115568707	4.13853	0.0014681223	0.0417	1.56807
chr3_115568707_115598894	4.21307	0.0013471583	0.0	2.15715
chr3_115598894_115610015	9.04991	0.00095914636	0.0	0.0306266
chr3_115610015_115637117	3.00131	0.015730696	0.1107	5.75503
chr3_115637117_115662185	2.62921	0.0068347428	0.718	3.50952
chr3_115662185_115692144	2.11567	0.013062296	0.4005	0.886644
chr3_115692144_115726449	5.32905	0.015070689	0.0292	1.36793
chr3_115726449_115809664	0.544678	0.0034609145	0.0721	2.17711
chr3_115809664_115886155	2.2694	0.012624579	0.0	6.59709
chr3_115886155_115926832	3.17565	0.0019912973	1.1063	2.48896
chr3_115926832_115960381	6.9185	0.0033682077	0.0596	1.79817
chr3_115960381_116166513	0.458117	0.0061061197	0.1019	3.30378
chr3_116166513_116229354	0.374058	0.0024718469	1.0025	2.17787
chr3_116229354_116299084	0.63929	0.0036235002	1.7496	0.828591
chr3_116299084_116425345	0.446766	0.0020407463	0.7999	4.8158
chr3_116425345_116601486	0.675447	0.0029919212	0.9935	5.42797
chr3_116601486_116631843	0.567006	0.00075765062	1.0212	2.15035
chr3_116631843_116660316	3.72813	0.0029969913	0.0351	3.64171
chr3_116660316_116732831	1.10452	0.0024776483	0.0276	2.62339
chr3_116732831_116790409	4.31504	0.0008047055	0.0	0.0566152
chr3_116790409_116880639	2.06768	0.002896302	0.0111	0.0491567
chr3_116880639_116961829	0.908857	0.002184177	2.3032	2.61128
chr3_116961829_117080547	0.919356	0.0025017268	0.3959	2.67241
chr3_117080547_117112459	3.05376	0.0041259296	0.282	2.76771
chr3_117112459_117121000	21.2182	0.0018733169	0.0	0.0755964
chr3_117121000_117131720	10.1933	0.00099502488	0.0	2.76572
chr3_117131720_117178875	1.73117	0.0028770367	0.0	3.99908
chr3_117178875_117292985	1.07499	0.0019747028	0.0	3.92694
chr3_117292985_117355593	1.65822	0.00097431638	0.0	2.72385
chr3_117355593_117437408	2.25727	0.0030923425	0.0	1.79885
chr3_117437408_117518778	2.95566	0.0024456188	0.3072	2.8872
chr3_117518778_117586779	2.46538	0.0012499816	0.1029	4.42371
chr3_117586779_117627771	4.45118	0.0035698022	2.0004	3.86474
chr3_117627771_117660693	0.938341	0.002085738	1.5491	1.37653
chr3_117660693_117765220	0.99634	0.0047579413	1.8751	5.00974
chr3_117765220_117794642	1.43305	0.0013368681	1.4955	3.84847
chr3_117794642_118104047	0.423554	0.0023248924	1.9198	4.9021
chr3_118104047_118168453	0.754046	0.0010920308	1.8166	3.89717
chr3_118168453_118240655	0.469734	0.0010387524	0.4432	0.820368
chr3_118240655_118281200	2.60047	0.0020553295	0.3206	0.759407
chr3_118281200_118338187	1.25729	0.00011113646	0.1228	2.84214
chr3_118338187_118387796	0.270467	0.00015454185	0.1008	2.50983
chr3_118387796_118499174	0.722365	0.0008768937	0.404	6.52895
chr3_118499174_118572367	0.409499	0.0015802968	1.6122	1.40993
chr3_118572367_118689353	0.504136	0.0021655013	1.154	1.26292
chr3_118689353_118703398	0.843876	0.0012341284	0.2848	1.58812
chr3_118703398_118811404	1.36453	0.0044472838	1.0555	4.37813
chr3_118811404_118832216	0.972643	0.0035716574	1.2493	1.56621
chr3_118832216_118891314	0.48276	0.00067684186	2.2167	1.86787
chr3_118891314_119032206	0.282732	0.0094351229	2.1506	2.91593
chr3_119032206_119184445	0.673075	0.0036258777	3.3631	3.43421
chr3_119184445_119257854	1.28345	0.019983926	3.6099	4.94265
chr3_119257854_119381725	1.30821	0.010319876	3.0112	5.38465
chr3_119381725_119533694	1.52077	0.030973422	3.1783	3.25495
chr3_119533694_119555994	2.35644	0.012690583	3.722	3.7248
chr3_119555994_119583033	2.39379	0.011427937	5.1407	0.873343
chr3_119583033_119628553	4.12288	0.028031634	4.0422	4.83509
chr3_119628553_119718284	0.933294	0.021657324	4.0343	5.19067
chr3_119718284_119789408	0.63818	0.016928182	2.0387	1.62171
chr3_119789408_120120674	0.296132	0.009656892	2.3063	7.46029
chr3_120120674_120284297	0.294243	0.009224457	2.518	0.82336
chr3_120284297_120428507	0.39558	0.012754548	3.2869	2.57647
chr3_120428507_120505325	0.583276	0.0073463685	2.6556	1.77836
chr3_120505325_120665589	3.4005	0.0087459858	2.9327	3.66523
chr3_120665589_120803869	1.28167	0.016097773	2.0249	3.33035
chr3_120803869_120854074	1.41326	0.0036450553	1.5138	3.2083
chr3_120854074_121371892	0.0770213	0.0044893508	1.7091	1.35662
chr3_121371892_121561944	0.147206	0.023723332	1.3312	0.883286
chr3_121561944_121620173	6.684	0.0051005513	2.0952	4.10754
chr3_121620173_121850641	0.155852	0.031167017	2.6121	1.40585
chr3_121850641_122011052	0.429025	0.018440132	2.8053	1.41431
chr3_122011052_122124394	1.23466	0.0083523025	1.9587	2.37032
chr3_122124394_122253788	0.613584	0.0036632301	2.6122	0.986868
chr3_122253788_122290150	1.12547	0.056826724	3.4652	0.806895
chr3_122290150_122341102	0.701057	0.0056916313	3.5327	1.86275
chr3_122341102_122408942	0.513865	0.012642492	2.6533	2.90709
chr3_122408942_122570997	0.394181	0.025845135	2.4992	4.08575
chr3_122570997_122624592	3.17277	0.011020929	3.8623	5.73572
chr3_122624592_122647010	3.00753	0.015300205	2.3642	3.71119
chr3_122647010_122683998	1.67408	0.0055423381	4.7313	3.54633
chr3_122683998_122898598	0.224966	0.018474682	3.4716	1.76859
chr3_122898598_122942790	1.13197	0.050484251	3.8695	3.01231
chr3_122942790_122966431	7.05487	0.016877459	2.4957	4.94234
chr3_122966431_123053258	2.18759	0.0088259796	1.6815	3.92743
chr3_123053258_123113227	3.12302	0.011661581	1.6675	7.30731
chr3_123113227_123139824	5.46682	0.014375055	1.7295	0.986678
chr3_123139824_123149979	1.62033	0.019596258	1.6741	2.12774
chr3_123149979_123190168	1.32518	0.010624798	2.3887	4.95017
chr3_123190168_123331091	0.429558	0.020507653	2.5333	1.26892
