block_id	avi_rank	avi_top1_fraction	avi_mean	eqtl_variant_count	eqtl_variants_per_kb
chr6_38719409_38751665	5147	0.022187087	4.8705285	160	4.9603
chr13_57554048_57674598	5148	0.022184432	4.7691301	26	0.2157
chr17_57529910_57577205	5149	0.022179934	6.5550774	25	0.5286
chr1_22704958_22760390	5150	0.022171309	5.8707952	41	0.7396
chr5_178581826_178662597	5151	0.022165546	4.9856957	269	3.3304
chr20_23344410_23475901	5152	0.022158678	4.9828504	470	3.5744
chr3_46662900_46816075	5153	0.022157663	5.5720678	557	3.6364
chr16_83940461_83961645	5154	0.022155086	4.7920359	109	5.1454
chr15_66762223_66801800	5155	0.022150913	5.3838689	32	0.8086
chr21_34872168_34907296	5156	0.022147575	5.5804195	6	0.1708
chr11_20608617_20633714	5157	0.022140761	4.5849931	39	1.554
chr10_113830418_113944496	5158	0.022133979	5.3400937	62	0.5435
chr11_120204199_120244861	5159	0.022133687	5.4451746	137	3.3692
chr20_59831126_60012170	5160	0.022125377	4.9236963	223	1.2317
chr1_33073363_33132187	5161	0.022116823	5.6155643	70	1.19
chr6_37400586_37521219	5162	0.022116668	5.5827917	294	2.4371
chr1_101238092_101293193	5163	0.022110911	5.1859138	40	0.7259
chr19_3090537_3134980	5164	0.022110719	4.1860459	154	3.4651
chr1_110131078_110182462	5165	0.022108049	5.1398019	91	1.771
chr12_121287814_121375769	5166	0.022102211	4.9991573	220	2.5013
chr10_80137481_80159020	5167	0.022099448	5.2351137	129	5.9891
chr5_5302388_5319222	5168	0.022098135	4.343092	16	0.9505
chr21_31619348_31761846	5169	0.022096217	4.8372025	304	2.1334
chr16_87405563_87515255	5170	0.0220952	4.7993798	384	3.5007
chr7_73864538_73886689	5171	0.022090801	4.6398678	26	1.1738
chr14_29632003_29675636	5172	0.02208573	5.4518326	0	0.0
chr5_79752739_79775958	5173	0.022079619	6.4393925	40	1.7227
chr2_233114036_233183383	5174	0.022079289	4.6412796	252	3.6339
chr2_216069734_216153533	5175	0.022076636	5.9058027	156	1.8616
chr9_134739590_134767842	5176	0.022075133	3.3579527	14	0.4955
chr16_89095526_89251057	5177	0.022074913	4.486708	893	5.7416
chr1_214014370_214114667	5178	0.022074439	5.4268359	60	0.5982
chr19_17788458_17812986	5179	0.022070015	4.4409745	91	3.71
chr16_56705214_56877352	5180	0.022067566	5.9151305	291	1.6905
chr2_233031788_233061564	5181	0.02206475	4.1990119	64	2.1494
chr11_63589857_63811700	5182	0.022059144	5.3401054	395	1.7805
chr20_57256365_57413302	5183	0.022057683	4.7107649	409	2.6061
chr9_113304678_113356437	5184	0.022057356	5.2891249	234	4.521
chr12_121492209_121563487	5185	0.022054491	5.0434177	120	1.6835
chr5_74698868_74881018	5186	0.022053253	5.3810519	384	2.1082
chr2_240684143_240720286	5187	0.022051296	4.0467461	100	2.7668
chr5_147319468_147424202	5188	0.022046327	5.1509777	69	0.6588
chr15_89801121_89908566	5189	0.022045388	5.3666842	283	2.6339
chr7_128379693_128515509	5190	0.022044531	5.223454	522	3.8434
chr3_57039937_57163223	5191	0.022040891	5.8574712	306	2.482
chrX_41008191_41286892	5192	0.022040347	4.8307367	327	1.1733
chr20_51488727_51530532	5193	0.022038831	5.0921066	20	0.4784
chr1_84625701_84695146	5194	0.022036624	5.4734745	131	1.8864
chr10_48446152_48491914	5195	0.022034293	4.9249362	150	3.2778
chr5_168093821_168140308	5196	0.022027664	6.1691526	22	0.4733
chr10_48932661_48999594	5197	0.022027002	4.3253086	55	0.8217
chr5_151052827_151104099	5198	0.022019816	5.8767913	141	2.75
chr3_64679093_64704707	5199	0.022019208	4.6686438	6	0.2342
chr2_144997099_145041240	5200	0.022012792	6.179148	47	1.0648
chr7_29472073_29508129	5201	0.022012055	5.3561275	126	3.4946
chr6_75237910_75417788	5202	0.022011215	5.9776242	307	1.7067
chr19_3146463_3178601	5203	0.022009252	4.1186372	128	3.9828
chr8_120257597_120314188	5204	0.022005855	4.8995292	91	1.608
chr6_100428577_100504144	5205	0.02200255	5.7319813	118	1.5615
chr12_104279484_104355025	5206	0.022001297	5.4085792	177	2.3431
chr19_51398710_51416695	5207	0.021999815	4.7503444	73	4.0589
chr11_121486259_121552931	5208	0.021993241	5.0692076	43	0.6449
chr16_11820774_11927475	5209	0.021989797	4.9996764	247	2.3149
chr16_27358181_27377180	5210	0.021983613	4.7779	25	1.3159
chr2_169546242_169722191	5211	0.021979854	5.6697772	666	3.7852
chr8_123683807_123720148	5212	0.021977014	5.3583785	69	1.8987
chr11_116803052_116826822	5213	0.021974478	4.7619067	81	3.4077
chr19_52892781_52916492	5214	0.021972924	4.4281853	123	5.1875
chr2_197278787_197626456	5215	0.021969172	5.2259085	413	1.1879
chr2_109485883_109502546	5216	0.021966151	4.6744304	40	2.4005
chr11_123629405_123639286	5217	0.02196134	5.1718229	15	1.5181
chr6_52376224_52518269	5218	0.021953137	5.795172	409	2.8794
chr3_186639749_186661055	5219	0.021949998	5.0189179	56	2.6284
chr13_36923768_37118080	5220	0.021949236	4.9589932	376	1.935
chr6_57033236_57234680	5221	0.021944891	5.4944601	257	1.2758
chr3_138118715_138327228	5222	0.021944275	5.5111469	246	1.1798
chr18_6929746_6956394	5223	0.021940358	4.5176294	45	1.6887
chr1_184656949_184766932	5224	0.021933693	5.4291245	138	1.2547
chr1_201105799_201132338	5225	0.02192999	4.2335594	105	3.9564
chr20_1227394_1280798	5226	0.021927196	6.3808283	116	2.1721
chr5_69320504_69459786	5227	0.021924345	4.9117079	282	2.0247
chr19_33262414_33273772	5228	0.021922874	4.4509308	15	1.3207
chr14_36405781_36472704	5229	0.021915734	5.6548012	72	1.0759
chr7_28408829_28445384	5230	0.021912187	6.7754709	15	0.4103
chr14_75446144_75476220	5231	0.021911158	5.9501816	31	1.0307
chr17_73268116_73299152	5232	0.02191004	4.7885409	90	2.8999
chr2_170711740_170823168	5233	0.021903531	5.5395112	386	3.4641
chr17_3007190_3037465	5234	0.021899257	4.9715355	81	2.6755
chr8_2112203_2155449	5235	0.021897979	4.120016	511	11.8161
chr1_68452262_68515932	5236	0.021894142	5.1783685	52	0.8167
chr14_94427509_94471061	5237	0.021889542	4.0551005	202	4.6381
chr1_108850093_108912757	5238	0.021889229	5.5724368	215	3.431
chr6_46871183_46899980	5239	0.021888854	4.945076	27	0.9376
chr5_172049502_172099971	5240	0.021888024	4.7641936	35	0.6935
chr19_53130933_53158155	5241	0.021869566	4.3897137	64	2.351
chr8_69568158_69578097	5242	0.02186672	5.9483888	0	0.0
chr1_22858097_22905907	5243	0.021864324	5.0294165	74	1.5478
chr16_57630292_57643129	5244	0.021863883	5.8336353	13	1.0127
chr18_33720595_33844733	5245	0.021862766	4.5047993	70	0.5639
chr1_158395907_158410638	5246	0.021858665	3.9106819	39	2.6475
chr13_71404660_71657321	5247	0.02185801	5.4257817	9	0.0356
chr2_105294056_105364652	5248	0.021856762	4.9500045	201	2.8472
chr11_113782308_113980691	5249	0.021856712	4.9960701	413	2.0818
chr3_58334231_58530656	5250	0.02185567	5.8175496	721	3.6706
chr9_124437596_124806851	5251	0.021849399	6.1354331	299	0.8097
chr20_51556401_51584945	5252	0.021849309	5.1768185	59	2.067
chr8_8320584_8378253	5253	0.021848827	5.7437692	203	3.5201
chr11_34602889_34645303	5254	0.021848132	6.1216783	16	0.3772
chr4_185135520_185213050	5255	0.021845307	5.3032648	241	3.1085
chr18_58487748_58539310	5256	0.021844252	5.3245013	128	2.4824
chr1_45301250_45545333	5257	0.021840931	5.9307919	596	2.4418
chr2_9629641_9653986	5258	0.021838844	5.5402526	39	1.602
chr11_68339374_68395491	5259	0.021835332	4.5185903	154	2.7443
chr8_96211307_96310365	5260	0.021832327	5.3863904	161	1.6253
chr17_18659407_18716894	5261	0.021831023	5.096082	204	3.5486
chr16_58111387_58209688	5262	0.021830907	5.3660266	204	2.0753
chr12_103758606_103791915	5263	0.021825933	4.716687	167	5.0137
chr10_88752154_88807288	5264	0.021819567	4.9570721	167	3.029
chr10_69942221_69965264	5265	0.021814289	5.4609764	45	1.9529
chr2_169078983_169112142	5266	0.021814088	5.3489311	31	0.9349
chr8_132137856_132182483	5267	0.021810414	3.9006939	2	0.0448
chr5_160329470_160358314	5268	0.021806962	4.8597799	72	2.4962
chr11_112118945_112215154	5269	0.021803227	6.0710167	233	2.4218
chr19_9831546_9919282	5270	0.021800249	4.8077081	298	3.3966
chr12_62449840_62663086	5271	0.021797986	5.714964	352	1.6507
chr17_41236273_41458889	5272	0.021795379	4.6229679	728	3.2702
chr22_29124422_29160751	5273	0.02179159	5.8516579	85	2.3397
chr1_89659516_89756466	5274	0.021791301	5.8254346	155	1.5988
chr1_107476225_107497657	5275	0.021789847	6.2434395	1	0.0467
chr14_38199788_38242409	5276	0.021788946	5.2235965	32	0.7508
chr1_215716068_215796010	5277	0.021786629	5.0471973	0	0.0
chr4_183508506_183533041	5278	0.021778412	4.7437513	21	0.8559
chr12_53792095_53847299	5279	0.021773785	6.3365334	169	3.0614
chr14_104102279_104156783	5280	0.021772102	4.336125	151	2.7704
chr16_11384291_11411084	5281	0.021771856	4.9478654	177	6.6062
chr18_2571412_2634129	5282	0.021769749	5.1640934	177	2.8222
chr12_24042653_24070399	5283	0.021768904	5.6627407	0	0.0
chr11_7559801_7597722	5284	0.021764546	6.5006144	125	3.2963
chr6_149481043_149865399	5285	0.021764545	5.2396921	915	2.3806
chr1_201458154_201484161	5286	0.021763371	5.0368065	69	2.6531
chr5_66130331_66239820	5287	0.021761699	5.4688711	49	0.4475
chr12_106319479_106478491	5288	0.021759364	5.2480721	278	1.7483
chr10_97519080_97583324	5289	0.021755598	5.7564748	166	2.5839
chr1_205667992_205701241	5290	0.02175504	5.6823598	104	3.1279
chr15_41173664_41505944	5291	0.021754745	5.2102778	869	2.6153
chr6_109330556_109778813	5292	0.021754633	5.4261418	1437	3.2058
chr3_32870551_32972544	5293	0.021753127	4.5775138	81	0.7942
chr3_4620119_4655556	5294	0.021747514	4.4119729	32	0.903
chr10_60761667_60799855	5295	0.021743305	4.7399492	106	2.7757
chr10_122956576_123035253	5296	0.021742907	5.6173214	243	3.0886
chr4_109814036_109902297	5297	0.021742332	4.8171498	250	2.8325
chr22_29225139_29255004	5298	0.021742285	4.9274028	132	4.4199
chr14_21627355_21691094	5299	0.021739699	4.5018555	13	0.204
chr2_211712886_211723160	5300	0.02173772	4.125549	0	0.0
chr14_76117432_76231188	5301	0.021736582	5.8095891	431	3.7888
chr4_7721429_7749339	5302	0.021736534	3.7137033	46	1.6482
chr17_81362711_81409434	5303	0.021730911	5.3019132	149	3.189
chr17_1831801_1884243	5304	0.021725589	5.3814416	146	2.784
chr7_95968301_96001289	5305	0.021725072	6.1882815	40	1.2126
chr2_60996531_61098164	5306	0.021718667	5.5877026	229	2.2532
chr9_93092698_93116805	5307	0.021708771	5.1332385	91	3.7748
chr21_17578173_17610311	5308	0.021708466	5.7720908	23	0.7157
chr11_128777295_128824145	5309	0.021707577	5.4624515	113	2.412
chr1_38191879_38217049	5310	0.021705734	4.8762345	3	0.1192
chr1_22631825_22704958	5311	0.021704748	4.5302911	88	1.2033
chr19_55891146_55913323	5312	0.021704168	3.4305126	25	1.1273
chr1_183929656_183962678	5313	0.021702703	5.1339464	43	1.3022
chr11_131885779_131915626	5314	0.021699557	6.0550011	25	0.8376
chr8_105581330_105663438	5315	0.021695003	6.0335788	3	0.0365
chr7_30844361_30898552	5316	0.021694869	5.5243018	157	2.8972
chr5_168446933_168476341	5317	0.021694777	4.867439	78	2.6523
chr6_11168196_11189385	5318	0.021693646	4.9369388	87	4.1059
chr12_55017827_55057615	5319	0.021689957	5.1833027	43	1.0807
chr1_153493087_153549476	5320	0.021682716	5.0934928	149	2.6424
chr1_222950680_223053672	5321	0.021681296	4.9467985	289	2.806
chr17_81558634_81663597	5322	0.021680656	4.7321271	602	5.7354
chr7_114357569_114650436	5323	0.021679921	5.5999027	303	1.0346
chr2_64072559_64144163	5324	0.021679422	7.0437791	143	1.9971
chr4_108737754_108844847	5325	0.021675864	5.0888792	203	1.8955
chr4_47495831_47542521	5326	0.021674877	5.2395824	137	2.9342
chr4_186265981_186312982	5327	0.021673298	3.9146001	107	2.2765
chr12_113040630_113087162	5328	0.021669675	4.7991979	112	2.4069
chr1_24121857_24141939	5329	0.021661189	4.725813	43	2.1412
chr17_48477981_48542926	5330	0.021659353	6.0579219	246	3.7878
chr19_54935154_54958916	5331	0.021659232	4.6924214	74	3.1142
chr3_119628553_119718284	5332	0.021657324	5.7931547	362	4.0343
chrX_100653526_100879810	5333	0.021655678	5.8010511	459	2.0284
chr11_4385249_4413958	5334	0.021654069	4.2768505	207	7.2103
chr13_46677602_46717980	5335	0.021653706	5.4126877	90	2.2289
chr22_31445105_31721546	5336	0.021652601	5.2295305	935	3.3823
chr1_205986871_206047913	5337	0.021651759	4.8663069	121	1.9822
chr17_48751020_48800520	5338	0.021649832	5.0072818	140	2.8283
chr17_77137374_77222164	5339	0.021649566	5.1662666	266	3.1372
chr9_132155262_132185763	5340	0.021649563	5.376526	55	1.8032
chr17_68380154_68431103	5341	0.021636015	5.1256039	75	1.4721
chr2_71784897_71806671	5342	0.021631303	5.2517393	2	0.0919
chr4_72989536_73323585	5343	0.021630559	5.1807572	199	0.5957
chr19_1115783_1191833	5344	0.021630506	4.4573301	213	2.8008
chr1_44546601_44597262	5345	0.021627419	6.0988817	121	2.3884
chr1_27872742_27946911	5346	0.021626286	4.9101727	313	4.2201
chr20_20188997_20213199	5347	0.021623557	5.660562	25	1.033
chr4_61979743_62001066	5348	0.021619847	5.2127907	0	0.0
chr18_56751328_56799725	5349	0.021619797	5.1744482	22	0.4546
chrX_49224768_49640514	5350	0.021619313	4.3059111	223	0.5364
chr5_33630993_33667535	5351	0.021618959	4.7758133	9	0.2463
chr15_88492860_88560085	5352	0.021618941	5.5967312	195	2.9007
chr1_18718383_18724413	5353	0.021614151	5.1269257	1	0.1658
chr17_82311794_82446036	5354	0.021612709	4.8287703	541	4.03
chr1_89948137_90033699	5355	0.021606165	5.9330647	45	0.5259
chr6_15366310_15519683	5356	0.02159876	5.0039838	231	1.5061
chr9_133621695_133646805	5357	0.021598301	3.7449066	63	2.509
chrX_119645822_119665627	5358	0.021593874	5.6981704	24	1.2118
chr6_106114033_106152368	5359	0.021590366	6.2622409	15	0.3913
chr19_18393600_18407593	5360	0.02158222	4.7820732	28	2.001
chr13_110869911_110925451	5361	0.021582043	5.0550307	194	3.493
chr16_4627189_4688250	5362	0.021579513	4.8187224	324	5.3062
chr12_94224520_94245761	5363	0.021577766	6.363082	48	2.2598
chr4_39160837_39390320	5364	0.021577488	5.0827732	461	2.0089
chr12_64034302_64096249	5365	0.021572204	5.877355	90	1.4529
chr4_42550320_42581425	5366	0.021572095	5.0409625	71	2.2826
chr7_44542744_44654298	5367	0.02156803	4.7865009	267	2.3935
chr17_17462085_17507897	5368	0.021566402	4.9392465	85	1.8554
chr19_57642228_57696017	5369	0.021565748	4.3009878	192	3.5695
chr2_62665306_63057778	5370	0.021563322	6.5663878	355	0.9045
chr12_70622560_70701787	5371	0.021562514	5.4762905	215	2.7137
chr20_57483062_57525106	5372	0.021556782	4.5302115	66	1.5698
chr17_11623272_11720550	5373	0.021553349	4.3222169	10	0.1028
chr2_58972712_58998664	5374	0.02155261	6.283011	1	0.0385
chr10_50248970_50272324	5375	0.021552339	5.5101698	94	4.025
chr7_139023036_139058046	5376	0.021546225	4.9700832	154	4.3987
chr19_51997889_52096035	5377	0.021546132	4.511195	349	3.5559
chr11_19230560_19288127	5378	0.021545909	5.3288483	107	1.8587
chr13_94555979_94641320	5379	0.021541033	4.9713765	185	2.1678
chr6_51961483_52119083	5380	0.021539763	5.3105148	50	0.3173
chr1_54540884_54549149	5381	0.0215366	6.0810248	22	2.6618
chr2_43221340_43332473	5382	0.021532758	6.4251904	215	1.9346
chr5_157766573_157871686	5383	0.021532383	5.9742012	253	2.4069
chr19_56646841_56680837	5384	0.021531945	4.0264299	147	4.324
chr17_68368212_68380154	5385	0.021520683	4.8783549	13	1.0886
chr11_30549800_30584312	5386	0.021519085	6.4576515	26	0.7534
chr10_93636159_93710442	5387	0.021516812	5.4665361	260	3.5001
chr5_149858559_149895788	5388	0.021515485	4.7907804	53	1.4236
chr8_31009750_31089687	5389	0.021512775	6.2279208	116	1.4511
chr5_76686396_76721121	5390	0.021511879	5.8157334	121	3.4845
chr18_6870822_6910848	5391	0.021511018	4.654895	73	1.8238
chr11_44072445_44270671	5392	0.021507438	5.3129909	344	1.7354
chr17_81409434_81442163	5393	0.021499791	5.0487839	84	2.5665
chr9_130310741_130338976	5394	0.021498141	4.7603322	29	1.0271
chr14_103549729_103721275	5395	0.021496664	4.7455565	392	2.2851
chr1_225306516_225366583	5396	0.021487117	4.428714	121	2.0144
chr14_52826589_52913124	5397	0.021478785	5.401838	135	1.5601
chr17_44986806_45001503	5398	0.021478306	5.8537093	45	3.0618
chr2_11745566_11800661	5399	0.021472003	4.5741356	118	2.1418
chr6_2783762_2798945	5400	0.021471382	4.9923738	41	2.7004
chr13_99871132_99903099	5401	0.021470058	5.52653	23	0.7195
chr14_68607138_68613349	5402	0.021467289	6.3807765	16	2.5761
chr1_26061134_26154619	5403	0.021465119	5.3265319	226	2.4175
chr3_170452352_170471717	5404	0.021464842	6.0972789	30	1.5492
chr11_117330381_117428557	5405	0.021461457	5.3714075	232	2.3631
chr14_94096919_94111816	5406	0.021458459	5.9539243	74	4.9674
chr5_137607787_137665030	5407	0.021458228	5.5771573	126	2.2011
chr1_109909068_109962041	5408	0.021457472	5.9017963	122	2.3031
chr5_149490529_149613041	5409	0.021453681	5.8686304	235	1.9182
chr8_3175940_3193593	5410	0.021450556	3.3059978	0	0.0
chr20_20401280_20431831	5411	0.021450471	5.7806102	43	1.4075
chr19_7249983_7269891	5412	0.021448664	4.7196095	15	0.7535
chr1_66307666_66336906	5413	0.021443228	5.9843545	19	0.6498
chr11_57381258_57445107	5414	0.021441213	5.2989328	171	2.6782
chr12_109677534_109735169	5415	0.021439519	5.4497885	193	3.3487
chr17_64135136_64185466	5416	0.021438506	5.8375124	142	2.8214
chr8_28658917_28763652	5417	0.021438233	5.165808	132	1.2603
chr5_81330678_81362354	5418	0.021435787	4.924183	42	1.3259
chr15_59215754_59269542	5419	0.021429811	5.3832212	105	1.9521
chr1_10424113_10583662	5420	0.021420797	5.9463222	435	2.7264
chr1_171772619_171836484	5421	0.021409745	5.1388401	235	3.6796
chr2_233660491_233718658	5422	0.021403889	4.9243803	209	3.5931
chr7_130146975_130229645	5423	0.021402363	5.4921057	149	1.8023
chr14_21205425_21283552	5424	0.021401052	4.806482	119	1.5232
chr15_90725532_90786060	5425	0.021400564	5.4569299	99	1.6356
chr5_31300582_31360513	5426	0.021396829	5.9314737	87	1.4517
chr1_40344186_40425466	5427	0.021395177	6.5475928	154	1.8947
chr10_62084405_62202116	5428	0.021394206	5.7433764	108	0.9175
chr6_43714942_43724415	5429	0.021394138	5.7530695	20	2.1113
chr22_20290948_20320756	5430	0.021392467	4.5380251	48	1.6103
chr1_202008183_202055040	5431	0.021391325	4.5539156	62	1.3232
chr1_40457519_40564815	5432	0.021389427	4.6937399	383	3.5696
chr3_30687352_30704449	5433	0.021387768	5.4673041	24	1.4038
chr6_16312826_16373579	5434	0.021387147	5.1740133	18	0.2963
chr5_158795789_158962434	5435	0.02138278	6.6237569	35	0.21
chr1_22411096_22540413	5436	0.021381566	5.5849092	198	1.5311
chr8_64522264_64586635	5437	0.021370907	4.9816337	69	1.0719
chr6_111528800_111612017	5438	0.021369832	6.6640617	236	2.836
chr9_15144200_15195324	5439	0.021366351	5.5250694	94	1.8387
chr22_32461834_32523211	5440	0.021359793	5.2759777	211	3.4378
chr1_243450446_243475916	5441	0.021358461	5.8337923	35	1.3742
chr15_36752984_36797068	5442	0.021353174	6.2435445	22	0.499
chr11_61902565_61944003	5443	0.021349164	4.6644323	93	2.2443
chr6_7838277_7916363	5444	0.021348257	4.8932643	225	2.8814
chr2_143509998_143610688	5445	0.021346046	6.6054756	58	0.576
chr10_13093123_13111363	5446	0.021345029	5.7439671	36	1.9737
chr15_52106698_52223326	5447	0.021341359	5.200881	414	3.5497
chr19_57316851_57352184	5448	0.021339824	4.0973252	186	5.2642
chr21_43994238_44254235	5449	0.021336144	4.2431636	257	0.9885
chrX_120199377_120269875	5450	0.021333939	6.4841783	120	1.7022
chr5_72381624_72465181	5451	0.021330748	5.5183305	111	1.3284
chr2_230039353_230078735	5452	0.021329541	4.5798033	100	2.5392
chr14_89137279_89193468	5453	0.021326831	5.6003794	10	0.178
chr21_18235226_18285924	5454	0.02132234	4.7995738	89	1.7555
chr7_87443189_87504631	5455	0.021320921	5.1393386	187	3.0435
chr15_55585693_55646468	5456	0.021319073	5.3222238	123	2.0239
chr8_106655565_106778479	5457	0.021315717	5.2772416	227	1.8468
chr15_51199402_51244815	5458	0.021315482	5.5399481	127	2.7966
chr13_110432031_110470785	5459	0.021296726	4.3416393	173	4.4641
chr17_6701867_6729682	5460	0.021295464	4.5512903	17	0.6112
chr2_159924415_159975540	5461	0.021294214	6.2608228	140	2.7384
chr2_233894209_233974736	5462	0.021288926	4.110743	36	0.4471
chr7_129137943_129196642	5463	0.021283724	5.6040803	155	2.6406
chr12_56703170_56840359	5464	0.021282076	5.3506926	298	2.1722
chr11_43532377_43578241	5465	0.021280307	5.8939229	47	1.0248
chr16_58031720_58111387	5466	0.021280246	4.7588732	213	2.6736
chr2_47148702_47206754	5467	0.021279772	6.424409	64	1.1025
chr19_5440576_5456919	5468	0.021273124	4.2116134	13	0.7954
chr1_32693175_32753819	5469	0.021271684	5.3826272	119	1.9623
chr10_75456367_75645652	5470	0.021265992	6.239566	332	1.754
chr22_31721546_31942200	5471	0.02126406	5.4411593	608	2.7554
chr2_15980218_15987760	5472	0.021258729	4.898371	0	0.0
chr14_34741837_34902473	5473	0.021255094	5.4905069	507	3.1562
chr10_76007332_76106905	5474	0.021250741	5.668549	21	0.2109
chr9_122157911_122187259	5475	0.021250738	5.3471963	58	1.9763
chr6_79981305_80094969	5476	0.021249765	4.9853227	381	3.352
chr1_66685502_66755704	5477	0.021248208	5.49821	168	2.3931
chr9_14416160_14437686	5478	0.021245625	6.0332128	8	0.3716
chr10_76238292_76298843	5479	0.0212438	5.8206533	42	0.6936
chr3_45868190_45963986	5480	0.021243058	4.9955635	243	2.5366
chr4_139500485_139552487	5481	0.021242773	5.5323537	84	1.6153
chr7_43853228_43972265	5482	0.021242695	4.9929994	380	3.1923
chr1_164769490_164829854	5483	0.021237824	4.925535	2	0.0331
chr12_3908729_3934219	5484	0.021237086	4.7514882	5	0.1962
chr11_118168026_118192764	5485	0.021235885	4.9231975	80	3.2339
chr19_34733565_34795416	5486	0.021228436	4.18184	186	3.0072
chr6_31084350_31137895	5487	0.02122825	4.8671785	733	13.6894
chr3_184764846_184781177	5488	0.021227522	6.4044338	19	1.1634
chr13_24304328_24338862	5489	0.021225459	4.839174	146	4.2277
chr16_24908478_25016128	5490	0.021220003	5.1125392	201	1.8672
chr19_33273772_33285306	5491	0.021212647	5.1164057	13	1.1271
chr1_53508463_53551019	5492	0.021203434	5.1923481	65	1.5274
chr10_122072931_122096282	5493	0.021198236	5.3156037	48	2.0556
chr16_9084815_9139743	5494	0.021197446	5.3609754	119	2.1665
chr8_3365605_3414684	5495	0.021190326	2.8884292	0	0.0
chr1_159764828_159783393	5496	0.021186821	5.3722167	42	2.2623
chr20_56451476_56540802	5497	0.021184575	4.2760282	212	2.3733
chr15_94325266_94379402	5498	0.021175065	4.7956951	119	2.1982
chr3_12819820_12874934	5499	0.021174293	4.9816509	164	2.9757
chr9_134831289_134848134	5500	0.021173444	3.8580611	2	0.1187
chr2_165677994_165792282	5501	0.021168743	5.5034007	155	1.3562
chr20_8726293_8795093	5502	0.021167636	4.7446342	12	0.1744
chr19_7923804_8045427	5503	0.021166501	4.8383061	339	2.7873
chr5_126565749_126642908	5504	0.02116409	4.6678664	187	2.4236
chr7_20397937_20441708	5505	0.021163175	5.9949719	48	1.0966
chr9_98713351_98831601	5506	0.021155743	5.0806178	201	1.6998
chr14_76851419_76867491	5507	0.021154803	4.5132966	22	1.3688
chr19_13837977_13867479	5508	0.021151108	5.4681995	50	1.6948
chr8_9116336_9142452	5509	0.021149232	5.3334335	90	3.4462
chr6_1504683_1524101	5510	0.021148762	4.7321822	53	2.7294
chr7_129768723_129794054	5511	0.021146685	5.0646387	61	2.4081
chr8_24936763_25007602	5512	0.021141838	4.317237	155	2.1881
chr14_68738534_68849490	5513	0.021140512	5.6353591	63	0.5678
chr12_26060289_26096266	5514	0.021133873	5.0445855	98	2.724
chr13_95030989_95078804	5515	0.02113005	4.948737	40	0.8366
chr8_22414482_22563483	5516	0.021129612	5.8335781	322	2.1611
chr11_35421411_35479930	5517	0.021127041	5.1726398	97	1.6576
chr12_42302643_42477804	5518	0.021125327	5.6754691	471	2.689
chr1_99874387_100330740	5519	0.021123998	4.997622	1286	2.818
chr3_133367390_133411625	5520	0.021122038	5.2706994	81	1.8311
chr2_200448074_200493700	5521	0.021120998	6.1650524	108	2.3671
chr15_59968520_60082855	5522	0.021113395	5.5811341	43	0.3761
chr12_111379563_111621753	5523	0.0211129	5.3132981	483	1.9943
chr6_133996144_134041792	5524	0.021110819	5.5165157	47	1.0296
chr17_11720550_11767102	5525	0.021109011	4.0537736	37	0.7948
chr19_3907559_3932245	5526	0.02110508	3.6761681	20	0.8102
chr1_220150847_220280832	5527	0.021104999	4.8265862	187	1.4386
chr16_21250364_21303291	5528	0.02110454	5.2214884	107	2.0217
chr8_101477476_101497571	5529	0.021099776	4.9307924	11	0.5474
chr20_3073870_3092371	5530	0.021097959	4.4935627	20	1.081
chr12_49209364_49278931	5531	0.021097168	5.7169496	134	1.9262
chr2_119137306_119179657	5532	0.021093559	4.2218083	75	1.7709
chr12_3567871_3602716	5533	0.021093414	4.5704949	30	0.861
chr19_33285306_33383834	5534	0.021090451	5.3914361	347	3.5218
chr17_30234442_30342060	5535	0.021090028	5.6524193	235	2.1836
chr2_177125021_177283742	5536	0.021087317	6.1988755	238	1.4995
chr3_150533258_150651364	5537	0.021082756	5.4201761	295	2.4978
chr14_32525508_32568657	5538	0.021081987	5.3832668	11	0.2549
chr1_85074108_85092165	5539	0.02108139	5.0278592	64	3.5443
chr20_2399750_2421049	5540	0.021080802	4.56304	21	0.986
chr7_98215969_98409496	5541	0.021080607	5.1101477	494	2.5526
chr22_29061153_29124422	5542	0.021074038	6.4215417	195	3.0821
chr2_230876701_230900807	5543	0.021073592	4.7887702	104	4.3143
chr15_50176635_50205655	5544	0.021065932	5.1986051	99	3.4114
chr16_57905094_57915320	5545	0.021057435	4.3497975	5	0.4889
chr5_96743683_96862776	5546	0.021056373	5.3456912	611	5.1304
chr5_36599283_36616304	5547	0.021052425	7.0841571	15	0.8813
chr20_16479142_16527435	5548	0.02105205	5.4760133	181	3.748
chr15_32702135_32734978	5549	0.02104964	6.0073622	95	2.8925
chr8_134558628_134637605	5550	0.021039881	4.4897317	166	2.1019
chr4_6007882_6029905	5551	0.021038611	4.2283837	1	0.0454
chr12_110862206_110921197	5552	0.021031457	4.7232586	138	2.3393
chr4_143416362_143486474	5553	0.02102826	5.4310059	82	1.1696
chr19_38234704_38296834	5554	0.021025806	5.549504	197	3.1708
chr11_115233452_115300300	5555	0.021022818	7.4246471	57	0.8527
chr2_96869496_96925933	5556	0.021020489	5.8546662	157	2.7819
chr22_24587296_24690767	5557	0.021020383	4.8691868	405	3.9141
chr10_104327754_104379323	5558	0.02102038	5.9016493	64	1.2411
chr1_16052154_16116736	5559	0.021012047	5.0422538	368	5.6982
