rank	avi_constraint_percentile	block_id	chrom	start	end	length_bp	avi_top1_fraction	avi_max	avi_top10_mean	avi_top1_count	avi_top1_per_kb	avi_top1_mean	avi_mean	n_scored
9963	74.5048	chr7_30692353_30706328	chr7	30692353	30706328	13975	0.013142516	35.85047	32.630806	551	39.427549	22.739123	4.6271076	41925
9964	74.5022	chr1_205490354_205518710	chr1	205490354	205518710	28356	0.013142427	35.08643	33.0337	1118	39.427282	22.117629	5.276574	85068
9965	74.4997	chr7_129976762_130049810	chr7	129976762	130049810	73048	0.013142044	60.2709	51.900332	2880	39.426131	25.195122	4.3473617	219144
9966	74.4971	chr6_43802413_43816466	chr6	43802413	43816466	14053	0.013140729	25.68607	24.946347	554	39.422187	21.636109	5.6165595	42159
9967	74.4945	chr20_37244792_37359615	chr20	37244792	37359615	114823	0.01313616	60.58911	46.968604	4525	39.408481	22.752179	5.5427572	344469
9968	74.492	chr11_115651876_115695826	chr11	115651876	115695826	43950	0.01313614	24.77339	24.350844	1732	39.408419	21.249244	5.1524723	131850
9969	74.4894	chr6_29972175_30106386	chr6	29972175	30106386	134211	0.013136032	57.61139	49.229824	5289	39.408096	24.229583	4.6646595	402633
9970	74.4869	chr1_157508733_157570833	chr1	157508733	157570833	62100	0.013134729	53.12106	43.20339	2447	39.404187	24.41279	4.1630209	186300
9971	74.4843	chr21_35137421_35151608	chr21	35137421	35151608	14187	0.01313409	31.16856	28.495803	559	39.40227	22.375152	4.9705395	42561
9972	74.4818	chr20_9302330_9387455	chr20	9302330	9387455	85125	0.013133627	57.35471	51.107151	3354	39.400881	25.367393	5.0864795	255375
9973	74.4792	chr9_3864491_3921435	chr9	3864491	3921435	56944	0.013129859	45.28638	43.201254	2243	39.389576	22.345648	6.0817516	170832
9974	74.4766	chr12_106118163_106132254	chr12	106118163	106132254	14091	0.013128948	31.42659	26.197629	555	39.386843	21.52353	5.5186172	42273
9975	74.4741	chr15_58172972_58208013	chr15	58172972	58208013	35041	0.013127479	43.77864	41.840345	1380	39.382438	25.38836	4.382957	105123
9976	74.4715	chr10_93517766_93579191	chr10	93517766	93579191	61425	0.01312712	46.34193	43.44645	2419	39.381359	24.35637	4.8462591	184275
9977	74.469	chr16_12867223_12926161	chr16	12867223	12926161	58938	0.013126789	51.95461	42.753626	2321	39.380366	24.218872	4.5934492	176814
9978	74.4664	chr2_46121739_46151477	chr2	46121739	46151477	29738	0.013125743	50.81946	42.717088	1171	39.377228	26.06936	5.4187876	89214
9979	74.4638	chr16_64898118_65101266	chr16	64898118	65101266	203148	0.013121796	63.28645	54.749051	7997	39.365389	24.277556	4.634512	609444
9980	74.4613	chr10_80159020_80253198	chr10	80159020	80253198	94178	0.013120545	57.74712	50.057823	3707	39.361634	24.828821	4.8707022	282534
9981	74.4587	chr7_40093445_40225911	chr7	40093445	40225911	132466	0.013120348	56.14706	51.419678	5214	39.361044	23.99266	5.2865793	397398
9982	74.4562	chrX_22034632_22104857	chrX	22034632	22104857	70225	0.013119734	54.79737	48.623504	2764	39.359203	24.021494	5.6324954	210675
9983	74.4536	chr3_154415472_154462632	chr3	154415472	154462632	47160	0.013118462	47.92175	43.078733	1856	39.355386	24.75141	4.1476168	141480
9984	74.451	chr1_90063323_90071886	chr1	90063323	90071886	8563	0.013118455	23.41861	23.24824	337	39.355366	21.463707	4.7546819	25689
9985	74.4485	chr5_94473019_94573085	chr5	94473019	94573085	100066	0.013118009	52.24134	45.716651	3938	39.354026	22.839471	5.7254075	300198
9986	74.4459	chr15_92407912_92440973	chr15	92407912	92440973	33061	0.013117167	59.44253	49.550735	1301	39.351502	24.712317	4.4776562	99183
9987	74.4434	chr12_15666866_15720615	chr12	15666866	15720615	53749	0.013116523	76.53637	57.249645	2115	39.349569	24.847535	5.6254848	161247
9988	74.4408	chr5_31853701_31869432	chr5	31853701	31869432	15731	0.013116352	31.71694	29.677486	619	39.349056	22.303975	5.4585594	47193
9989	74.4382	chr14_92940956_93019562	chr14	92940956	93019562	78606	0.013116047	51.54413	46.79446	3093	39.348141	24.935544	4.8268593	235818
9990	74.4357	chr2_31895334_32270402	chr2	31895334	32270402	375068	0.013115844	64.35919	54.125429	14758	39.347532	25.263542	4.9961097	1125204
9991	74.4331	chr2_25709899_25937071	chr2	25709899	25937071	227172	0.013113412	57.84502	54.942369	8937	39.340236	25.017365	5.1309541	681516
9992	74.4306	chr16_11975112_12060110	chr16	11975112	12060110	84998	0.013110112	65.82454	49.011615	3343	39.330337	24.481026	5.1527778	254994
9993	74.428	chr4_168298619_168416976	chr4	168298619	168416976	118357	0.013107238	64.71633	52.255136	4654	39.321713	24.845451	4.2438612	355071
9994	74.4254	chr3_125080513_125101978	chr3	125080513	125101978	21465	0.013106608	51.17266	44.506974	844	39.319823	24.454084	5.3185349	64395
9995	74.4229	chr6_106152368_106179281	chr6	106152368	106179281	26913	0.013103952	24.72592	24.608263	1058	39.311857	21.531006	5.7836449	80739
9996	74.4203	chr22_20258558_20274330	chr22	20258558	20274330	15772	0.01310339	34.54143	32.458655	620	39.31017	21.899002	5.3232753	47316
9997	74.4178	chr5_143237958_143423610	chr5	143237958	143423610	185652	0.013101574	86.73743	57.997069	7297	39.304721	24.303583	5.4769343	556956
9998	74.4152	chr3_150740756_150809486	chr3	150740756	150809486	68730	0.013099568	49.9776	43.828843	2701	39.298705	25.662443	4.9787514	206190
9999	74.4127	chr9_69118687_69224525	chr9	69118687	69224525	105838	0.013098635	55.3224	45.954825	4159	39.295905	23.297051	5.4245314	317514
10000	74.4101	chr1_212849020_212924714	chr1	212849020	212924714	75694	0.013096591	50.33829	47.131884	2974	39.289772	25.635693	4.5830464	227082
10001	74.4075	chr1_56713253_56732369	chr1	56713253	56732369	19116	0.013095487	49.5527	45.812211	751	39.286462	25.14597	4.740778	57348
10002	74.405	chr5_111665440_111762007	chr5	111665440	111762007	96567	0.013092809	50.08481	45.499258	3793	39.278428	22.07798	5.9474866	289701
10003	74.4024	chr17_11835840_11874923	chr17	11835840	11874923	39083	0.013091796	49.78158	44.911491	1535	39.275388	24.685833	4.3571488	117249
10004	74.3999	chr12_23688877_23770686	chr12	23688877	23770686	81809	0.013091469	55.39262	50.61753	3213	39.274407	23.114138	4.9627593	245427
10005	74.3973	chr5_55727911_55923086	chr5	55727911	55923086	195175	0.0130874	61.23279	54.355469	7663	39.262201	25.007556	4.7961761	585525
10006	74.3947	chr22_17143182_17189339	chr22	17143182	17189339	46157	0.013085772	53.49955	45.091129	1812	39.257317	24.987949	4.1513467	138471
10007	74.3922	chr18_22415768_22475991	chr18	22415768	22475991	60223	0.013084702	38.0458	35.261563	2364	39.254106	22.633498	5.1752433	180669
10008	74.3896	chr1_25187440_25412573	chr1	25187440	25412573	225133	0.013082637	74.57827	68.252204	8836	39.247911	24.929914	4.9470787	675399
10009	74.3871	chr20_22581800_22687871	chr20	22581800	22687871	106071	0.013082432	51.01731	41.882748	4163	39.247297	24.26763	3.8192343	318213
10010	74.3845	chr8_92483883_92541729	chr8	92483883	92541729	57846	0.013080709	28.87618	25.553889	2270	39.242126	21.384236	5.0177341	173538
10011	74.3819	chr7_20915751_21028951	chr7	20915751	21028951	113200	0.013080094	28.12415	26.461102	4442	39.240283	21.42147	4.7038536	339600
10012	74.3794	chr3_53600399_53706725	chr3	53600399	53706725	106326	0.013079272	55.22448	49.06253	4172	39.237816	25.542172	5.2762222	318978
10013	74.3768	chr4_139005976_139255812	chr4	139005976	139255812	249836	0.013077912	67.20675	52.573567	9802	39.233737	24.299639	5.0028735	749508
10014	74.3743	chr7_138713602_138730069	chr7	138713602	138730069	16467	0.013076658	47.3078	43.285421	646	39.229975	25.977238	4.1316412	49401
10015	74.3717	chr10_89627499_89854248	chr10	89627499	89854248	226749	0.013076133	65.27649	57.175042	8895	39.228398	25.121749	5.1790877	680247
10016	74.3691	chr7_83937303_84001262	chr7	83937303	84001262	63959	0.013076085	56.9251	48.991593	2509	39.228256	24.658764	5.1178936	191877
10017	74.3666	chr5_111437998_111486802	chr5	111437998	111486802	48804	0.013072699	51.27654	49.249217	1914	39.218097	26.786375	4.8382557	146412
10018	74.364	chr4_5750927_5769007	chr4	5750927	5769007	18080	0.013071534	53.42788	44.738785	709	39.214602	24.481213	4.7921127	54240
10019	74.3615	chr16_56643751_56664356	chr16	56643751	56664356	20605	0.013071261	37.92924	35.579587	808	39.213783	23.78383	4.7447731	61815
10020	74.3589	chr7_28460913_28516324	chr7	28460913	28516324	55411	0.013065998	55.62563	46.982106	2172	39.197993	23.465668	5.654784	166233
10021	74.3563	chr3_115662185_115692144	chr3	115662185	115692144	29959	0.013062296	51.93033	40.711826	1174	39.186889	23.965265	5.373408	89877
10022	74.3538	chr3_1300329_1332027	chr3	1300329	1332027	31698	0.013060761	50.12139	46.878761	1242	39.182283	25.722005	3.3925456	95094
10023	74.3512	chr8_89723040_89804838	chr8	89723040	89804838	81798	0.013060629	59.0432	48.435992	3205	39.181887	25.652933	4.9711122	245394
10024	74.3487	chr13_46764090_46855818	chr13	46764090	46855818	91728	0.013060352	64.11734	50.488418	3594	39.181057	25.644112	4.6303017	275184
10025	74.3461	chr4_140322434_140477803	chr4	140322434	140477803	155369	0.013059233	61.54835	56.128249	6087	39.1777	25.139407	4.8684777	466107
10026	74.3436	chr10_129045875_129071708	chr10	129045875	129071708	25833	0.013058233	26.17961	24.263682	1012	39.174699	21.33005	4.0779047	77499
10027	74.341	chr6_144138824_144193556	chr6	144138824	144193556	54732	0.013057565	41.28038	39.457506	2144	39.172696	23.610187	4.909689	164196
10028	74.3384	chr5_79937233_80008125	chr5	79937233	80008125	70892	0.013057421	62.64331	52.156575	2777	39.172262	24.703137	5.1986587	212676
10029	74.3359	chr15_92629842_92665228	chr15	92629842	92665228	35386	0.013056011	53.40084	46.103626	1386	39.168033	23.784761	5.253145	106158
10030	74.3333	chr14_53433720_53463671	chr14	53433720	53463671	29951	0.013054656	25.75989	24.482075	1173	39.163968	21.379077	5.2931691	89853
10031	74.3308	chr17_72218857_72249575	chr17	72218857	72249575	30718	0.013054235	24.75566	24.380152	1203	39.162706	21.360082	4.008663	92154
10032	74.3282	chr19_54339586_54365557	chr19	54339586	54365557	25971	0.013053021	52.70764	39.2036	1017	39.159062	24.036819	4.3912589	77913
10033	74.3256	chr11_18044362_18143140	chr11	18044362	18143140	98778	0.013052839	57.35471	50.416754	3868	39.158517	24.782744	4.8684147	296334
10034	74.3231	chr6_3710353_3762113	chr6	3710353	3762113	51760	0.013047398	63.33934	50.497327	2026	39.142195	24.846873	4.5949196	155280
10035	74.3205	chr13_31726989_31855218	chr13	31726989	31855218	128229	0.013044371	54.36725	50.329662	5018	39.133113	24.203835	4.5913595	384687
10036	74.318	chr8_19952184_20012752	chr8	19952184	20012752	60568	0.013043191	61.97708	53.760389	2370	39.129573	26.070531	4.0495466	181704
10037	74.3154	chr10_27192738_27278973	chr10	27192738	27278973	86235	0.013041882	68.35657	53.17682	3374	39.125645	25.136485	4.6784187	258705
10038	74.3128	chr10_86566256_86683294	chr10	86566256	86683294	117038	0.013035652	55.79258	47.063047	4577	39.106957	24.065862	4.565178	351114
10039	74.3103	chr4_15456801_15540574	chr4	15456801	15540574	83773	0.013035226	69.62413	63.862349	3276	39.105678	25.392229	4.4031427	251319
10040	74.3077	chr5_151136945_151180545	chr5	151136945	151180545	43600	0.013035168	51.27654	43.682472	1705	39.105505	24.329835	4.7999974	130800
10041	74.3052	chr4_154329863_154386890	chr4	154329863	154386890	57027	0.013034761	55.45793	47.488803	2230	39.104284	24.508125	4.2697991	171081
10042	74.3026	chr10_27857121_27965558	chr10	27857121	27965558	108437	0.013033682	55.70922	49.284533	4240	39.101045	25.00832	4.5626084	325311
10043	74.3	chr3_155851189_156016588	chr3	155851189	156016588	165399	0.01303313	67.11504	58.383536	6467	39.09939	26.448783	4.7762019	496197
10044	74.2975	chr5_168796676_168820641	chr5	168796676	168820641	23965	0.013032895	41.58114	39.333346	937	39.098686	24.226769	5.1368325	71895
10045	74.2949	chr1_147061959_147238135	chr1	147061959	147238135	176176	0.013032422	66.1674	55.890216	6888	39.097266	24.730764	4.5800238	528528
10046	74.2924	chr10_49652189_49697090	chr10	49652189	49697090	44901	0.013028663	52.42044	42.613869	1755	39.085989	24.910138	4.423819	134703
10047	74.2898	chr10_79115456_79139509	chr10	79115456	79139509	24053	0.013026788	35.80258	34.403633	940	39.080364	21.975816	5.7188111	72159
10048	74.2872	chr8_132465869_132487853	chr8	132465869	132487853	21984	0.013024624	45.84044	38.913194	859	39.073872	23.878258	4.3987574	65952
10049	74.2847	chr11_87295182_87354615	chr11	87295182	87354615	59433	0.013023068	64.67276	55.882567	2322	39.069204	25.900631	5.2701129	178299
10050	74.2821	chr11_102099831_102164975	chr11	102099831	102164975	65144	0.013022432	53.03398	45.572358	2545	39.067297	23.877739	5.2428101	195432
10051	74.2796	chr10_127873061_127883377	chr10	127873061	127883377	10316	0.013021843	54.2687	40.122056	403	39.065529	24.219965	3.863617	30948
10052	74.277	chr21_32437520_32497130	chr21	32437520	32497130	59610	0.01301795	58.18015	51.320271	2328	39.05385	24.221245	4.6554953	178830
10053	74.2745	chr14_52913124_52967034	chr14	52913124	52967034	53910	0.01301552	52.8326	45.262972	2105	39.046559	24.406649	5.4414405	161730
10054	74.2719	chr6_5057165_5089002	chr6	5057165	5089002	31837	0.013014208	37.49379	36.609479	1243	39.042623	24.05303	4.502348	95511
10055	74.2693	chr7_102088287_102152714	chr7	102088287	102152714	64427	0.013012143	56.59338	46.979021	2515	39.036429	23.613718	4.9251533	193281
10056	74.2668	chr2_206639259_206712557	chr2	206639259	206712557	73298	0.013010814	47.13294	43.778798	2861	39.032443	24.244496	4.5044066	219894
10057	74.2642	chr4_98960482_99064664	chr4	98960482	99064664	104182	0.013006086	58.78794	51.774538	4065	39.018257	25.483625	5.2870414	312546
10058	74.2617	chr1_233233492_233293875	chr1	233233492	233293875	60383	0.013005868	57.17876	50.288558	2356	39.017604	24.590605	4.6197612	181149
10059	74.2591	chr12_71929327_72016241	chr12	71929327	72016241	86914	0.013005193	54.01611	48.710546	3391	39.015579	24.962373	5.594726	260742
10060	74.2565	chr10_127120066_127214414	chr10	127120066	127214414	94348	0.013005045	68.24554	47.568442	3681	39.015135	24.597988	4.4914811	283044
10061	74.254	chr8_98917127_99813845	chr8	98917127	99813845	896718	0.01300446	61.64444	57.471616	34984	39.01338	23.723126	5.5475046	2690154
10062	74.2514	chr4_146547078_146670215	chr4	146547078	146670215	123137	0.012999071	39.98197	38.636174	4802	38.997214	23.419202	5.0136677	369411
10063	74.2489	chr13_32089035_32130116	chr13	32089035	32130116	41081	0.01299871	48.27285	43.281807	1602	38.99613	24.416549	5.0682922	123243
10064	74.2463	chr5_83419333_83495526	chr5	83419333	83495526	76193	0.012997694	51.78075	48.361001	2971	38.993083	23.989318	5.1230749	228579
10065	74.2437	chr1_58470712_58588097	chr1	58470712	58588097	117385	0.012997118	53.0698	49.485638	4577	38.991353	24.915944	5.2890478	352155
10066	74.2412	chr7_36292173_36313670	chr7	36292173	36313670	21497	0.012994061	50.33829	42.350979	838	38.982184	25.252735	4.3138327	64491
10067	74.2386	chr7_20116690_20216082	chr7	20116690	20216082	99392	0.012992327	69.80549	52.067762	3874	38.97698	24.547182	5.3389115	298176
10068	74.2361	chr14_69629760_69736355	chr14	69629760	69736355	106595	0.012986851	51.71553	45.954666	4153	38.960552	23.18787	6.2994074	319785
10069	74.2335	chr2_173039072_173137180	chr2	173039072	173137180	98108	0.012985689	49.11134	46.442424	3822	38.957068	22.891869	6.1230445	294324
10070	74.2309	chr8_95100249_95163968	chr8	95100249	95163968	63719	0.012984092	50.2814	45.97614	2482	38.952275	25.231523	5.9747162	191157
10071	74.2284	chr11_119706201_119746929	chr11	119706201	119746929	40728	0.012980423	40.07738	36.691318	1586	38.941269	21.7757	5.7242728	122184
10072	74.2258	chr18_13424990_13450235	chr18	13424990	13450235	25245	0.012979468	47.69507	41.366065	983	38.938404	23.314316	5.2940311	75735
10073	74.2233	chr11_43933706_43939485	chr11	43933706	43939485	5779	0.012978024	25.07248	24.189623	225	38.934072	21.754574	5.2342886	17337
10074	74.2207	chr18_76385569_76500356	chr18	76385569	76500356	114787	0.012974756	58.5663	40.858828	4468	38.924268	23.8356	4.1564337	344361
10075	74.2182	chr12_11818517_11850222	chr12	11818517	11850222	31705	0.012973769	54.34173	47.33185	1234	38.921306	24.026151	5.592029	95115
10076	74.2156	chr1_33780621_33789100	chr1	33780621	33789100	8479	0.012973228	61.08796	47.916945	330	38.919684	25.582777	3.9792804	25437
10077	74.213	chr8_116632807_116805017	chr8	116632807	116805017	172210	0.012972534	66.9349	56.931475	6702	38.917601	24.637185	5.4236357	516630
10078	74.2105	chr3_32646021_32806501	chr3	32646021	32806501	160480	0.012971502	60.16725	54.7936	6245	38.914506	25.553398	4.211534	481440
10079	74.2079	chr2_100272924_100432653	chr2	100272924	100432653	159729	0.012969884	57.77065	53.076421	6215	38.909653	24.638845	4.5067523	479187
10080	74.2054	chr6_127118752_127221969	chr6	127118752	127221969	103217	0.01296944	64.48883	49.54421	4016	38.908319	23.613483	5.5417709	309651
10081	74.2028	chr1_65589312_65705318	chr1	65589312	65705318	116006	0.012964847	57.67873	52.232877	4512	38.89454	25.358021	4.3821998	348018
10082	74.2002	chr9_132530925_132569061	chr9	132530925	132569061	38136	0.01296238	40.26524	38.450037	1483	38.887141	22.294518	4.2622772	114408
10083	74.1977	chr6_127942289_127976466	chr6	127942289	127976466	34177	0.012961933	59.37799	46.573496	1329	38.8858	24.92043	4.7564254	102531
10084	74.1951	chr6_150858542_150892463	chr6	150858542	150892463	33921	0.012961489	55.34343	48.856246	1319	38.884467	24.63751	4.79682	101763
10085	74.1926	chr15_49808875_49900873	chr15	49808875	49900873	91998	0.012960427	56.21455	49.105925	3577	38.88128	24.669616	5.3235283	275994
10086	74.19	chr10_96652043_96701581	chr10	96652043	96701581	49538	0.012959748	54.2687	48.781167	1926	38.879244	23.026534	5.8404447	148614
10087	74.1874	chr9_132469518_132509090	chr9	132469518	132509090	39572	0.012955288	52.9803	40.670916	1538	38.865865	22.466208	4.1657719	118716
10088	74.1849	chr10_7864496_8023004	chr10	7864496	8023004	158508	0.012954131	47.40119	43.118111	6160	38.862392	23.787698	5.1254321	475524
10089	74.1823	chr18_3541943_3582497	chr18	3541943	3582497	40554	0.012953922	50.10394	46.220164	1576	38.861765	24.378109	4.4378756	121662
10090	74.1798	chr22_43304000_43349923	chr22	43304000	43349923	45923	0.012949212	47.46683	40.830532	1784	38.847636	23.295666	4.5122017	137769
10091	74.1772	chr3_64011824_64080723	chr3	64011824	64080723	68899	0.012946487	65.4805	51.557245	2676	38.839461	26.216737	4.2460435	206697
10092	74.1746	chr8_27405657_27429810	chr8	27405657	27429810	24153	0.012945252	51.18753	46.983725	938	38.835755	26.198191	4.860195	72459
10093	74.1721	chr7_4960797_5091511	chr7	4960797	5091511	130714	0.012944291	49.60188	42.988951	5076	38.832872	24.548552	4.3320055	392142
10094	74.1695	chr16_10156011_10195881	chr16	10156011	10195881	39870	0.012942062	45.50817	39.596947	1548	38.826185	23.203766	4.7103294	119610
10095	74.167	chr13_73359606_73377430	chr13	73359606	73377430	17824	0.012941352	24.8563	24.104958	692	38.824057	21.322973	5.5216772	53472
10096	74.1644	chr1_234704933_234742694	chr1	234704933	234742694	37761	0.012941041	25.00004	24.584528	1466	38.823124	21.442984	5.3497215	113283
10097	74.1618	chr18_55812975_55903906	chr18	55812975	55903906	90931	0.012940215	28.61961	24.857743	3530	38.820644	21.286889	5.5238258	272793
10098	74.1593	chr2_239029251_239082428	chr2	239029251	239082428	53177	0.012937924	53.17293	43.323247	2064	38.813773	24.753422	3.7226717	159531
10099	74.1567	chr15_78814506_78924987	chr15	78814506	78924987	110481	0.012937368	63.21871	55.555394	4288	38.812103	26.208954	4.5696991	331443
10100	74.1542	chr2_240786220_240836158	chr2	240786220	240836158	49938	0.012936041	54.20075	46.973019	1938	38.808122	25.643992	3.6913287	149814
10101	74.1516	chr9_121606395_121648114	chr9	121606395	121648114	41719	0.012935753	25.77356	25.256851	1619	38.807258	21.677721	5.5770038	125157
10102	74.1491	chr8_123477610_123505235	chr8	123477610	123505235	27625	0.012935143	58.36387	45.978082	1072	38.80543	24.167403	5.3081323	82875
10103	74.1465	chr7_16614845_16643896	chr7	16614845	16643896	29051	0.012931282	61.08796	48.625217	1127	38.793845	26.369104	5.1548959	87153
10104	74.1439	chr5_142232061_142263101	chr5	142232061	142263101	31040	0.012929553	25.33181	25.108487	1204	38.78866	21.542093	4.9338185	93120
10105	74.1414	chr9_87869294_87974101	chr9	87869294	87974101	104807	0.012928526	64.11734	47.553164	4065	38.785577	24.86563	4.3395592	314421
10106	74.1388	chr5_7875194_7943241	chr5	7875194	7943241	68047	0.012927339	58.84612	50.390134	2639	38.782018	25.489451	3.6957077	204141
10107	74.1363	chr1_175138690_175196219	chr1	175138690	175196219	57529	0.012926814	42.64069	40.860926	2231	38.780441	23.979447	5.300895	172587
10108	74.1337	chr2_68350529_68429984	chr2	68350529	68429984	79455	0.012925555	57.55349	52.066253	3081	38.776666	24.943644	4.9705564	238365
10109	74.1311	chr16_42277286_46949080	chr16	42277286	46949080	4671794	0.012924629	66.04676	59.289556	22039	4.7174597	25.491972	4.2263801	1705194
10110	74.1286	chr10_80253198_80378044	chr10	80253198	80378044	124846	0.012922587	69.84496	54.083272	4840	38.767762	25.441531	4.3335071	374538
10111	74.126	chr22_24704235_24748945	chr22	24704235	24748945	44710	0.012920301	44.04747	40.113649	1733	38.760904	24.861235	4.0786566	134130
10112	74.1235	chr7_26389528_26446188	chr7	26389528	26446188	56660	0.012919167	29.92491	27.310014	2196	38.757501	21.305175	6.0287354	169980
10113	74.1209	chr3_72905664_72991364	chr3	72905664	72991364	85700	0.012917153	71.09441	54.522687	3321	38.751459	25.638657	5.0305545	257100
10114	74.1183	chr14_72418408_72494151	chr14	72418408	72494151	75743	0.012916485	55.5871	51.69736	2935	38.749455	24.884894	4.7890472	227229
10115	74.1158	chr1_32984662_33073363	chr1	32984662	33073363	88701	0.012916051	61.26896	54.935841	3437	38.748154	24.197765	5.8690278	266103
10116	74.1132	chr11_86359963_86396768	chr11	86359963	86396768	36805	0.012914912	51.20083	46.259787	1426	38.744736	24.597492	5.2010564	110415
10117	74.1107	chr15_31522264_31545210	chr15	31522264	31545210	22946	0.012914379	58.76749	48.230836	889	38.743136	27.512947	4.0093835	68838
10118	74.1081	chr16_81859590_81883494	chr16	81859590	81883494	23904	0.012912762	63.51835	49.899457	926	38.738286	25.189664	4.2200706	71712
10119	74.1055	chr2_109502546_109639734	chr2	109502546	109639734	137188	0.012911722	59.7804	52.597197	5314	38.735166	25.024545	4.8388428	411564
10120	74.103	chr7_38684457_38853722	chr7	38684457	38853722	169265	0.012908753	64.48883	57.51228	6555	38.726258	25.592109	4.8270609	507795
10121	74.1004	chr6_73072653_73096413	chr6	73072653	73096413	23760	0.012906846	57.46051	48.979532	920	38.720539	27.863469	5.3477331	71280
10122	74.0979	chr16_80676826_80707691	chr16	80676826	80707691	30865	0.012905664	54.99204	41.834188	1195	38.716993	24.464439	4.468788	92595
10123	74.0953	chr2_29232901_29261235	chr2	29232901	29261235	28334	0.012905579	51.53008	44.709094	1097	38.716736	25.353119	4.7370766	85002
10124	74.0927	chr4_699834_803976	chr4	699834	803976	104142	0.012905456	66.31256	53.702436	4032	38.716368	25.280448	4.3588203	312426
10125	74.0902	chr2_206474866_206569780	chr2	206474866	206569780	94914	0.012902909	56.80657	52.996104	3674	38.708726	25.091057	5.3863084	284742
10126	74.0876	chr2_40103830_40161217	chr2	40103830	40161217	57387	0.012900715	49.49265	45.35883	2221	38.702145	26.073061	5.407849	172161
10127	74.0851	chr19_6004094_6126787	chr19	6004094	6126787	122693	0.012899405	55.26404	49.876612	4748	38.698214	23.965151	4.5447864	368079
10128	74.0825	chr4_140028517_140059268	chr4	140028517	140059268	30751	0.01289931	29.86808	26.354464	1190	38.697929	21.536216	5.8290427	92253
10129	74.08	chrX_150508254_150769761	chrX	150508254	150769761	261507	0.012898316	58.92619	54.429542	10119	38.694949	25.267378	4.7313753	784521
10130	74.0774	chr3_87183303_87322443	chr3	87183303	87322443	139140	0.01289828	54.42147	49.812651	5384	38.69484	24.609711	4.6291431	417420
10131	74.0748	chr8_11611407_11636169	chr8	11611407	11636169	24762	0.012896104	28.10505	25.951046	958	38.688313	21.745655	4.0687048	74286
10132	74.0723	chr16_4902193_4949391	chr16	4902193	4949391	47198	0.012896027	56.52422	44.933503	1826	38.68808	23.486606	4.7490122	141594
10133	74.0697	chr9_105903066_105990306	chr9	105903066	105990306	87240	0.01289164	26.01351	25.486569	3374	38.67492	21.303467	5.6398274	261720
10134	74.0672	chr14_96406962_96502267	chr14	96406962	96502267	95305	0.012888446	57.86757	51.145145	3685	38.665338	24.851062	4.6856351	285915
10135	74.0646	chr16_52478366_52617802	chr16	52478366	52617802	139436	0.012887633	48.93312	40.027977	5391	38.662899	21.555827	5.1095839	418308
10136	74.062	chr7_101803627_101854969	chr7	101803627	101854969	51342	0.012887435	52.47324	39.262209	1985	38.662304	21.715559	5.7309533	154026
10137	74.0595	chr11_74734654_74986878	chr11	74734654	74986878	252224	0.012885372	58.25699	54.83208	9750	38.656115	25.045183	5.7349384	756672
10138	74.0569	chr2_131217834_131403731	chr2	131217834	131403731	185897	0.012885272	42.73249	40.084355	7186	38.655815	22.313671	4.3252887	557691
10139	74.0544	chr3_125429792_125519255	chr3	125429792	125519255	89463	0.012884284	55.75533	50.283764	3458	38.652851	25.879964	5.0104752	268389
10140	74.0518	chrX_23793036_24023601	chrX	23793036	24023601	230565	0.012882846	55.5871	47.786879	8911	38.648537	24.401686	5.559217	691695
10141	74.0492	chr12_47233162_47270628	chr12	47233162	47270628	37466	0.012882792	43.61706	41.029381	1448	38.648375	24.989951	4.6482392	112398
10142	74.0467	chr3_171846457_171865321	chr3	171846457	171865321	18864	0.012881679	37.59586	36.104653	729	38.645038	22.769199	5.1620789	56592
10143	74.0441	chr16_2305446_2381239	chr16	2305446	2381239	75793	0.012881577	58.10943	48.846211	2929	38.64473	24.405783	4.1776225	227379
10144	74.0416	chr18_5834015_5893983	chr18	5834015	5893983	59968	0.012879091	47.06209	41.090676	2317	38.637273	24.494564	4.0794119	179904
10145	74.039	chrX_123181717_123220495	chrX	123181717	123220495	38778	0.012876717	42.28795	38.96304	1498	38.630151	23.054096	6.5070471	116334
10146	74.0364	chr10_69878230_69890138	chr10	69878230	69890138	11908	0.012876498	45.66586	38.557206	460	38.629493	25.490126	4.8423692	35724
10147	74.0339	chr7_73886689_73921049	chr7	73886689	73921049	34360	0.012873496	26.63475	25.180002	1327	38.620489	21.521581	4.4266904	103080
10148	74.0313	chr4_48340665_48474522	chr4	48340665	48474522	133857	0.012869455	65.27649	50.123608	5168	38.608366	24.175273	5.2614037	401571
10149	74.0288	chr9_130182373_130234178	chr9	130182373	130234178	51805	0.012868771	47.52051	44.867558	2000	38.606312	25.438031	4.5511778	155415
10150	74.0262	chr21_33216189_33278486	chr21	33216189	33278486	62297	0.012868463	58.16721	49.113185	2405	38.60539	25.225521	5.2533731	186891
10151	74.0236	chr1_18732251_18779086	chr1	18732251	18779086	46835	0.012867869	44.90763	40.664783	1808	38.603608	22.316794	3.7626769	140505
10152	74.0211	chr4_125346433_125445779	chr4	125346433	125445779	99346	0.012867487	48.3539	43.565218	3835	38.60246	24.366124	4.366173	298038
10153	74.0185	chr20_11218707_11262980	chr20	11218707	11262980	44273	0.012867135	26.1874	25.703387	1709	38.601405	21.411623	5.3049249	132819
