block_id	chrom	start	end	length_bp	n_positions	n_variant_alleles	n_scored	n_missing_avi	avi_max	avi_top10_mean	avi_top1_count	avi_top1_fraction	avi_top1_per_kb	avi_top1_mean	avi_mean
chr5_77158734_77175559	chr5	77158734	77175559	16825	16825	50475	50475	0	26.68429	25.696642	351	0.0069539376	20.861813	21.770685	5.2392051
chr5_77175559_77203518	chr5	77175559	77203518	27959	27959	83877	83877	0	35.48405	34.330119	278	0.003314377	9.943131	22.891371	4.8581537
chr5_77203518_77216593	chr5	77203518	77216593	13075	13075	39225	39225	0	42.75408	38.069666	815	0.020777565	62.332696	22.857396	6.5461532
chr5_77216593_77273444	chr5	77216593	77273444	56851	56851	170553	170553	0	24.904	24.124369	287	0.0016827614	5.0482841	21.345812	4.794312
chr5_77273444_77381688	chr5	77273444	77381688	108244	108244	324732	324732	0	60.98166	52.068417	3062	0.009429314	28.287942	24.464623	4.9111746
chr5_77381688_77424922	chr5	77381688	77424922	43234	43234	129702	129702	0	59.93297	53.607772	3115	0.024016592	72.049776	26.382756	5.4599761
chr5_77424922_77517106	chr5	77424922	77517106	92184	92184	276552	276552	0	63.01174	52.895359	3901	0.014105846	42.317539	25.657548	5.3814221
chr5_77517106_77594997	chr5	77517106	77594997	77891	77891	233673	233673	0	25.6595	25.611051	1315	0.0056275222	16.882567	21.375385	4.8117505
chr5_77594997_77653933	chr5	77594997	77653933	58936	58936	176808	176808	0	45.89515	41.408303	5733	0.032425003	97.27501	22.919445	6.5859136
chr5_77653933_77785416	chr5	77653933	77785416	131483	131483	394449	394449	0	64.89517	48.969269	2840	0.0071999168	21.599751	22.578659	5.2444473
chr5_77785416_77832880	chr5	77785416	77832880	47464	47464	142392	142392	0	23.10903	22.054293	237	0.0016644193	4.993258	20.994144	4.6075498
chr5_77832880_77844830	chr5	77832880	77844830	11950	11950	35850	35850	0	24.86817	23.176845	715	0.019944212	59.832636	21.247196	6.4841729
chr5_77844830_77879402	chr5	77844830	77879402	34572	34572	103716	103716	0	25.43834	24.763777	4506	0.043445563	130.33669	21.328734	7.4339366
chr5_77879402_77908775	chr5	77879402	77908775	29373	29373	88119	88119	0	25.02419	23.599658	497	0.0056401003	16.920301	21.18569	4.8578674
chr5_77908775_77928317	chr5	77908775	77928317	19542	19542	58626	58626	0	22.96019	22.664472	460	0.007846348	23.539044	21.137294	5.0853422
chr5_77928317_77983048	chr5	77928317	77983048	54731	54731	164193	164193	0	27.24608	25.492476	3026	0.018429531	55.288593	21.269365	5.3993862
chr5_77983048_78328404	chr5	77983048	78328404	345356	345356	1036068	1036068	0	67.77802	53.656009	16308	0.01574028	47.220839	23.447371	5.4864124
chr5_78328404_78520604	chr5	78328404	78520604	192200	192200	576600	576600	0	56.9727	48.422379	5406	0.0093756504	28.126951	25.145397	5.0570533
chr5_78520604_78638915	chr5	78520604	78638915	118311	118311	354933	354933	0	34.84096	33.484536	2698	0.0076014346	22.804304	21.633398	5.7926873
chr5_78638915_78661589	chr5	78638915	78661589	22674	22674	68022	68022	0	32.03883	29.738785	600	0.0088206757	26.462027	21.779822	6.4057509
chr5_78661589_78695745	chr5	78661589	78695745	34156	34156	102468	102468	0	25.28207	24.599248	384	0.0037475114	11.242534	21.473541	5.0691351
chr5_78695745_78724343	chr5	78695745	78724343	28598	28598	85794	85794	0	25.76676	25.018743	526	0.0061309649	18.392895	21.638875	4.9775213
chr5_78724343_78740321	chr5	78724343	78740321	15978	15978	47934	47934	0	23.26349	22.703629	129	0.0026912004	8.0736012	21.24184	4.7739916
chr5_78740321_78765317	chr5	78740321	78765317	24996	24996	74988	74988	0	23.91963	23.278821	253	0.0033738732	10.121619	21.234264	4.9186472
chr5_78765317_78777422	chr5	78765317	78777422	12105	12105	36315	36315	0	23.40846	23.04151	133	0.0036623985	10.987195	21.196558	4.9448377
chr5_78777422_78817403	chr5	78777422	78817403	39981	39981	119943	119943	0	53.16322	44.19531	1216	0.010138149	30.414447	23.393427	5.7321483
chr5_78817403_78830458	chr5	78817403	78830458	13055	13055	39165	39165	0	25.73288	23.338196	102	0.0026043661	7.8130984	20.938545	5.6311774
chr5_78830458_78922002	chr5	78830458	78922002	91544	91544	274632	274632	0	42.66338	40.82961	1417	0.0051596318	15.478895	23.560408	4.9617271
chr5_78922002_78976391	chr5	78922002	78976391	54389	54389	163167	163167	0	69.38659	49.72304	1529	0.0093707674	28.112302	24.566922	5.2138855
chr5_78976391_79042769	chr5	78976391	79042769	66378	66378	199134	199134	0	53.35046	49.700834	3945	0.019810781	59.432342	25.234428	5.2793611
chr5_79042769_79069021	chr5	79042769	79069021	26252	26252	78756	78756	0	57.24358	51.327964	1861	0.023629946	70.889837	26.358901	4.8369855
chr5_79069021_79115999	chr5	79069021	79115999	46978	46978	140934	140934	0	55.89573	51.161697	2690	0.019086949	57.260846	24.976209	5.4198578
chr5_79115999_79351443	chr5	79115999	79351443	235444	235444	706332	706332	0	61.01265	52.393112	8681	0.012290254	36.870763	25.70572	4.8241589
chr5_79351443_79376740	chr5	79351443	79376740	25297	25297	75891	75891	0	47.81109	42.24074	815	0.010739086	32.217259	22.806616	4.9743436
chr5_79376740_79479471	chr5	79376740	79479471	102731	102731	308193	308193	0	62.64331	50.635603	2381	0.0077256784	23.177035	26.031216	5.1025115
chr5_79479471_79561798	chr5	79479471	79561798	82327	82327	246981	246981	0	46.53363	37.416928	1449	0.0058668481	17.600544	21.750813	5.3758955
chr5_79561798_79687555	chr5	79561798	79687555	125757	125757	377271	377271	0	64.94102	54.162832	4306	0.011413546	34.240639	25.417923	5.2056462
chr5_79687555_79713149	chr5	79687555	79713149	25594	25594	76782	76782	0	42.40575	37.013633	573	0.0074626866	22.38806	22.430257	5.250269
chr5_79713149_79752739	chr5	79713149	79752739	39590	39590	118770	118770	0	55.39262	46.377982	6439	0.054214027	162.64208	25.716867	7.4674731
chr5_79752739_79775958	chr5	79752739	79775958	23219	23219	69657	69657	0	59.9136	50.933906	1538	0.022079619	66.238856	24.59352	6.4393925
chr5_79775958_79791479	chr5	79775958	79791479	15521	15521	46563	46563	0	63.17756	45.477933	587	0.012606576	37.819728	24.84728	5.7393889
chr5_79791479_79836361	chr5	79791479	79836361	44882	44882	134646	134646	0	43.88197	41.889461	1340	0.0099520223	29.856067	24.025169	5.0116363
chr5_79836361_79841969	chr5	79836361	79841969	5608	5608	16824	16824	0	23.77272	22.91032	134	0.0079648122	23.894437	20.99254	5.6840742
chr5_79841969_79855172	chr5	79841969	79855172	13203	13203	39609	39609	0	25.5866	24.486443	211	0.0053270721	15.981216	21.312061	4.6254032
chr5_79855172_79937233	chr5	79855172	79937233	82061	82061	246183	246183	0	25.7531	24.595028	412	0.0016735518	5.0206554	21.150043	4.2253505
chr5_79937233_80008125	chr5	79937233	80008125	70892	70892	212676	212676	0	62.64331	52.156575	2777	0.013057421	39.172262	24.703137	5.1986587
chr5_80008125_80097321	chr5	80008125	80097321	89196	89196	267588	267588	0	68.3791	56.699483	6967	0.026036295	78.108884	25.947219	5.5347858
chr5_80097321_80107191	chr5	80097321	80107191	9870	9870	29610	29610	0	22.07628	21.434336	21	0.00070921986	2.1276596	20.817776	4.0297925
chr5_80107191_80192370	chr5	80107191	80192370	85179	85179	255537	255537	0	50.5025	45.777871	2925	0.011446483	34.33945	24.840308	5.1564696
chr5_80192370_80252660	chr5	80192370	80252660	60290	60290	180870	180870	0	38.68781	35.806879	863	0.0047713828	14.314148	22.619775	4.9024536
chr5_80252660_80322228	chr5	80252660	80322228	69568	69568	208704	208704	0	47.28809	39.325468	901	0.004317119	12.951357	24.262894	4.0871836
chr5_80322228_80397962	chr5	80322228	80397962	75734	75734	227202	227202	0	25.22009	23.474502	535	0.0023547328	7.0641984	21.124116	3.9843086
chr5_80397962_80553614	chr5	80397962	80553614	155652	155652	466956	466956	0	68.88215	52.916615	7817	0.016740335	50.221006	25.483149	5.2771952
chr5_80553614_80597541	chr5	80553614	80597541	43927	43927	131781	131781	0	42.01148	39.882545	2252	0.017088958	51.266875	24.522142	4.8744623
chr5_80597541_80798145	chr5	80597541	80798145	200604	200604	601812	601812	0	58.33186	51.425523	5972	0.0099233648	29.770094	25.250279	4.9653986
chr5_80798145_80915755	chr5	80798145	80915755	117610	117610	352830	352830	0	53.81995	45.766076	1561	0.004424227	13.272681	25.564368	4.4639882
chr5_80915755_80982743	chr5	80915755	80982743	66988	66988	200964	200964	0	56.80657	41.758792	1187	0.0059065305	17.719592	23.917805	4.6527126
chr5_80982743_81001888	chr5	80982743	81001888	19145	19145	57435	57435	0	31.53626	29.479905	157	0.0027335249	8.2005746	22.390346	4.8801701
chr5_81001888_81026412	chr5	81001888	81026412	24524	24524	73572	73572	0	34.48428	27.804129	201	0.0027320176	8.1960528	22.142868	4.830495
chr5_81026412_81069982	chr5	81026412	81069982	43570	43570	130710	130710	0	51.63903	48.920615	841	0.0064340907	19.302272	25.458741	4.8771743
chr5_81069982_81115439	chr5	81069982	81115439	45457	45457	136371	136371	0	56.1248	52.906163	4678	0.034303481	102.91044	26.055193	5.4843143
chr5_81115439_81141460	chr5	81115439	81141460	26021	26021	78063	78063	0	44.64912	39.514126	496	0.0063538424	19.061527	23.94309	4.5121078
chr5_81141460_81152727	chr5	81141460	81152727	11267	11267	33801	33801	0	23.90651	23.666593	58	0.0017159256	5.1477767	21.660049	5.0660346
chr5_81152727_81176949	chr5	81152727	81176949	24222	24222	72666	72666	0	25.32561	23.1256	93	0.0012798283	3.8394848	21.182764	4.703997
chr5_81176949_81186742	chr5	81176949	81186742	9793	9793	29379	29379	0	40.14174	38.139484	252	0.0085775554	25.732666	26.333078	4.7787901
chr5_81186742_81207777	chr5	81186742	81207777	21035	21035	63105	63105	0	54.91725	41.025833	645	0.01022106	30.66318	24.824001	4.5240705
chr5_81207777_81330678	chr5	81207777	81330678	122901	122901	368703	368703	0	64.16846	52.768472	6910	0.018741372	56.224115	26.170756	5.0719152
chr5_81330678_81362354	chr5	81330678	81362354	31676	31676	95028	95028	0	53.61354	49.868988	2037	0.021435787	64.307362	24.955807	4.924183
chr5_81362354_81427639	chr5	81362354	81427639	65285	65285	195855	195855	0	54.38007	45.036341	1563	0.0079803937	23.941181	23.830881	4.6677021
chr5_81427639_81640744	chr5	81427639	81640744	213105	213105	639315	639315	0	62.37977	53.844935	3607	0.0056419762	16.925929	25.862723	4.9436175
chr5_81640744_81709523	chr5	81640744	81709523	68779	68779	206337	206337	0	42.93644	39.259705	358	0.0017350257	5.2050771	25.69003	4.7210701
chr5_81709523_81766514	chr5	81709523	81766514	56991	56991	170973	170973	0	40.89647	36.63996	1466	0.0085744533	25.72336	22.044085	5.7165373
chr5_81766514_81799311	chr5	81766514	81799311	32797	32797	98391	98391	0	27.84495	26.541414	967	0.0098281347	29.484404	21.39848	6.2164079
chr5_81799311_81882704	chr5	81799311	81882704	83393	83393	250179	250179	0	27.12447	25.610361	2233	0.0089256093	26.776828	21.338266	5.6081862
chr5_81882704_81953018	chr5	81882704	81953018	70314	70314	210942	210942	0	24.37544	23.472583	565	0.0026784614	8.0353841	21.210937	4.5098599
chr5_81953018_82321734	chr5	81953018	82321734	368716	368716	1106148	1106148	0	58.13021	53.064834	7197	0.0065063626	19.519088	23.455459	5.4097509
chr5_82321734_82390805	chr5	82321734	82390805	69071	69071	207213	207213	0	25.7531	24.881529	1157	0.0055836265	16.75088	21.373432	5.4724688
chr5_82390805_82419094	chr5	82390805	82419094	28289	28289	84867	84867	0	26.14866	25.257644	286	0.0033699789	10.109937	21.277723	4.5199281
chr5_82419094_82551296	chr5	82419094	82551296	132202	132202	396606	396606	0	24.22918	23.979378	792	0.0019969441	5.9908322	21.181193	4.4165502
chr5_82551296_82648042	chr5	82551296	82648042	96746	96746	290238	290238	0	25.83541	25.693868	665	0.0022912231	6.8736692	21.290633	4.4166843
chr5_82648042_82667023	chr5	82648042	82667023	18981	18981	56943	56943	0	22.73257	22.426891	90	0.0015805279	4.7415837	21.058414	4.492341
chr5_82667023_82693708	chr5	82667023	82693708	26685	26685	80055	80055	0	23.87669	23.346066	406	0.0050715133	15.21454	21.142161	4.4043667
chr5_82693708_82729285	chr5	82693708	82729285	35577	35577	106731	106731	0	22.37559	21.438038	33	0.00030918852	0.92756556	20.640643	3.7266671
chr5_82729285_82786829	chr5	82729285	82786829	57544	57544	172632	172632	0	24.87414	24.35289	735	0.0042576116	12.772835	21.509858	4.3321594
chr5_82786829_82826361	chr5	82786829	82826361	39532	39532	118596	118596	0	24.23376	23.673175	359	0.0030270835	9.0812506	21.301828	4.7377326
chr5_82826361_82862038	chr5	82826361	82862038	35677	35677	107031	107031	0	28.18031	26.36881	136	0.0012706599	3.8119797	21.92024	4.2679157
chr5_82862038_82913418	chr5	82862038	82913418	51380	51380	154140	154140	0	24.09025	23.237795	178	0.0011547943	3.464383	21.054699	4.2736298
chr5_82913418_82968127	chr5	82913418	82968127	54709	54709	164127	164127	0	22.37755	22.058399	80	0.00048742742	1.4622823	20.929023	3.9692533
chr5_82968127_83023156	chr5	82968127	83023156	55029	55029	165087	165087	0	24.76152	24.240524	458	0.0027742948	8.3228843	21.120871	4.7623898
chr5_83023156_83312910	chr5	83023156	83312910	289754	289754	869262	869262	0	52.7982	47.957643	3869	0.004450902	13.352706	23.788598	4.8204216
chr5_83312910_83419333	chr5	83312910	83419333	106423	106423	319269	319269	0	42.88816	37.790653	959	0.0030037367	9.01121	21.667531	4.4442999
chr5_83419333_83495526	chr5	83419333	83495526	76193	76193	228579	228579	0	51.78075	48.361001	2971	0.012997694	38.993083	23.989318	5.1230749
chr5_83495526_83530737	chr5	83495526	83530737	35211	35211	105633	105633	0	47.64292	44.721172	2559	0.024225384	72.676152	24.805385	6.174568
chr5_83530737_83561221	chr5	83530737	83561221	30484	30484	91452	91452	0	57.04571	51.608084	4460	0.048768753	146.30626	25.398967	7.0216741
chr5_83561221_83579511	chr5	83561221	83579511	18290	18290	54870	54870	0	44.92697	41.750152	698	0.012720977	38.162931	25.355051	5.3979261
chr5_83579511_83662802	chr5	83579511	83662802	83291	83291	249873	249873	0	57.38969	45.615588	4020	0.016088173	48.264518	24.521758	4.5296709
chr5_83662802_83675598	chr5	83662802	83675598	12796	12796	38388	38388	0	42.09937	38.049658	607	0.015812233	47.436699	22.514088	5.3134122
chr5_83675598_83740012	chr5	83675598	83740012	64414	64414	193242	193242	0	58.29177	55.000466	960	0.0049678641	14.903592	21.927969	4.5247255
chr5_83740012_83870136	chr5	83740012	83870136	130124	130124	390372	390372	0	24.49188	24.263349	553	0.0014165975	4.2497925	21.308989	3.936323
chr5_83870136_83938381	chr5	83870136	83938381	68245	68245	204735	204735	0	24.77943	24.197031	592	0.0028915427	8.6746282	21.302739	4.1288252
chr5_83938381_84011755	chr5	83938381	84011755	73374	73374	220122	220122	0	66.1674	44.913488	902	0.0040977276	12.293183	25.279306	4.3828318
chr5_84011755_84073028	chr5	84011755	84073028	61273	61273	183819	183819	0	58.78794	44.604845	1138	0.0061908725	18.572618	25.531355	4.1872797
chr5_84073028_84139236	chr5	84073028	84139236	66208	66208	198624	198624	0	54.51872	47.105257	967	0.0048684952	14.605486	25.408233	4.0795345
chr5_84139236_84215740	chr5	84139236	84215740	76504	76504	229512	229512	0	42.79694	40.849917	469	0.0020434661	6.1303984	24.658559	3.9582244
chr5_84215740_84408974	chr5	84215740	84408974	193234	193234	579702	579702	0	44.49104	42.10511	1286	0.0022183812	6.6551435	22.683116	4.0922846
chr5_84408974_84619158	chr5	84408974	84619158	210184	210184	630552	630552	0	23.78117	23.263522	288	0.00045674266	1.370228	21.045261	3.2635666
chr5_84619158_84678032	chr5	84619158	84678032	58874	58874	176622	176622	0	21.35998	20.843063	14	7.9265324e-05	0.23779597	20.637606	3.0745292
chr5_84678032_84700230	chr5	84678032	84700230	22198	22198	66594	66594	0	24.80296	23.430142	126	0.0018920623	5.676187	21.194761	3.5505912
chr5_84700230_84791473	chr5	84700230	84791473	91243	91243	273729	273729	0	23.10251	21.40241	46	0.00016804942	0.50414826	20.668411	3.1573524
chr5_84791473_84816842	chr5	84791473	84816842	25369	25369	76107	76107	0	20.84219	20.445174	9	0.00011825456	0.35476369	20.500104	2.896326
chr5_84816842_84862388	chr5	84816842	84862388	45546	45546	136638	136638	0	21.40887	20.594065	9	6.5867475e-05	0.19760242	20.691278	2.8125358
chr5_84862388_84903953	chr5	84862388	84903953	41565	41565	124695	124695	0	21.73462	20.844407	12	9.6234813e-05	0.28870444	20.739913	2.8555371
chr5_84903953_85104034	chr5	84903953	85104034	200081	200081	600243	600243	0	22.51537	21.431902	49	8.1633605e-05	0.24490082	20.740093	2.7493888
chr5_85104034_85220596	chr5	85104034	85220596	116562	116562	349686	349686	0	22.66492	21.976519	64	0.00018302134	0.54906402	20.628555	2.9448067
chr5_85220596_85405845	chr5	85220596	85405845	185249	185249	555747	555747	0	23.66194	23.261877	65	0.0001169597	0.35087909	21.260663	2.727725
chr5_85405845_85750892	chr5	85405845	85750892	345047	345047	1035141	1035141	0	22.18972	21.728752	81	7.8250209e-05	0.23475063	20.590174	2.8449707
chr5_85750892_85836817	chr5	85750892	85836817	85925	85925	257775	257775	0	22.11482	21.018762	12	4.6552226e-05	0.13965668	20.893223	2.7331529
chr5_85836817_86019631	chr5	85836817	86019631	182814	182814	548442	548442	0	22.24572	21.343273	21	3.8290284e-05	0.11487085	20.775359	2.6991079
chr5_86019631_86096518	chr5	86019631	86096518	76887	76887	230661	230661	0	21.64895	21.072452	19	8.2371966e-05	0.2471159	20.723445	3.0001052
chr5_86096518_86143247	chr5	86096518	86143247	46729	46729	140187	140187	0	21.37569	20.310289	6	4.2799974e-05	0.12839992	20.794763	2.8495348
chr5_86143247_86215771	chr5	86143247	86215771	72524	72524	217572	217572	0	21.76984	21.078169	34	0.00015627011	0.46881032	20.49414	2.9851397
chr5_86215771_86471573	chr5	86215771	86471573	255802	255802	767406	767406	0	24.18648	23.538606	135	0.00017591731	0.52775193	21.171451	3.1872154
chr5_86471573_86749784	chr5	86471573	86749784	278211	278211	834633	834633	0	60.6146	49.19644	995	0.0011921407	3.5764222	24.48851	3.7868692
chr5_86749784_86836103	chr5	86749784	86836103	86319	86319	258957	258957	0	26.10313	23.545121	237	0.00091520986	2.7456296	21.117877	3.5428201
chr5_86836103_86867934	chr5	86836103	86867934	31831	31831	95493	95493	0	24.15251	22.829152	125	0.0013089965	3.9269894	20.891022	3.9218288
chr5_86867934_87119702	chr5	86867934	87119702	251768	251768	755304	755304	0	29.09112	28.383615	1504	0.0019912512	5.9737536	21.506224	3.9407873
chr5_87119702_87168150	chr5	87119702	87168150	48448	48448	145344	145344	0	28.52434	26.885127	515	0.0035433179	10.629954	21.647717	4.8248484
chr5_87168150_87530933	chr5	87168150	87530933	362783	362783	1088349	1088349	0	64.62246	59.475881	11460	0.010529711	31.589132	25.739525	4.6993621
chr5_87530933_87772615	chr5	87530933	87772615	241682	241682	725046	725046	0	29.63189	27.64458	3559	0.0049086541	14.725962	21.30758	4.2807638
chr5_87772615_87800728	chr5	87772615	87800728	28113	28113	84339	84339	0	29.13408	27.787487	809	0.0095922408	28.776723	21.335192	5.6485421
chr5_87800728_87941124	chr5	87800728	87941124	140396	140396	421188	421188	0	24.86221	24.211967	1974	0.0046867432	14.06023	21.271624	4.2052384
chr5_87941124_88217958	chr5	87941124	88217958	276834	276834	830502	830502	0	59.17566	52.7549	6719	0.0080902876	24.270863	23.137776	4.6395403
chr5_88217958_88461101	chr5	88217958	88461101	243143	243143	729429	729429	0	58.68116	48.46354	5344	0.0073262785	21.978836	22.528739	5.03986
chr5_88461101_88552174	chr5	88461101	88552174	91073	91073	273219	273219	0	26.62508	26.075454	3617	0.013238464	39.715393	21.268121	5.1438334
chr5_88552174_88638889	chr5	88552174	88638889	86715	86715	260145	260145	0	25.99154	24.652476	1583	0.0060850679	18.255204	21.352657	4.8420596
chr5_88638889_88850106	chr5	88638889	88850106	211217	211217	633651	633651	0	70.58629	53.701975	19576	0.030893978	92.681934	22.349998	6.9393039
chr5_88850106_88926694	chr5	88850106	88926694	76588	76588	229764	229764	0	49.13005	46.233526	5388	0.023450149	70.350447	21.619966	6.9110865
chr5_88926694_89133207	chr5	88926694	89133207	206513	206513	619539	619539	0	26.6445	25.946649	7768	0.012538355	37.615065	21.3131	5.6402242
chr5_89133207_89304007	chr5	89133207	89304007	170800	170800	512400	512400	0	26.01351	25.598133	4817	0.0094008587	28.202576	21.378811	4.8547115
chr5_89304007_89453265	chr5	89304007	89453265	149258	149258	447774	447774	0	26.72474	25.511619	5329	0.011901093	35.703279	21.364653	4.9021836
chr5_89453265_89594811	chr5	89453265	89594811	141546	141546	424638	424638	0	25.87069	25.049409	1892	0.0044555598	13.366679	21.229988	4.3445077
chr5_89594811_89709747	chr5	89594811	89709747	114936	114936	344808	344808	0	24.43962	23.971676	1150	0.0033351894	10.005568	21.125063	3.8578745
chr5_89709747_89810806	chr5	89709747	89810806	101059	101059	303177	303177	0	25.86361	25.324822	1746	0.0057590121	17.277036	21.422105	4.0125763
chr5_89810806_89954072	chr5	89810806	89954072	143266	143266	429798	429798	0	24.76741	24.613348	2670	0.0062122206	18.636662	21.310778	4.4607874
chr5_89954072_90113497	chr5	89954072	90113497	159425	159425	478275	478275	0	26.0656	24.783101	2913	0.0060906382	18.271915	21.263972	4.7329636
chr5_90113497_90140341	chr5	90113497	90140341	26844	26844	80532	80532	0	24.46293	23.117356	259	0.0032161128	9.6483385	21.153255	4.6322246
chr5_90140341_90211313	chr5	90140341	90211313	70972	70972	212916	212916	0	24.67876	24.476852	961	0.0045135171	13.540551	21.328549	4.9021418
chr5_90211313_90291434	chr5	90211313	90291434	80121	80121	240363	240363	0	26.66425	26.134017	1635	0.0068022117	20.406635	21.252889	4.8265937
chr5_90291434_90391129	chr5	90291434	90391129	99695	99695	299085	299085	0	25.67274	24.734523	1923	0.0064296103	19.288831	21.303579	4.9172786
chr5_90391129_90726767	chr5	90391129	90726767	335638	335638	1006914	1006914	0	57.04571	54.074597	24760	0.024589985	73.769955	24.885733	5.419064
chr5_90726767_90761746	chr5	90726767	90761746	34979	34979	104937	104937	0	59.75937	51.467195	2593	0.024710064	74.130192	25.043639	4.6857329
chr5_90761746_90910368	chr5	90761746	90910368	148622	148622	445866	445866	0	54.68651	51.574025	8613	0.019317463	57.952389	24.641003	5.2613418
chr5_90910368_90984011	chr5	90910368	90984011	73643	73643	220929	220929	0	54.23067	47.07578	956	0.004327182	12.981546	22.795673	5.1415871
chr5_90984011_91125681	chr5	90984011	91125681	141670	141670	425010	425010	0	66.72902	50.927393	2863	0.0067363121	20.208936	22.941905	5.2506515
chr5_91125681_91187037	chr5	91125681	91187037	61356	61356	184068	184068	0	63.61921	50.204206	1979	0.010751461	32.254384	23.336273	5.7831102
chr5_91187037_91210650	chr5	91187037	91210650	23613	23613	70839	70839	0	24.88004	24.512949	202	0.0028515366	8.5546097	21.325933	4.3198185
chr5_91210650_91353851	chr5	91210650	91353851	143201	143201	429603	429603	0	34.04069	31.796632	1858	0.0043249232	12.97477	21.613472	4.6197178
chr5_91353851_91500167	chr5	91353851	91500167	146316	146316	438948	438948	0	58.90507	46.626991	5614	0.01278967	38.36901	23.75049	5.1634463
chr5_91500167_91632465	chr5	91500167	91632465	132298	132298	396894	396894	0	24.65509	23.996132	1305	0.0032880316	9.8640947	21.192058	4.2600178
chr5_91632465_91784331	chr5	91632465	91784331	151866	151866	455598	455598	0	24.60819	24.168782	2915	0.0063981844	19.194553	21.1663	4.4462596
chr5_91784331_91860466	chr5	91784331	91860466	76135	76135	228405	228405	0	23.67734	23.354556	546	0.0023904906	7.1714717	21.111301	4.4531373
chr5_91860466_91955405	chr5	91860466	91955405	94939	94939	284817	284817	0	25.80745	25.722055	1823	0.0064006011	19.201803	21.422206	3.967002
chr5_91955405_92082012	chr5	91955405	92082012	126607	126607	379821	379821	0	24.91593	24.526518	2449	0.0064477741	19.343322	21.240456	3.9683832
chr5_92082012_92205384	chr5	92082012	92205384	123372	123372	370116	370116	0	25.1707	24.763813	1655	0.0044715711	13.414713	21.202911	3.5574985
chr5_92205384_92503903	chr5	92205384	92503903	298519	298519	895557	895557	0	25.73976	25.520735	3138	0.0035039646	10.511894	21.318862	3.6211777
chr5_92503903_92642227	chr5	92503903	92642227	138324	138324	414972	414972	0	25.09097	24.309001	4053	0.009766924	29.300772	21.225119	4.6855554
chr5_92642227_92722295	chr5	92642227	92722295	80068	80068	240204	240204	0	28.45941	27.566716	2955	0.012302043	36.90613	21.293643	4.8349923
chr5_92722295_92771375	chr5	92722295	92771375	49080	49080	147240	147240	0	23.26275	22.890567	340	0.0023091551	6.9274654	21.008484	3.9520131
chr5_92771375_92839178	chr5	92771375	92839178	67803	67803	203409	203409	0	25.18921	24.138515	1387	0.006818774	20.456322	21.243437	4.5168761
chr5_92839178_92905762	chr5	92839178	92905762	66584	66584	199752	199752	0	24.89801	23.966948	1490	0.0074592495	22.377748	21.17841	5.0995589
chr5_92905762_93026994	chr5	92905762	93026994	121232	121232	363696	363696	0	28.12415	26.334976	3825	0.010517025	31.551076	21.419249	4.9991241
chr5_93026994_93089920	chr5	93026994	93089920	62926	62926	188778	188778	0	24.6965	24.450928	2099	0.01111888	33.356641	21.272008	5.5969713
chr5_93089920_93232195	chr5	93089920	93232195	142275	142275	426825	426825	0	25.28207	24.99747	4212	0.009868213	29.604639	21.321601	5.5230626
chr5_93232195_93299972	chr5	93232195	93299972	67777	67777	203331	203331	0	25.52815	24.534269	3456	0.016996916	50.990749	21.277146	5.8188199
chr5_93299972_93345293	chr5	93299972	93345293	45321	45321	135963	135963	0	24.46877	23.962584	1821	0.01339335	40.180049	21.264113	5.598602
chr5_93345293_93571978	chr5	93345293	93571978	226685	226685	680055	680055	0	25.91973	24.757085	3925	0.005771592	17.314776	21.194652	5.1156507
chr5_93571978_93657767	chr5	93571978	93657767	85789	85789	257367	257367	0	58.36387	46.702215	11647	0.045254442	135.76333	22.808221	8.5406556
chr5_93657767_94236004	chr5	93657767	94236004	578237	578237	1734711	1734711	0	54.97729	52.029065	18135	0.010454191	31.362573	22.293624	5.5840623
chr5_94236004_94363713	chr5	94236004	94363713	127709	127709	383127	383127	0	26.22623	25.70265	5897	0.015391763	46.175289	21.266955	6.1200922
chr5_94363713_94473019	chr5	94363713	94473019	109306	109306	327918	327918	0	57.74712	52.100345	5822	0.017754439	53.263316	23.723031	5.8851951
chr5_94473019_94573085	chr5	94473019	94573085	100066	100066	300198	300198	0	52.24134	45.716651	3938	0.013118009	39.354026	22.839471	5.7254075
chr5_94573085_94751479	chr5	94573085	94751479	178394	178394	535182	535182	0	69.61058	55.574449	9636	0.01800509	54.01527	24.714486	5.7734338
chr5_94751479_94861772	chr5	94751479	94861772	110293	110293	330879	330879	0	61.40981	48.361455	5102	0.015419534	46.258602	21.746502	6.4683019
chr5_94861772_94920857	chr5	94861772	94920857	59085	59085	177255	177255	0	58.92619	52.747551	7042	0.039728075	119.18423	23.584543	7.0770167
chr5_94920857_94945850	chr5	94920857	94945850	24993	24993	74979	74979	0	54.1065	49.69089	1130	0.015070887	45.21266	24.727205	5.5926708
chr5_94945850_94985474	chr5	94945850	94985474	39624	39624	118872	118872	0	54.03166	44.165412	424	0.0035668618	10.700586	25.758309	3.791851
chr5_94985474_95058273	chr5	94985474	95058273	72799	72799	218397	218397	0	44.78964	40.128165	368	0.0016850048	5.0550145	24.194475	4.7012643
chr5_95058273_95125730	chr5	95058273	95125730	67457	67457	202371	202371	0	46.00521	38.731844	605	0.0029895588	8.9686763	22.315009	4.7566354
chr5_95125730_95175600	chr5	95125730	95175600	49870	49870	149610	149610	0	25.90555	25.301275	253	0.0016910634	5.0731903	21.456317	4.6950921
