block_id	genes_per_kb	n_genes_tss	avi_top1_fraction	avi_mean	eqtl_variants_per_kb
chr2_210605472_210647445	0.0476497	1	0.024579293	5.9383512	2.0966
chr2_210647445_210674426	0.0370631	0	0.034172195	6.4793083	1.4825
chr2_210674426_210809492	0.00740379	0	0.003383531	3.9923726	0.3258
chr2_210809492_210860234	0	0	0.00014452196	3.5262957	0.4336
chr2_210860234_211008016	0	0	0.0014909348	3.6525849	0.2639
chr2_211008016_211040480	0	0	0.00087276162	3.5110635	0.0308
chr2_211040480_211173602	0.00751191	1	0.0009389883	3.7468156	0.2178
chr2_211173602_211247765	0	0	0.00098431833	3.7595752	0.2292
chr2_211247765_211330457	0.0120931	1	0.0019711701	3.595853	0.0242
chr2_211330457_211379678	0.0203165	0	0.0030677963	4.2405509	0.0
chr2_211379678_211429700	0.0199912	0	0.023123159	5.5055479	0.02
chr2_211429700_211488415	0.0170314	0	0.0045928071	4.6765662	0.017
chr2_211488415_211514266	0.0386832	0	0.0031978131	4.4048842	0.0
chr2_211514266_211550321	0.0554708	1	0.0029122174	4.2857426	0.0
chr2_211550321_211574331	0.0416493	0	0.0078856032	4.1477067	0.0
chr2_211574331_211654075	0.0125401	0	0.0045646067	4.3019067	0.0
chr2_211654075_211690360	0.0275596	0	0.014312618	4.304227	1.5158
chr2_211690360_211712886	0.0443931	0	0.017698067	4.2105743	0.1332
chr2_211712886_211723160	0.0973331	0	0.02173772	4.125549	0.0
chr2_211723160_211802912	0.0376166	2	0.0064031832	4.5385469	0.0251
chr2_211802912_211872419	0.014387	0	0.0016832837	3.827058	0.0
chr2_211872419_211917189	0.0223364	0	0.001079592	3.9167631	0.0
chr2_211917189_211981269	0.0156055	0	0.0035060341	3.9471783	0.0
chr2_211981269_212005055	0.0420415	0	0.00026626307	3.5162604	0.0
chr2_212005055_212098570	0.0106935	0	0.0018000677	4.3123836	0.0428
chr2_21203299_21238843	0.0281341	1	0.0016880486	4.1625744	3.573
chr2_212098570_212163317	0.0154447	0	0.0045098615	4.2717832	0.6641
chr2_212163317_212177764	0.0692185	0	0.0031840521	3.9716464	0.1384
chr2_212177764_212288014	0.00907029	0	0.0037006803	4.2942506	1.0703
chr2_212288014_212357722	0.0143456	0	0.0020370689	4.2317504	1.951
chr2_212357722_212402522	0.0223214	0	0.0045535714	4.1413716	2.2321
chr2_21238843_21317527	0.0127091	0	0.0061342416	4.733637	0.7244
chr2_212402522_212434983	0.0616124	1	0.0025979894	4.2916619	1.2939
chr2_212434983_212550777	0.00863603	1	0.0063647512	4.8923079	1.8222
chr2_212550777_212689702	0.00719813	0	0.0010965149	3.8119886	1.5764
chr2_212689702_212714053	0.0410661	0	0.0056260523	4.8053326	0.0411
chr2_212714053_212801667	0.0228274	1	0.0032871459	4.2963438	0.0342
chr2_212801667_212830978	0.0682338	0	0.0068574938	4.4890469	0.1706
chr2_212830978_212899902	0.0290175	1	0.0026115722	4.2526672	0.0435
chr2_212899902_212939582	0.126008	4	0.01578461	6.241433	0.252
chr2_212939582_212972582	0.030303	0	0.011979798	5.632374	0.4545
chr2_212972582_213064362	0.0217912	1	0.020676255	5.836032	1.6779
chr2_213064362_213148882	0.0118315	0	0.011405584	5.9429455	1.5026
chr2_213148882_213176581	0.108307	3	0.032961479	6.5175052	3.1409
chr2_21317527_21356258	0.0516382	1	0.0031671443	4.573085	0.3615
chr2_213176581_213248037	0.0139946	1	0.0075710927	4.8371987	1.8893
chr2_213248037_213712841	0.00430289	2	0.0016508751	4.1053432	2.5172
chr2_21356258_21386064	0.100651	1	0.0018117158	4.382924	1.2078
chr2_213712841_213763147	0.0397567	1	0.00044394969	3.8040141	1.1132
chr2_213763147_214022298	0.00385875	0	0.0017994657	3.7077706	2.2805
chr2_21386064_21479069	0.0215042	0	0.0023654642	4.1780449	1.043
chr2_214022298_214088924	0.0150092	0	0.0010056134	4.0119627	0.015
chr2_214088924_214139156	0.0199076	0	0.0022429262	4.3695011	0.0
chr2_214139156_214211934	0.0137404	0	0.0017541931	4.1579536	0.3985
chr2_214211934_214316716	0.0286309	1	0.00063306039	4.1476827	0.0095
chr2_214316716_214379091	0.0320641	0	0.00079625919	4.192154	0.016
chr2_214379091_214541638	0.0246083	2	0.0063919974	4.6554307	0.123
chr2_214541638_214582114	0.049412	0	0.0096600455	5.4297969	0.1235
chr2_214582114_214710099	0.0156268	2	0.0010339753	4.1125956	1.2189
chr2_214710099_214755197	0.0221739	0	0.011271749	4.9302848	4.2796
chr2_214755197_214795219	0.0249863	0	0.012451485	5.0899734	5.9217
chr2_21479069_21592731	0.017596	0	0.0023637334	3.995095	0.0264
chr2_214795219_214837686	0.0470954	2	0.004262133	4.8288262	4.1444
chr2_214837686_214931189	0.0320845	2	0.0010124452	4.1010702	2.3636
chr2_214931189_214974846	0.0458117	0	0.037962602	5.8453843	1.7867
chr2_214974846_215032435	0.0347289	1	0.049459677	6.4285397	0.4688
chr2_215032435_215100160	0.0295312	0	0.0071219392	4.9701799	0.251
chr2_215100160_215274650	0.011462	1	0.0026228819	4.1391654	0.745
chr2_215274650_215370815	0.0415952	3	0.019754242	4.793808	2.9533
chr2_215370815_215392258	0.0466353	0	0.087176856	7.1916537	2.2851
chr2_215392258_215458410	0.0453501	3	0.046957512	6.2509625	2.1012
chr2_215458410_215499518	0.0486523	1	0.0033407934	4.5491444	1.6299
chr2_215499518_215585133	0.0350406	3	0.0034651249	4.8097017	1.0279
chr2_215585133_215619741	0.0577901	0	0.0029858222	4.7947382	1.0113
chr2_215619741_215645490	0.0776729	0	0.0031586987	4.422805	0.1942
chr2_215645490_215691213	0.0437417	0	0.0054531272	4.9250024	0.1968
chr2_215691213_215761071	0.057259	2	0.0055254946	5.2686297	1.317
chr2_215761071_215790302	0.0684205	0	0.005473641	5.4275206	0.4105
chr2_215790302_215893659	0.0290256	3	0.0035604749	5.1984357	0.9965
chr2_215893659_215934354	0	0	0.0054961707	5.1722589	0.6635
chr2_21592731_21700674	0.0370566	2	0.0035450809	4.0483712	0.0
chr2_215934354_215953899	0.102328	1	0.013694892	5.1149757	0.2047
chr2_215953899_215994391	0.0246962	0	0.0030211729	4.8000477	1.0372
chr2_215994391_216006721	0.162206	0	0.017572317	5.5873593	0.5677
chr2_216006721_216040978	0.0583822	1	0.0083778498	5.0529087	2.8023
chr2_216040978_216069734	0.0347754	0	0.015996662	4.9917448	2.1908
chr2_216069734_216153533	0.0357999	3	0.022076636	5.9058027	1.8616
chr2_216153533_216321529	0.0476202	6	0.0078751875	5.1576092	1.7917
chr2_2163170_2220115	0.0175608	0	0.00075511458	2.9297396	2.318
chr2_216321529_216353925	0.092604	1	0.0024077047	4.7586402	1.0186
chr2_216353925_216380221	0.0380286	1	0.019293175	6.0346902	0.7606
chr2_216380221_216431900	0.0580507	3	0.012132588	5.0978496	3.3089
chr2_216431900_216556942	0.0319893	3	0.014512457	5.2252988	2.959
chr2_216556942_216613838	0.0703037	3	0.0047279246	4.9078504	1.2127
chr2_216613838_216651284	0.0267051	1	0.019325607	5.899257	1.2551
chr2_216651284_216696744	0.0659921	2	0.034147236	6.1639735	0.022
chr2_216696744_216745926	0.0203326	0	0.0046155097	4.4729186	1.4843
chr2_216745926_216850113	0.0383925	3	0.0047446738	4.4619571	2.0636
chr2_216850113_216882263	0.155521	4	0.010979782	4.9428082	1.8663
chr2_216882263_216936339	0.0184925	0	0.0041854674	4.5549979	0.9246
chr2_216936339_216991419	0.0181554	0	0.0032740257	4.1547814	0.2179
chr2_216991419_217064297	0.0274431	0	0.002570506	4.4563553	0.9605
chr2_21700674_21819516	0.0168291	1	0.0027739912	4.0837248	0.0
chr2_217064297_217078482	0.140994	1	0.0058512513	4.8598417	0.0705
chr2_217078482_217115782	0.0268097	0	0.0034048257	4.543617	0.134
chr2_217115782_217153071	0.0268176	0	0.0024940331	3.91781	0.1341
chr2_217153071_217223665	0.0141655	0	0.004769055	4.8010356	0.6091
chr2_217223665_217289573	0.0606907	2	0.0028676337	4.6325903	1.5324
chr2_217289573_217372063	0.0242454	0	0.0039924031	4.7354297	2.1093
chr2_217372063_217439383	0.0148544	0	0.0053574965	4.7834902	3.0897
chr2_217439383_217449744	0.0965158	0	0.004825789	4.4302342	5.4049
chr2_217449744_217529807	0.0124902	0	0.0052500323	4.9618065	1.6987
chr2_217529807_217595898	0.0151307	0	0.0036868358	4.3729643	1.044
chr2_217595898_217671726	0.0131877	0	0.0064268256	4.9244043	1.7803
chr2_217671726_217750911	0.0252573	1	0.0059944013	4.8692082	1.8817
chr2_217750911_217800539	0.0604497	2	0.0019343919	3.7079777	3.8486
chr2_217800539_217826651	0.0382966	0	0.057049122	6.5032861	1.9531
chr2_217826651_217849773	0.0432489	0	0.058544532	7.1342197	3.2869
chr2_217849773_217880411	0.0326392	0	0.010934134	5.3004249	0.9465
chr2_217880411_217917855	0.0534131	1	0.041519781	6.3615087	0.2137
chr2_217917855_217936230	0.0544218	0	0.018539683	6.0090409	0.4898
chr2_217936230_217963912	0.0361246	0	0.017291622	6.0454522	0.6502
chr2_217963912_217993344	0.0679532	1	0.016138896	5.5054814	0.7475
chr2_217993344_218016229	0.0873935	0	0.023086447	6.4103554	1.6605
chr2_218016229_218075548	0.067432	4	0.014042718	5.1563119	2.5793
chr2_218075548_218184248	0.0275989	2	0.014216498	4.7402576	2.6955
chr2_218184248_218331621	0.0610695	8	0.033590504	6.2015094	2.9788
chr2_21819516_21964775	0.0206528	1	0.002005613	3.6334821	0.0069
chr2_218331621_218395121	0.125984	7	0.044131234	6.0323144	2.252
chr2_218395121_218404080	0.446478	3	0.099899542	8.468978	3.1253
chr2_218404080_218644265	0.0333077	6	0.034871731	5.8480658	2.3648
chr2_218644265_218787563	0.0418708	6	0.05246177	6.6748987	2.917
chr2_218787563_218816370	0.0694276	1	0.027088323	5.8509092	3.0201
chr2_218816370_218867739	0.097335	5	0.032964109	5.8342982	1.9078
chr2_218867739_218997492	0.0770695	9	0.039539227	5.7781857	1.4258
chr2_218997492_219045730	0.0621916	3	0.059496662	6.3826582	2.3218
chr2_219045730_219199061	0.0782621	11	0.048009426	6.9894554	2.5761
chr2_219199061_219292696	0.128157	10	0.11391396	8.8297809	2.2
chr2_219292696_219346036	0.0749906	4	0.036339208	5.078474	3.8245
chr2_219346036_219435649	0.0781137	7	0.03601412	5.5944507	2.7675
chr2_219435649_219470339	0.0288268	0	0.10186413	8.5886852	1.0954
chr2_219470339_219516884	0.150392	6	0.14560103	9.7588163	1.8692
chr2_219516884_219562958	0.15193	5	0.12987079	9.0344735	2.4743
chr2_219562958_219589342	0.0758035	2	0.089094401	7.1718731	1.8572
chr2_219589342_219633628	0.090322	4	0.068313538	6.7454419	1.3322
chr2_219633628_219673099	0.0506701	1	0.046954304	6.2074695	2.0015
chr2_21964775_22102923	0.0144772	0	0.0018024148	3.4269386	0.0072
chr2_219673099_219735321	0.0482145	3	0.0052446616	5.4262431	1.7679
chr2_219735321_219792194	0.017583	0	0.0047181146	4.7911605	0.4923
chr2_219792194_219830749	0	0	0.0014524705	3.9834132	0.9078
chr2_219830749_219849781	0	0	0.001453692	4.3848313	0.6305
chr2_219849781_219913186	0.0473149	3	0.005383382	4.951734	1.0882
chr2_219913186_219927599	0	0	0.0092971623	5.4930495	0.3469
chr2_219927599_219996990	0.0144111	1	0.0025747816	4.9220322	0.2594
chr2_219996990_220052458	0.0360568	1	0.0071813178	5.5441501	1.1358
chr2_220052458_220104976	0	0	0.0076926006	5.110362	2.9323
chr2_220104976_220154737	0.0401921	2	0.0067790706	4.8057976	1.7082
chr2_220154737_220265777	0.0180115	0	0.0061269212	4.9502945	0.3062
chr2_220265777_220366765	0.00990217	0	0.0036704031	4.8154867	0.2277
chr2_220366765_220390705	0.0417711	0	0.0045530493	4.4113632	0.0418
chr2_220390705_220451384	0.0329603	1	0.0028455754	4.1934955	0.0989
chr2_220451384_220500500	0.02036	0	0.0037123001	4.7945315	0.0814
chr2_220500500_220582336	0.0122196	0	0.0044316275	4.2404383	0.0611
chr2_220582336_220676490	0.0106209	0	0.002141881	4.1083392	0.1806
chr2_220676490_220779302	0.019453	1	0.0010763983	3.6943513	0.0
chr2_220779302_220824371	0.0443764	0	0.0012277471	3.9361397	0.0
chr2_220824371_220864747	0.0495344	1	0.0033105475	4.1409192	0.0248
chr2_220864747_220945379	0	0	0.0041877501	4.5592968	0.0
chr2_220945379_220987575	0	0	0.00054507536	3.9455351	0.0237
chr2_220987575_221085187	0	0	0.0035514759	4.2328061	0.0
chr2_22102923_22205808	0.0194392	1	0.0011566312	3.4755657	0.0
chr2_221085187_221103069	0	0	0.0070461917	4.7406868	0.0559
chr2_221103069_221152674	0	0	0.0027147801	3.9942217	0.0
chr2_221152674_221166069	0.0746547	1	0.0049272116	4.1580681	0.0
chr2_221166069_221206535	0	0	0.0049506582	4.0318587	0.3954
chr2_221206535_221298832	0.0108346	0	0.0042796624	4.3496817	1.0943
chr2_221298832_221329281	0.0656836	1	0.0044774322	5.0359235	0.0328
chr2_221329281_221355685	0.037873	0	0.0026258648	4.3349552	0.0379
chr2_221355685_221425307	0.0287266	1	0.0069709766	4.6918952	0.1005
chr2_221425307_221435257	0.100503	0	0.063082077	7.4215515	0.0
chr2_221435257_221459221	0.0417293	0	0.047696545	6.9393475	1.4605
chr2_221459221_221606550	0.0271501	4	0.017362502	5.8224782	1.181
chr2_221606550_221657150	0.0197628	1	0.0034519104	4.2286188	0.0988
chr2_221657150_221686660	0	0	0.002665763	4.0930037	0.0678
chr2_221686660_221816808	0	0	0.0018133202	4.1169738	0.4072
chr2_221816808_221951066	0.00744835	1	0.0024430574	4.1966887	1.8844
chr2_221951066_221996509	0.0220056	1	0.0012249778	4.5167099	0.6162
chr2_221996509_222062510	0.0151513	1	0.002792887	4.065792	0.4545
chr2_2220115_2228465	0.11976	0	0.00023952096	2.6845012	0.479
chr2_22205808_22347202	0.0212173	2	0.0013649801	3.5568462	0.0071
chr2_222062510_222121496	0	0	0.0045151957	4.4588716	0.4238
chr2_222121496_222180728	0	0	0.0051211057	4.2811689	1.1818
chr2_222180728_222244110	0.0157774	0	0.02738948	5.8648454	0.3944
chr2_222244110_222269963	0.0386802	0	0.010250261	4.9130018	0.0387
chr2_222269963_222302900	0.060722	2	0.049630102	6.9108824	0.334
chr2_222302900_222414939	0.0446273	4	0.0036267133	3.9275328	0.9015
chr2_222414939_222472975	0.0344614	2	0.0057837664	4.6355351	1.2578
chr2_222472975_222487947	0.0667913	0	0.0093507881	4.026373	1.2022
chr2_222487947_222693956	0.0291249	5	0.011658067	4.6937821	2.5436
chr2_222693956_222733022	0.0767931	2	0.0097697913	4.6108608	1.4335
chr2_222733022_222799769	0	0	0.0023172078	4.3291898	1.2735
chr2_222799769_222865562	0.0151992	1	0.0028270485	4.2324221	1.8239
chr2_2228465_2245269	0.0595096	0	0.00045624058	2.8124161	0.0
chr2_222865562_222948829	0.0480382	3	0.020236108	5.1484127	1.4411
chr2_222948829_223008936	0	0	0.0029669312	3.8860837	1.098
chr2_223008936_223051570	0	0	0.0033150381	4.1135917	2.9554
chr2_223051570_223140545	0.0112391	1	0.0098267304	5.186956	2.4951
chr2_223140545_223165037	0.0408297	0	0.00043551636	3.8454161	0.3266
chr2_223165037_223234709	0.014353	0	0.00030619665	3.9924674	2.6553
chr2_223234709_223311113	0.0130883	1	0.00057152331	3.3770883	0.3926
chr2_223311113_223379367	0	0	0.0002099999	3.5660171	0.8498
chr2_223379367_223398310	0.0527899	0	0.00031673969	3.1658583	1.1086
chr2_223398310_223499549	0.0197552	2	0.0013762812	3.8103929	1.3236
chr2_22347202_22397290	0.0399297	1	0.0039796625	4.0135976	0.0
chr2_223499549_223548675	0.0407116	1	0.0014927601	4.225878	0.6107
chr2_223548675_223609049	0.0165634	1	0.016955422	4.848497	0.53
chr2_223609049_223716927	0.0185395	1	0.001687091	4.1720044	0.5191
chr2_223716927_223755750	0.0257579	0	0.00352025	4.8182853	2.7819
chr2_223755750_223783848	0.0711794	0	0.017842314	5.3744494	2.9184
chr2_223783848_223973033	0.0264292	5	0.011008625	4.7959406	2.6905
chr2_22397290_22531110	0.0224182	1	0.002224381	3.9770669	0.3288
chr2_223973033_223989351	0.061282	0	0.025329902	5.3051883	0.9192
chr2_223989351_224024666	0.0283166	0	0.013837368	4.9185679	2.4919
chr2_224024666_224067522	0.023334	1	0.0058957128	4.7718829	1.9601
chr2_224067522_224111579	0	0	0.0016947742	4.4521731	0.4767
chr2_224111579_224162852	0	0	0.0021778844	4.5994685	0.5461
chr2_224162852_224274214	0.00897972	1	0.0017660123	4.4776634	0.6286
chr2_224274214_224302377	0.0355076	1	0.00071015162	3.574033	1.3493
chr2_224302377_224390741	0.0113168	0	0.0013504746	3.7139488	2.3992
chr2_224390741_224440649	0.0200369	1	0.010953488	4.4444281	4.7087
chr2_224440649_224462422	0	0	0.0012859964	3.4969007	3.9498
chr2_224462422_224605129	0.0210221	3	0.017359578	5.4737161	2.3054
chr2_2245269_2281725	0.0274303	0	0.00054860654	2.7940126	0.0
chr2_224605129_224655198	0	0	0.0012848935	3.8080686	1.2183
chr2_224655198_224974539	0.0062629	1	0.018245909	4.795109	1.5626
chr2_224974539_224991474	0.0590493	0	0.018246236	5.4162652	1.5353
chr2_224991474_225079869	0.0226257	2	0.004430869	4.4337102	0.7806
chr2_225079869_225122747	0	0	0.0019512726	3.7444517	2.6121
chr2_225122747_225200351	0	0	0.0010566466	3.5762226	2.3839
chr2_225200351_225249123	0	0	0.00074496296	3.5329573	1.7223
chr2_225249123_225381654	0	0	0.00097587231	3.5915549	0.4376
chr2_22531110_22621528	0.0221195	1	0.001964948	3.8851279	0.3539
chr2_225381654_225488082	0.00939602	1	0.0060604352	4.3071176	0.7047
chr2_225488082_225521874	0.0295928	0	0.008660827	4.5377117	1.3613
chr2_225521874_225752349	0.00867773	1	0.0060006508	4.014778	0.2126
chr2_225752349_225807614	0.0180946	1	0.0010555204	3.5639677	0.0
chr2_225807614_225947668	0	0	0.0017802657	3.3415969	0.0857
chr2_225947668_226154861	0.00482642	1	0.002595004	3.7526207	0.555
chr2_226154861_226334547	0.00556526	1	0.0027548056	3.9579	1.7531
chr2_22621528_22737350	0	0	0.00067056921	3.4500102	0.0518
chr2_226334547_226384596	0	0	0.0015451524	3.9246948	0.6594
chr2_226384596_226515643	0	0	0.004916811	4.2871923	0.8318
chr2_226515643_226600345	0	0	0.0015190511	4.2920972	0.1771
chr2_226600345_226669051	0.0145548	1	0.0051232789	4.4605419	0.3348
chr2_226669051_226699658	0	0	0.0046830246	4.7939452	0.2941
chr2_226699658_226721890	0	0	0.0019041622	3.8380888	1.0795
chr2_226721890_226801941	0.0249841	2	0.037880018	6.7338442	1.2117
chr2_226801941_227024122	0.027005	4	0.0077699413	4.9297076	1.6068
chr2_227024122_227093789	0.014354	0	0.016937718	4.659734	2.9713
chr2_227093789_227152676	0.0169817	0	0.01316646	4.0506006	0.9
chr2_227152676_227191543	0.0514575	2	0.0091594412	4.8124329	3.4991
chr2_227191543_227208153	0.0602047	0	0.0033513947	4.4328376	5.298
chr2_227208153_227253687	0.0439232	0	0.010863677	4.0090111	5.2488
chr2_227253687_227375634	0.0328011	2	0.029827165	5.315022	3.5671
chr2_22737350_22795959	0	0	0.005260853	4.3217025	0.0171
chr2_227375634_227404115	0.0702223	2	0.010849338	4.8432799	4.6698
chr2_227404115_227594201	0.0157823	3	0.010916112	4.8737176	3.1775
chr2_227594201_227647512	0.131305	6	0.0089725072	3.9392505	3.489
chr2_227647512_227658869	0.0880514	1	0.0031405007	4.1997941	1.0566
chr2_227658869_227703734	0.0445782	1	0.017348341	4.5045535	1.2928
chr2_227703734_227723352	0.0509736	1	0.0027016006	4.1286807	5.709
chr2_227723352_227747609	0.123676	3	0.017108464	3.3733435	1.649
chr2_227747609_227781946	0.0582462	2	0.00093193931	3.5323341	1.7183
chr2_227781946_227826889	0.0445008	2	0.011021368	4.4984603	1.157
chr2_227826889_227946574	0.0250658	3	0.009302196	3.9745013	3.4841
chr2_227946574_228105762	0.00628188	0	0.010999573	3.8733568	1.3632
chr2_22795959_22846675	0	0	0.0019980545	4.0793722	0.0394
chr2_228105762_228157003	0.0195156	0	0.0034477599	3.5143626	3.4738
chr2_228157003_228301929	0.0138001	2	0.00031050329	2.9954962	1.725
chr2_2281725_2420676	0.0215903	3	0.0048362372	2.9023862	0.4534
chr2_228301929_228367729	0.0151976	1	0.00061296859	3.0370587	0.6079
chr2_228367729_228380735	0.0768876	1	0.00041006715	3.4290997	3.3831
chr2_228380735_228465274	0	0	0.00034697989	3.2510197	1.384
chr2_228465274_228505642	0.0247721	0	0.00010734575	2.8131525	2.8488
chr2_22846675_22892521	0.0218122	1	0.0028210385	3.9715822	0.0
chr2_228505642_228637029	0.0076111	0	0.00045412915	3.1459979	0.0685
chr2_228637029_228729350	0.0216635	1	0.0011409466	3.1416332	0.4983
chr2_228729350_228777706	0.0413599	1	0.0014200237	3.3744337	0.579
chr2_228777706_228849419	0.0139445	1	0.00088314996	3.4273145	0.1534
chr2_228849419_228902117	0.0189761	0	0.00060723367	3.7209934	0.038
chr2_228902117_229007549	0.0189696	1	0.00029718997	3.6035591	0.019
chr2_22892521_22943304	0	0	0.0032097355	4.2427481	0.1575
chr2_229007549_229041536	0.029423	0	0.011651514	4.3429073	0.1177
chr2_229041536_229056439	0.0671006	0	0.00020130175	3.7504715	0.0
chr2_229056439_229098688	0.0236692	0	0.0016173953	4.3730204	0.0947
chr2_229098688_229110903	0.0818666	0	0.00065493246	3.6968533	0.0819
chr2_229110903_229151238	0.0247924	0	0.0022561051	4.0899821	0.8925
chr2_229151238_229170298	0.0524659	0	0.010090941	4.5392091	2.9906
chr2_229170298_229204812	0.0289737	0	0.00139074	4.0840604	0.4346
chr2_229204812_229236642	0.0628338	1	0.004387894	4.3020015	0.5969
chr2_229236642_229338526	0.0196302	2	0.0036544829	4.0103891	0.2846
chr2_229338526_229406230	0.0147702	0	0.0075721769	4.4955626	0.8271
chr2_229406230_229417908	0.171262	1	0.01318719	5.3428091	2.4833
chr2_229417908_229444190	0.0380489	0	0.0057834259	4.4011142	0.9893
chr2_22943304_22961117	0	0	0.0038361496	4.2450369	0.0
chr2_229444190_229471261	0.0369399	0	0.006575302	4.1366709	1.4407
chr2_229471261_229520345	0.0203732	0	0.0048284573	4.1051033	2.4448
chr2_229520345_229580377	0.0166578	0	0.0026208244	4.0794381	0.6163
chr2_229580377_229615076	0.0576385	1	0.012814971	4.3481103	0.1153
chr2_22961117_22996006	0	0	0.0037356569	4.4855454	0.0573
chr2_229615076_229630025	0.0668941	0	0.00024527839	4.0778566	0.0669
chr2_229630025_229653517	0.0425677	0	0.0019581134	4.1099165	0.5534
chr2_229653517_229673267	0.0506329	0	0.0010126582	4.2478904	1.2658
chr2_229673267_229731418	0.0343932	2	0.0035998234	4.3341576	2.184
chr2_229731418_230039353	0.0227321	6	0.020003139	4.7500459	1.1886
chr2_22996006_23008140	0	0	0.00024723916	3.2926546	0.2472
chr2_230039353_230078735	0.0507846	2	0.021329541	4.5798033	2.5392
chr2_230078735_230161358	0.0242063	2	0.0010731475	3.8131641	2.7958
chr2_23008140_23047125	0.0256509	0	0.0051558292	4.2828665	0.6669
chr2_230161358_230179337	0.111241	0	0.020727886	4.8749886	6.1739
chr2_230179337_230213530	0.0584915	1	0.0051862467	4.2626661	3.8897
chr2_230213530_230307824	0.0212103	1	0.010099618	4.4542278	2.2271
chr2_230307824_230369931	0.0322025	1	0.008227736	4.2930529	2.7694
chr2_230369931_230413762	0.0456298	1	0.011658415	4.4941497	4.928
chr2_230413762_230461486	0.0209538	1	0.0078087894	4.7941206	2.8916
chr2_230461486_230480994	0.051261	0	0.011721687	4.9190842	4.716
chr2_23047125_23066672	0.0511587	0	0.0071281186	4.0800466	0.307
chr2_230480994_230548407	0.0593357	2	0.0091426481	4.9441491	0.9939
chr2_230548407_230576356	0.0715589	1	0.00070366262	3.7715028	7.1559
chr2_230576356_230592915	0.18117	3	0.0022746945	3.8669786	4.8916
chr2_230592915_230634071	0	0	0.00095571322	3.9023582	1.6765
chr2_230634071_230671322	0.0268449	1	0.0054853114	4.6517712	0.7248
chr2_23066672_23121131	0.0183624	0	0.0055087313	4.4733189	0.1469
chr2_230671322_230679548	0	0	0.002633925	4.7954036	0.4863
chr2_230679548_230842444	0.0306944	5	0.0093884032	5.074637	1.5531
chr2_230842444_230876701	0.0291911	1	0.013758745	4.5926449	2.9191
chr2_230876701_230900807	0.0829669	1	0.021073592	4.7887702	4.3143
chr2_230900807_230928300	0.145492	2	0.022429952	4.6337806	3.6373
chr2_230928300_230945740	0.114679	0	0.002045107	4.1470799	4.9885
chr2_230945740_230977623	0.0627294	2	0.0030423737	4.3412365	1.5682
chr2_230977623_231018830	0.0485354	2	0.013153105	4.4794964	4.1012
chr2_231018830_231032760	0.0717875	0	0.00050251256	3.870063	3.374
chr2_231032760_231193779	0.0310522	5	0.024349093	5.7519472	2.0619
chr2_231193779_231326213	0.0151019	2	0.011761834	4.7778187	2.1671
chr2_23121131_23223793	0.0097407	1	0.0040683667	4.190772	0.3312
chr2_231326213_231385687	0.0336281	1	0.006798489	4.6508137	3.8168
chr2_231385687_231433237	0.042061	2	0.019607431	5.0984131	3.5542
chr2_231433237_231479077	0.152705	6	0.035631181	4.8126625	3.2286
chr2_231479077_231556448	0.0904732	7	0.0076600621	4.2673453	3.7482
chr2_231556448_231621870	0.0611415	4	0.0055893532	4.1590129	2.8889
chr2_231621870_231672740	0.019658	1	0.0040429854	4.1279178	1.7102
chr2_231672740_231683437	0	0	0.0094418996	4.8498939	0.7479
chr2_231683437_231719943	0.109571	4	0.025676145	5.3771836	1.6984
chr2_231719943_231862453	0.0350853	5	0.011000398	4.5792916	1.9718
chr2_231862453_231905006	0.0235001	1	0.0019896756	3.9219907	1.457
chr2_231905006_231930544	0.0391573	1	0.016628815	4.5129554	1.4097
chr2_231930544_232229655	0.0100297	3	0.0064936874	5.2540635	1.9558
chr2_232229655_232346557	0.0171083	1	0.012651623	5.1695844	1.8734
chr2_23223793_23313264	0	0	0.0037106996	4.6797806	0.4806
chr2_232346557_232370199	0.0845952	2	0.010024533	5.381817	2.2841
chr2_232370199_232447219	0.0908855	7	0.028940535	4.744978	3.3628
chr2_232447219_232481317	0.0879817	1	0.033657888	4.5994153	3.6659
chr2_232481317_232503632	0.0448129	1	0.076809321	6.436648	1.8821
chr2_232503632_232549631	0.0869584	3	0.068675406	6.3185654	3.4131
chr2_232549631_232598058	0.0825986	3	0.026672449	5.5378709	3.7582
chr2_232598058_232661686	0.0471491	3	0.0055793047	4.2059257	2.2632
chr2_232661686_232685520	0.0419569	0	0.015426142	4.4017493	0.9231
chr2_232685520_232943531	0.0310064	7	0.025398142	5.2342776	2.6704
chr2_232943531_232979116	0.0281017	0	0.0030630884	4.0129214	4.4401
chr2_232979116_233031788	0.0379708	2	0.0028731268	3.835189	2.563
chr2_233031788_233061564	0.0671682	2	0.02206475	4.1990119	2.1494
chr2_233061564_233083850	0.0448712	0	0.00674564	4.6066966	2.0192
chr2_233083850_233100749	0.0591751	0	0.004753733	4.5763199	0.2367
chr2_233100749_233114036	0.0752615	0	0.0012794461	3.9784952	0.6021
chr2_233114036_233183383	0.0288405	1	0.022079289	4.6412796	3.6339
chr2_23313264_23360019	0.0641643	2	0.0036858803	4.3431525	1.6041
chr2_233183383_233214364	0.0968335	2	0.025564055	4.8005422	1.162
chr2_233214364_233232472	0.0552242	0	0.0032398203	4.9398594	0.3866
chr2_233232472_233333701	0.0395144	3	0.022868941	4.6720754	2.9043
chr2_233333701_233423697	0.0444464	3	0.011511623	5.3358762	2.1112
